slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.4249,-0.0485,14409.05,-50.42,285.78,Excellent
0.1,0.2,3.3762,-0.0972,13024.87,-50.8,256.38,Excellent
0.25,0.5,3.2291,-0.2443,9609.61,-51.94,185.02,Excellent
0.5,1.0,2.9804,-0.493,5763.71,-53.78,107.17,Excellent
1.0,2.0,2.4708,-1.0026,2022.24,-57.28,35.3,Strong
