PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.1247,1169.15,-75.245,-30.825,15.538,2.0167,False
-0.04,0.045,2.2048,1527.95,-72.583,-30.825,21.051,2.1326,False
-0.04,0.05,2.7944,4672.55,-69.361,-30.825,67.366,0.9914,False
-0.04,0.055,3.1107,9084.87,-54.506,-30.825,166.678,0.6245,False
-0.04,0.06,3.1425,8344.67,-52.661,-27.615,158.46,0.4606,False
-0.04,0.065,3.1356,8451.66,-54.125,-27.615,156.152,0.4597,False
-0.04,0.075,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
-0.04,0.08,3.0699,7346.43,-53.549,-27.615,137.191,0.46,False
-0.04,0.085,3.0258,6822.28,-53.549,-27.615,127.403,0.4701,False
-0.04,0.09,3.0258,6822.28,-53.549,-27.615,127.403,0.4701,False
-0.04,0.095,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.1,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.105,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.11,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.115,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.12,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.125,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.04,0.13,3.0925,7833.04,-53.549,-27.615,146.278,0.4392,False
-0.05,0.04,2.1247,1169.15,-75.245,-30.825,15.538,2.0167,False
-0.05,0.045,2.45,2544.55,-73.284,-30.825,34.722,1.9596,False
-0.05,0.05,2.9925,6422.6,-71.2,-30.825,90.205,0.9833,False
-0.05,0.055,3.4222,14298.85,-56.076,-30.825,254.993,0.6206,False
-0.05,0.06,3.5029,13691.62,-39.414,-26.358,347.384,0.4715,False
-0.05,0.065,3.5618,15169.55,-45.484,-31.65,333.515,0.4361,False
-0.05,0.075,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
-0.05,0.08,3.6112,15412.35,-44.257,-31.65,348.245,0.4183,False
-0.05,0.085,3.6116,15694.49,-44.266,-31.65,354.551,0.4335,False
-0.05,0.09,3.6116,15694.49,-44.266,-31.65,354.551,0.4335,False
-0.05,0.095,3.6693,18392.98,-44.11,-31.65,416.978,0.401,False
-0.05,0.1,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.105,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.11,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.115,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.12,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.125,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.05,0.13,3.654,18491.55,-44.11,-31.65,419.212,0.4014,False
-0.055,0.04,2.1247,1169.15,-75.245,-30.825,15.538,2.0167,False
-0.055,0.045,2.45,2544.55,-73.284,-30.825,34.722,1.9596,False
-0.055,0.05,2.9925,6422.6,-71.2,-30.825,90.205,0.9833,False
-0.055,0.055,3.4124,14174.16,-56.601,-30.825,250.42,0.6266,False
-0.055,0.06,3.4859,13534.26,-38.731,-25.603,349.447,0.4796,False
-0.055,0.065,3.5012,14331.44,-47.655,-34.335,300.733,0.4522,False
-0.055,0.075,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
-0.055,0.08,3.5053,13888.88,-46.236,-34.335,300.391,0.4462,False
-0.055,0.085,3.5069,14329.14,-46.209,-34.335,310.093,0.458,False
