TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,35,2.019,-53.29,2.765,2.556,-0.262,291
0.05,35,3.059,-56.16,1.299,4.338,2.259,291
0.06,35,3.256,-38.13,0.659,3.927,3.929,291
0.07,35,3.531,-40.78,0.576,3.78,6.756,291
0.08,35,3.562,-40.98,0.582,3.668,6.756,291
0.09,35,3.538,-42.92,0.585,3.668,6.756,291
0.1,35,3.576,-37.01,0.565,3.668,6.756,291
0.11,35,3.57,-37.01,0.565,3.668,6.756,291
0.12,35,3.565,-37.01,0.565,3.668,6.756,291
0.13,35,3.565,-37.01,0.565,3.668,6.756,291
0.14,35,3.565,-37.01,0.565,3.668,6.756,291
0.15,35,3.565,-37.01,0.565,3.668,6.756,291
0.16,35,3.565,-37.01,0.565,3.668,6.756,291
