EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.0,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.0,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.0,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.0,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.0,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0005,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.0005,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.0005,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.0005,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.0005,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.0005,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0005,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0005,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0005,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0005,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0008,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.0008,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.0008,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.0008,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.0008,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.0008,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0008,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0008,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0008,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0008,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.001,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.001,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.001,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.001,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.001,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.001,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.001,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.001,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.001,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.001,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0015,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.0015,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.0015,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.0015,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.0015,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.0015,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0015,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0015,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0015,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0015,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.002,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.002,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.002,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.002,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
0.002,-0.065,3.7557,18552.19,-40.715,-22.454,455.66,0.4577,False
0.002,-0.07,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.002,-0.075,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.002,-0.08,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.002,-0.085,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.002,-0.1,3.7511,18509.31,-40.715,-23.375,454.607,0.4599,False
0.0025,-0.04,3.0811,7511.99,-53.549,-27.615,140.282,0.4562,False
0.0025,-0.05,3.6166,15530.23,-44.249,-31.65,350.974,0.4171,False
0.0025,-0.055,3.5157,14101.28,-46.234,-34.335,305.001,0.4449,False
0.0025,-0.06,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
