EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,3.0858,2697.02,-54.838,-29.216,49.182,0.8287,False
360,0.08,3.2684,4817.79,-47.005,-29.216,102.496,0.6344,False
360,0.09,3.2741,5659.1,-55.584,-28.604,101.811,0.7505,False
360,0.1,3.0686,4783.28,-57.764,-29.216,82.807,0.757,False
360,0.15,3.1447,8100.38,-56.737,-29.216,142.77,0.6647,False
360,0.175,3.1632,10134.18,-56.737,-29.216,178.616,0.6669,False
360,0.2,3.1531,10197.89,-56.08,-29.216,181.847,0.6621,False
360,0.225,3.0754,13152.76,-56.134,-29.216,234.309,0.613,False
360,0.25,3.0262,11426.33,-56.134,-29.216,203.553,0.6115,False
360,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
540,0.07,3.5069,3594.97,-31.341,-16.509,114.706,0.6144,False
540,0.08,3.6765,4937.48,-31.341,-17.006,157.542,0.4854,False
540,0.09,3.6867,6495.63,-40.322,-23.773,161.094,0.4961,False
540,0.1,3.3988,7505.89,-44.099,-29.216,170.205,0.4666,False
540,0.15,3.1491,8178.99,-56.566,-29.216,144.592,0.6583,False
540,0.175,3.1892,10888.74,-56.055,-29.216,194.251,0.6274,False
540,0.2,3.1884,11498.04,-55.931,-29.216,205.576,0.6123,False
540,0.225,3.1339,15956.33,-55.073,-29.216,289.73,0.5515,False
540,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
540,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
600,0.07,3.3435,2696.02,-31.341,-16.509,86.023,0.6231,False
600,0.08,3.6034,4164.36,-31.341,-17.006,132.874,0.4867,False
600,0.09,3.7767,6076.2,-31.341,-16.439,193.876,0.4471,False
600,0.1,3.3141,6379.76,-44.099,-29.216,144.668,0.4675,False
600,0.15,3.1491,8178.99,-56.566,-29.216,144.592,0.6583,False
600,0.175,3.1892,10888.74,-56.055,-29.216,194.251,0.6274,False
600,0.2,3.1884,11498.04,-55.931,-29.216,205.576,0.6123,False
600,0.225,3.1339,15956.33,-55.073,-29.216,289.73,0.5515,False
600,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
600,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
660,0.07,3.3083,2505.04,-31.341,-16.509,79.929,0.6322,False
660,0.08,3.5855,3985.98,-31.341,-17.006,127.182,0.4933,False
660,0.09,3.7576,5776.6,-31.341,-16.439,184.316,0.4518,False
660,0.1,3.3211,6464.7,-44.099,-29.216,146.594,0.4677,False
660,0.15,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
660,0.175,3.1892,10888.74,-56.055,-29.216,194.251,0.6274,False
660,0.2,3.1884,11498.04,-55.931,-29.216,205.576,0.6123,False
660,0.225,3.1339,15956.33,-55.073,-29.216,289.73,0.5515,False
660,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
660,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
720,0.07,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
720,0.08,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
720,0.09,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,True
720,0.1,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
720,0.15,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
720,0.175,3.1901,10926.24,-56.055,-29.216,194.92,0.6286,False
720,0.2,3.1967,11903.82,-55.931,-29.216,212.831,0.6229,False
720,0.225,3.1339,15956.33,-55.073,-29.216,289.73,0.5515,False
720,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
720,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
900,0.07,3.2463,2266.69,-34.988,-16.509,64.785,0.6304,False
900,0.08,3.5768,3778.69,-31.341,-17.006,120.568,0.4964,False
900,0.09,3.7846,5885.53,-31.341,-16.439,187.792,0.4581,False
900,0.1,3.3837,7199.36,-44.099,-29.216,163.254,0.4837,False
900,0.15,3.2356,10370.54,-56.566,-29.216,183.336,0.6502,False
900,0.175,3.2797,14192.84,-56.055,-29.216,253.194,0.6317,False
900,0.2,3.2368,13635.28,-55.931,-29.216,243.788,0.6229,False
900,0.225,3.1754,18272.33,-55.073,-29.216,331.783,0.5515,False
900,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
900,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
1080,0.07,3.23,2213.19,-34.988,-16.697,63.256,0.6315,False
1080,0.08,3.5808,3807.07,-31.341,-17.051,121.474,0.4943,False
1080,0.09,3.806,6124.55,-31.341,-16.439,195.418,0.4598,False
1080,0.1,3.427,6805.7,-44.099,-29.216,154.327,0.4906,False
1080,0.15,3.2347,10505.72,-56.566,-29.216,185.726,0.6498,False
1080,0.175,3.2782,14185.16,-56.055,-29.216,253.057,0.6317,False
1080,0.2,3.2483,14697.09,-55.931,-29.216,262.772,0.6237,False
1080,0.225,3.1776,18849.48,-55.073,-29.216,342.263,0.5521,False
1080,0.25,3.0458,12357.63,-56.134,-29.216,220.144,0.6117,False
1080,0.3,2.9527,14912.41,-55.978,-29.216,266.395,0.5922,False
