EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.0,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.0,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.0,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.0,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.0,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0005,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.0005,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.0005,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.0005,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.0005,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.0005,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0005,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0005,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0005,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0005,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0008,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.0008,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.0008,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.0008,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.0008,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.0008,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0008,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0008,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0008,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0008,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.001,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.001,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.001,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.001,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.001,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.001,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.001,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.001,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.001,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.001,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0015,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.0015,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.0015,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.0015,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.0015,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.0015,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0015,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0015,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0015,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0015,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.002,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.002,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.002,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.002,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.002,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.002,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.002,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.002,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.002,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.002,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0025,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.0025,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.0025,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.0025,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.0025,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.0025,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0025,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0025,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0025,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.0025,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.003,-0.04,3.0784,3148.72,-41.816,-20.251,75.299,0.456,False
0.003,-0.05,3.6141,5172.13,-33.766,-23.21,153.175,0.417,False
0.003,-0.055,3.5132,4899.14,-35.286,-25.179,138.843,0.4448,False
0.003,-0.06,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,True
0.003,-0.065,3.7672,6000.42,-31.293,-16.466,191.752,0.4604,False
0.003,-0.07,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.003,-0.075,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.003,-0.08,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.003,-0.085,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
0.003,-0.1,3.7626,5996.14,-31.293,-17.142,191.616,0.4626,False
