trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.083068,37,0.002026,0.124245,870,2.896600,4368.610000,-67.238000,64.972000,0.825700
1,2.325868,-0.053306,0.073884,34,0.004024,0.100358,906,2.286300,1444.500000,-68.750000,21.011000,0.798000
2,2.175102,-0.055090,0.076228,31,0.003786,0.099480,869,2.341700,1370.770000,-67.250000,20.383000,0.765100
3,2.135991,-0.068473,0.083845,38,0.002267,0.087604,457,3.501400,5067.160000,-37.387000,135.534000,0.544100
4,2.047887,-0.063295,0.080507,40,0.002582,0.080673,702,2.817600,1522.170000,-45.330000,33.580000,0.670200
5,2.063367,-0.053339,0.074453,32,0.003408,0.085475,912,2.865500,2178.440000,-35.979000,60.548000,0.456700
6,2.288117,-0.056623,0.082476,38,0.002730,0.074760,825,3.356600,3171.450000,-32.934000,96.297000,0.600000
7,2.041491,-0.054598,0.063916,38,0.003396,0.104772,882,3.235400,4942.550000,-40.660000,121.559000,0.468200
8,2.181923,-0.061237,0.066895,31,0.003404,0.087919,758,2.777900,2361.670000,-48.676000,48.519000,0.500700
9,2.316599,-0.062425,0.076206,36,0.002529,0.056219,684,3.745200,3589.420000,-33.523000,107.073000,0.608100
10,2.074417,-0.058354,0.082952,32,0.001940,0.074260,601,2.430100,1045.370000,-41.854000,24.977000,0.604100
11,2.271243,-0.061027,0.081388,37,0.002775,0.112609,528,2.958500,4190.480000,-66.270000,63.233000,0.808900
12,1.989993,-0.052621,0.080003,35,0.002187,0.090075,520,3.490400,3932.620000,-36.346000,108.200000,0.480100
13,2.286381,-0.059031,0.072323,33,0.003313,0.080051,482,2.400200,1470.630000,-48.132000,30.554000,0.731100
14,2.031923,-0.068314,0.084193,37,0.002438,0.123781,881,2.814500,2765.650000,-63.266000,43.715000,0.859700
15,2.295432,-0.059089,0.069875,31,0.003966,0.086816,549,2.519700,1768.530000,-54.515000,32.441000,0.785700
16,2.114621,-0.061426,0.067727,39,0.003620,0.105801,681,3.236400,5450.570000,-42.908000,127.029000,0.485100
17,2.256016,-0.061514,0.078372,31,0.002798,0.056996,717,2.581200,1134.240000,-49.680000,22.831000,0.863000
18,2.125139,-0.053601,0.066077,36,0.002209,0.120609,767,2.857700,3267.270000,-58.326000,56.017000,0.737900
19,2.132623,-0.061636,0.064718,40,0.002958,0.110357,480,2.387300,1514.520000,-55.690000,27.196000,1.035000
20,2.194130,-0.059833,0.084851,36,0.002936,0.073222,623,3.392800,3112.270000,-33.443000,93.062000,0.609400
21,2.209096,-0.058900,0.064236,38,0.003951,0.064098,751,3.207200,2093.700000,-32.141000,65.141000,0.684800
22,2.027773,-0.063100,0.070078,37,0.003545,0.109343,494,3.021600,3456.570000,-54.688000,63.205000,0.739000
23,2.383045,-0.055144,0.064592,36,0.002690,0.113745,898,3.202200,8783.220000,-50.518000,173.863000,0.532500
24,2.119541,-0.068152,0.071560,35,0.002414,0.121395,527,2.921900,3424.990000,-62.271000,55.001000,0.855500
25,1.999761,-0.058832,0.086078,39,0.003597,0.118137,947,2.785300,2708.730000,-62.434000,43.385000,0.947200
26,2.208298,-0.056687,0.081120,37,0.002697,0.060802,862,3.316400,1910.730000,-31.895000,59.906000,0.654600
27,2.095483,-0.067863,0.071256,31,0.003795,0.065036,535,2.188700,748.350000,-53.758000,13.921000,0.965600
28,2.243728,-0.066742,0.070079,33,0.003666,0.123972,720,2.398100,1990.190000,-68.893000,28.888000,1.311100
29,2.043315,-0.051251,0.068917,31,0.003426,0.062772,724,1.998100,491.770000,-54.207000,9.072000,0.890900
30,2.285475,-0.061460,0.068245,38,0.003517,0.107207,507,3.194500,6894.930000,-53.408000,129.099000,0.653000
31,2.034452,-0.067696,0.072696,33,0.002973,0.101726,982,2.492900,1683.140000,-64.662000,26.030000,0.752900
32,2.106036,-0.067647,0.071029,36,0.003322,0.061625,513,3.466200,2585.580000,-31.141000,83.027000,0.642700
33,2.164410,-0.068392,0.077161,39,0.003730,0.087651,884,3.617300,4937.060000,-34.035000,145.059000,0.481800
34,1.987848,-0.052965,0.082412,38,0.002358,0.092215,781,3.493800,3711.870000,-35.871000,103.478000,0.492200
35,2.361805,-0.061856,0.073033,34,0.002822,0.100939,932,2.403200,1861.260000,-70.118000,26.545000,0.743500
36,2.179715,-0.055461,0.069075,37,0.003760,0.061580,470,3.425500,3039.430000,-31.478000,96.556000,0.668300
37,2.241551,-0.053631,0.082305,33,0.002145,0.120310,527,2.181600,1146.720000,-72.127000,15.899000,1.587700
38,2.105277,-0.053765,0.066349,30,0.001933,0.066574,463,2.389100,1154.710000,-52.152000,22.141000,0.856100
39,2.240103,-0.063253,0.072607,33,0.003011,0.117000,922,2.414800,1880.050000,-68.472000,27.457000,0.832400
40,1.999129,-0.054267,0.069077,32,0.003171,0.083971,460,2.311700,1033.500000,-46.168000,22.386000,0.815600
41,2.144390,-0.060428,0.066038,38,0.001925,0.120589,489,2.782200,2825.300000,-60.315000,46.842000,0.874900
42,2.351173,-0.067248,0.085790,38,0.003671,0.100259,881,3.154800,6423.540000,-49.533000,129.681000,0.513100
43,2.039203,-0.060649,0.075320,39,0.002911,0.081726,800,3.611900,3402.320000,-29.324000,116.023000,0.481000
44,2.097244,-0.053516,0.074502,34,0.002358,0.080461,643,2.696300,1629.080000,-40.713000,40.014000,0.524400
45,2.124098,-0.057830,0.079179,33,0.004077,0.119977,709,2.077700,943.060000,-66.906000,14.095000,1.447100
46,2.124479,-0.060638,0.082843,37,0.003731,0.092356,797,3.593700,4921.750000,-37.315000,131.898000,0.509800
47,2.106788,-0.064228,0.068304,37,0.003866,0.063511,786,3.246200,1933.530000,-35.553000,54.385000,0.702100
48,2.021842,-0.064063,0.067266,39,0.002130,0.123039,893,3.133200,4821.130000,-52.506000,91.820000,0.645300
49,2.241220,-0.065087,0.081640,39,0.002408,0.096485,487,3.501000,6493.940000,-40.825000,159.069000,0.465900
50,2.251113,-0.054083,0.076461,36,0.002918,0.091629,872,3.598000,6175.610000,-36.032000,171.391000,0.443000
51,2.331668,-0.059859,0.077241,39,0.002087,0.062431,483,3.582300,3955.300000,-32.961000,119.998000,0.636000
52,2.269460,-0.058535,0.081172,37,0.002601,0.118682,871,2.868600,3758.320000,-66.449000,56.559000,0.893800
53,2.099035,-0.057555,0.070825,32,0.002155,0.121401,684,2.296700,1414.880000,-66.161000,21.385000,1.249100
54,2.148661,-0.064134,0.076192,39,0.003673,0.088515,649,3.659800,5231.490000,-33.259000,157.298000,0.473800
55,2.414118,-0.063920,0.085152,31,0.003841,0.099869,502,2.161600,1210.010000,-72.303000,16.735000,1.486200
56,2.238834,-0.063350,0.066517,35,0.003781,0.075266,696,3.074200,2389.390000,-37.406000,63.878000,0.598500
57,2.174618,-0.056435,0.084415,38,0.002065,0.125786,938,2.912900,4207.430000,-66.183000,63.573000,0.831200
58,2.104920,-0.066064,0.069367,40,0.003398,0.100809,484,2.842400,2972.680000,-41.825000,71.074000,0.777100
59,2.374695,-0.051522,0.069169,31,0.003664,0.068271,957,2.305600,1043.320000,-42.605000,24.488000,0.657000
60,2.268758,-0.051651,0.063872,31,0.003254,0.111707,569,2.166100,1165.180000,-67.330000,17.306000,1.350000
61,2.353740,-0.052030,0.081772,39,0.003653,0.104265,915,3.119600,5904.570000,-47.524000,124.245000,0.420800
62,1.997667,-0.054632,0.066561,35,0.003588,0.099361,922,3.127800,3555.660000,-40.332000,88.159000,0.502500
63,2.048294,-0.064223,0.068093,33,0.003504,0.124575,784,2.300200,1390.740000,-65.598000,21.201000,1.287400
64,2.003980,-0.062094,0.065198,39,0.003503,0.066465,485,3.359800,2569.100000,-30.479000,84.290000,0.648500
65,2.060755,-0.068640,0.074068,38,0.003327,0.095214,516,3.669500,5681.860000,-40.968000,138.689000,0.468200
66,2.396251,-0.056424,0.076755,37,0.003358,0.121723,518,2.841200,4046.830000,-73.837000,54.808000,0.934700
67,2.203675,-0.058273,0.074419,31,0.002122,0.074021,608,2.367100,1063.320000,-44.790000,23.740000,0.639600
68,2.168277,-0.061998,0.078029,34,0.002781,0.069669,771,2.268500,862.420000,-44.910000,19.203000,0.586100
69,2.119498,-0.051649,0.073164,35,0.002341,0.095217,758,3.554300,5242.520000,-38.995000,134.442000,0.431400
70,2.288881,-0.062663,0.078430,33,0.003690,0.093538,680,2.823900,2857.220000,-39.730000,71.915000,0.528500
71,2.255445,-0.057492,0.075287,37,0.003927,0.120316,722,2.920500,4081.720000,-62.295000,65.522000,0.778100
72,2.208921,-0.065398,0.070825,38,0.002986,0.062342,474,3.576000,3493.690000,-31.403000,111.253000,0.634300
73,2.350477,-0.052000,0.070064,33,0.002215,0.076600,860,2.599300,1786.760000,-50.757000,35.202000,0.490100
74,1.986460,-0.065889,0.083022,34,0.002169,0.097261,501,2.315100,1019.060000,-62.883000,16.206000,1.340400
75,2.140565,-0.068252,0.086148,38,0.002546,0.103512,838,3.193900,5387.900000,-44.838000,120.165000,0.500500
76,2.150650,-0.062536,0.065663,32,0.003060,0.065790,528,2.195600,849.770000,-47.704000,17.813000,0.780700
77,2.347974,-0.068804,0.076259,38,0.004177,0.064195,690,2.379200,926.690000,-65.548000,14.138000,0.860300
78,2.152732,-0.052441,0.080745,34,0.002926,0.064848,536,2.140500,694.250000,-58.471000,11.873000,1.036100
79,2.379126,-0.051804,0.068989,33,0.002976,0.096224,716,2.777900,2976.160000,-51.016000,58.338000,0.514600
80,2.017011,-0.055386,0.082731,36,0.003358,0.102255,871,3.108000,3904.040000,-40.153000,97.229000,0.488500
81,2.005568,-0.057599,0.075889,33,0.003827,0.088745,875,2.917000,2260.310000,-37.258000,60.667000,0.398900
82,2.354887,-0.060086,0.084215,36,0.003841,0.078523,719,3.420500,3952.320000,-42.602000,92.774000,0.488500
83,2.213821,-0.052890,0.072717,39,0.003314,0.066780,627,3.212100,2285.170000,-31.850000,71.748000,0.667700
84,2.064305,-0.051447,0.084618,34,0.002538,0.097090,436,2.166700,909.400000,-68.664000,13.244000,1.572200
85,2.102330,-0.063655,0.078010,40,0.003289,0.088380,871,3.201700,3008.270000,-35.127000,85.641000,0.622700
86,2.377464,-0.063973,0.085422,38,0.003880,0.062215,854,3.125400,1988.630000,-36.197000,54.938000,0.657600
87,2.173639,-0.060956,0.078467,40,0.004163,0.074752,855,2.788900,1478.700000,-34.596000,42.741000,0.760300
88,2.309993,-0.057237,0.066537,30,0.003666,0.089258,1000,2.674900,2388.750000,-52.880000,45.173000,0.454000
89,2.184588,-0.068603,0.073010,38,0.002004,0.093993,894,3.749900,6759.910000,-41.220000,163.995000,0.469300
90,2.386869,-0.065806,0.069097,34,0.001917,0.061868,821,2.180900,771.430000,-56.466000,13.662000,0.819200
91,2.293834,-0.064927,0.083223,37,0.003722,0.057525,567,3.052500,1773.620000,-42.712000,41.525000,0.640500
92,2.253635,-0.066446,0.069769,35,0.003425,0.056132,663,3.952200,3640.430000,-26.043000,139.785000,0.540900
93,2.374079,-0.063089,0.069097,39,0.002635,0.115441,604,3.157800,7323.490000,-56.114000,130.511000,0.663400
94,2.239741,-0.058145,0.069934,39,0.002250,0.060106,629,3.464400,2251.070000,-31.314000,71.888000,0.545400
95,2.295761,-0.065534,0.086222,33,0.002779,0.063851,763,1.975500,538.900000,-64.275000,8.384000,0.938600
96,2.418935,-0.063616,0.077142,34,0.003997,0.089778,509,2.482700,1844.700000,-59.837000,30.829000,0.896700
97,2.140767,-0.052209,0.068295,30,0.002888,0.099687,630,2.414200,1719.350000,-60.336000,28.496000,0.713000
98,2.164968,-0.068266,0.080669,35,0.002483,0.118584,567,2.712900,2471.150000,-72.458000,34.105000,1.098300
99,2.123151,-0.067363,0.075665,37,0.003218,0.101048,604,3.275800,5442.250000,-43.738000,124.428000,0.488400
100,2.086204,-0.056805,0.067247,39,0.002480,0.094427,888,3.597100,5683.650000,-42.570000,133.512000,0.513500
101,2.324883,-0.058891,0.074466,40,0.003419,0.112654,952,2.813700,3841.740000,-62.976000,61.003000,0.820500
102,2.326540,-0.054333,0.076399,31,0.003367,0.122785,727,2.233800,1379.320000,-69.615000,19.814000,1.366100
103,2.170508,-0.051645,0.085345,31,0.001899,0.071717,470,2.423100,1180.400000,-57.531000,20.518000,1.004800
104,2.180252,-0.060290,0.070783,31,0.002068,0.081684,467,2.490800,1534.580000,-49.070000,31.273000,0.784900
105,2.287203,-0.054726,0.070547,34,0.002800,0.054120,497,2.635400,1308.770000,-52.977000,24.705000,1.002700
106,2.359616,-0.051022,0.075184,35,0.002599,0.085056,882,3.553800,5561.160000,-36.162000,153.785000,0.447300
107,2.350130,-0.055686,0.071006,32,0.002952,0.103195,563,2.223300,1317.030000,-70.868000,18.584000,1.268000
