EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,1.6986,310.4,-69.364,4.475,1.4576,False
0.07,0.001,1.3,1.7211,334.45,-71.486,4.679,1.3981,False
0.07,0.001,1.4,1.7508,364.45,-73.913,4.931,1.3678,False
0.07,0.001,1.5,1.7588,379.21,-76.64,4.948,1.3731,False
0.07,0.001,1.6,1.7748,399.63,-78.548,5.088,1.3632,False
0.07,0.001,1.7,1.8424,468.74,-78.757,5.952,1.3066,False
0.07,0.001,1.8,1.8681,504.43,-79.563,6.34,1.2766,False
0.07,0.001,1.9,1.8699,515.4,-80.939,6.368,1.2623,False
0.07,0.001,2.0,1.8724,526.75,-82.146,6.412,1.2463,False
0.07,0.001,2.5,1.8724,526.75,-82.146,6.412,1.2463,False
0.07,0.001,3.0,1.8724,526.75,-82.146,6.412,1.2463,False
0.07,0.0015,1.2,1.5475,228.57,-67.623,3.38,1.4772,False
0.07,0.0015,1.3,1.5898,254.12,-70.067,3.627,1.3933,False
0.07,0.0015,1.4,1.6285,280.18,-72.51,3.864,1.3425,False
0.07,0.0015,1.5,1.6356,289.33,-75.046,3.855,1.3328,False
0.07,0.0015,1.6,1.6537,305.0,-76.503,3.987,1.3125,False
0.07,0.0015,1.7,1.733,365.68,-76.142,4.803,1.2444,False
0.07,0.0015,1.8,1.7545,388.49,-77.194,5.033,1.2328,False
0.07,0.0015,1.9,1.7667,404.82,-78.148,5.18,1.2161,False
0.07,0.0015,2.0,1.768,411.33,-79.158,5.196,1.195,False
0.07,0.0015,2.5,1.768,411.33,-79.158,5.196,1.195,False
0.07,0.0015,3.0,1.768,411.33,-79.158,5.196,1.195,False
0.07,0.003,1.2,1.593,240.45,-54.839,4.385,1.9032,False
0.07,0.003,1.3,1.6317,267.28,-54.809,4.877,1.7861,False
0.07,0.003,1.4,1.7041,315.3,-55.358,5.696,1.65,False
0.07,0.003,1.5,1.7471,352.07,-58.017,6.068,1.5851,False
0.07,0.003,1.6,1.7768,381.45,-60.123,6.344,1.5157,False
0.07,0.003,1.7,1.8354,436.88,-59.519,7.34,1.4099,False
0.07,0.003,1.8,1.9896,597.86,-52.774,11.329,1.2281,False
0.07,0.003,1.9,2.0801,725.8,-51.015,14.227,1.1457,False
0.07,0.003,2.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.003,2.5,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.003,3.0,2.15,852.56,-50.599,16.849,1.0912,False
0.08,0.001,1.2,2.035,588.47,-69.937,8.414,1.3483,False
0.08,0.001,1.3,2.0502,636.46,-72.471,8.782,1.3116,False
0.08,0.001,1.4,2.0545,671.76,-74.861,8.973,1.2912,False
0.08,0.001,1.5,2.0531,698.17,-77.112,9.054,1.2752,False
0.08,0.001,1.6,2.0604,730.54,-78.86,9.264,1.2515,False
0.08,0.001,1.7,2.0516,738.83,-80.584,9.168,1.2334,False
0.08,0.001,1.8,2.0452,749.42,-82.215,9.115,1.2174,False
