Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0178,0.7339,0.064,0.2212,367,
CAGR%,delta,1,-0.0178,0.7337,0.0597,0.2543,367,
Sortino,delta,1,0.0553,0.2911,0.0343,0.5118,367,
Sharpe,delta,1,0.0323,0.5377,0.0287,0.5836,367,
AvgDailyRet%,delta,1,0.0232,0.6582,0.0282,0.5897,367,
AvgDailyRet%,level,1,-0.0455,0.384,0.0197,0.7067,368,
Sortino,level,1,-0.0478,0.3606,0.0098,0.8508,368,
CAGR%,level,1,-0.0345,0.5093,0.0096,0.8543,368,
Calmar,level,1,-0.0341,0.5145,-0.0093,0.8589,368,
Sharpe,level,1,-0.0588,0.2606,0.0085,0.8706,368,
Calmar,level,3,-0.0517,0.3236,-0.1279,0.0143,366,yes
Sortino,level,3,-0.0975,0.0624,-0.0902,0.0849,366,
Sharpe,level,3,-0.1011,0.0533,-0.0901,0.0853,366,
CAGR%,level,3,-0.0521,0.3202,-0.0878,0.0937,366,
AvgDailyRet%,level,3,-0.081,0.1221,-0.0707,0.177,366,
Calmar,delta,3,0.0259,0.6223,0.0511,0.33,365,
CAGR%,delta,3,0.0256,0.6265,0.0415,0.4296,365,
Sortino,delta,3,0.0526,0.3161,0.0116,0.8248,365,
Sharpe,delta,3,-0.0161,0.7594,-0.0085,0.8719,365,
AvgDailyRet%,delta,3,0.0155,0.7676,0.0054,0.9186,365,
Calmar,level,5,-0.1118,0.033,-0.1725,0.001,364,yes
CAGR%,level,5,-0.1119,0.0328,-0.1309,0.0125,364,yes
Sortino,level,5,-0.1397,0.0076,-0.1298,0.0132,364,yes
Sharpe,level,5,-0.1269,0.0154,-0.1294,0.0135,364,yes
AvgDailyRet%,level,5,-0.1137,0.0301,-0.1111,0.0341,364,yes
CAGR%,delta,5,0.0125,0.8125,0.0079,0.8801,363,
AvgDailyRet%,delta,5,0.0325,0.5374,0.0065,0.9014,363,
Calmar,delta,5,0.0127,0.8097,0.0061,0.9084,363,
Sharpe,delta,5,0.0079,0.8802,-0.0022,0.9671,363,
Sortino,delta,5,0.0347,0.5104,-0.0007,0.99,363,
