Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0316,0.5458,-0.0912,0.0807,368,
Calmar,level,1,0.0307,0.5573,-0.084,0.1075,368,
Sharpe,level,1,-0.1132,0.0299,-0.0825,0.1142,368,
AvgDailyRet%,level,1,-0.0978,0.0609,-0.0733,0.1607,368,
Calmar,delta,1,-0.0032,0.9508,-0.0407,0.4369,367,
CAGR%,delta,1,-0.0035,0.9466,-0.0351,0.5029,367,
Sortino,delta,1,-0.0163,0.7555,-0.0346,0.5087,367,
Sharpe,delta,1,0.0478,0.3608,-0.0305,0.5607,367,
Sortino,level,1,-0.0463,0.3756,-0.0296,0.5712,368,
AvgDailyRet%,delta,1,0.0237,0.651,-0.0256,0.6255,367,
CAGR%,level,3,0.0048,0.9275,-0.1465,0.005,366,yes
AvgDailyRet%,level,3,-0.1898,0.0003,-0.134,0.0103,366,yes
Calmar,level,3,0.0034,0.9479,-0.1325,0.0112,366,yes
Sharpe,level,3,-0.2224,0.0,-0.1238,0.0178,366,yes
Sortino,level,3,-0.0786,0.1334,-0.0717,0.171,366,
Calmar,delta,3,0.0607,0.2473,-0.0261,0.6192,365,
Sharpe,delta,3,0.0294,0.5752,-0.0247,0.6378,365,
CAGR%,delta,3,0.0612,0.2433,-0.0232,0.6584,365,
Sortino,delta,3,0.006,0.9091,0.0148,0.7786,365,
AvgDailyRet%,delta,3,0.0278,0.5966,-0.0097,0.8538,365,
CAGR%,level,5,-0.0346,0.5105,-0.22,0.0,364,yes
AvgDailyRet%,level,5,-0.2525,0.0,-0.2146,0.0,364,yes
Calmar,level,5,-0.0358,0.4959,-0.2008,0.0001,364,yes
Sharpe,level,5,-0.2927,0.0,-0.1922,0.0002,364,yes
Sortino,level,5,-0.1082,0.039,-0.1484,0.0046,364,yes
CAGR%,delta,5,0.0217,0.68,-0.026,0.6209,363,
Calmar,delta,5,0.0213,0.6857,-0.0192,0.7157,363,
Sharpe,delta,5,-0.0012,0.9822,-0.013,0.8052,363,
AvgDailyRet%,delta,5,0.0247,0.6385,-0.0073,0.8894,363,
Sortino,delta,5,0.014,0.79,0.002,0.969,363,
