Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0516,0.3141,-0.0726,0.1561,383,
CAGR%,level,1,-0.0554,0.2767,-0.0716,0.159,388,
AvgDailyRet%,level,1,-0.0342,0.5023,-0.06,0.2383,388,
Calmar,level,1,-0.0104,0.8503,-0.0569,0.2987,335,
Calmar,delta,1,0.0403,0.4632,0.0399,0.4673,334,
Sortino,delta,1,0.0324,0.5253,0.0348,0.4947,387,
Sortino,level,1,-0.0696,0.1714,-0.0317,0.5335,388,
CAGR%,delta,1,0.0578,0.2567,0.0168,0.7411,387,
Sharpe,delta,1,0.0944,0.0652,0.0121,0.8138,382,
AvgDailyRet%,delta,1,0.0394,0.4399,0.0038,0.9399,387,
Sharpe,level,3,-0.137,0.0074,-0.1411,0.0058,381,yes
CAGR%,level,3,-0.1492,0.0033,-0.1153,0.0235,386,yes
AvgDailyRet%,level,3,-0.0789,0.1219,-0.1063,0.0368,386,yes
Sortino,level,3,-0.1084,0.0332,-0.1058,0.0377,386,yes
Calmar,level,3,-0.0241,0.6604,-0.0987,0.0712,335,
Sortino,delta,3,-0.0486,0.342,0.0534,0.2956,385,
AvgDailyRet%,delta,3,0.0087,0.865,0.0297,0.5608,385,
Sharpe,delta,3,0.0353,0.4929,0.026,0.6128,380,
CAGR%,delta,3,-0.0316,0.5362,0.0168,0.7418,385,
Calmar,delta,3,0.0032,0.9534,0.0067,0.9023,334,
Sharpe,level,5,-0.1736,0.0007,-0.1995,0.0001,379,yes
CAGR%,level,5,-0.1025,0.0446,-0.1373,0.007,384,yes
Sortino,level,5,-0.1128,0.0271,-0.1321,0.0095,384,yes
AvgDailyRet%,level,5,-0.0944,0.0647,-0.1307,0.0104,384,yes
Calmar,level,5,-0.0222,0.685,-0.0919,0.0932,335,
Calmar,delta,5,0.008,0.8843,0.0274,0.6178,334,
Sortino,delta,5,-0.0134,0.7944,0.0185,0.7188,383,
AvgDailyRet%,delta,5,0.0239,0.6415,0.0154,0.7645,383,
Sharpe,delta,5,0.0046,0.9291,0.0084,0.8708,378,
CAGR%,delta,5,-0.04,0.4347,-0.0064,0.9009,383,
