Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0146,0.7782,0.0544,0.2917,377,
Sortino,delta,1,0.0257,0.6189,0.0419,0.4175,377,
Calmar,delta,1,0.0157,0.7611,0.0406,0.4318,377,
Sharpe,delta,1,0.0895,0.0826,0.037,0.4739,377,
AvgDailyRet%,delta,1,0.0406,0.4324,0.034,0.5101,377,
CAGR%,level,1,-0.034,0.5095,-0.0198,0.7008,378,
Sortino,level,1,0.0262,0.6117,0.0171,0.7407,378,
AvgDailyRet%,level,1,-0.0231,0.6551,-0.0155,0.764,378,
Sharpe,level,1,-0.0177,0.7318,-0.0087,0.8665,378,
Calmar,level,1,-0.0321,0.5333,-0.0027,0.9589,378,
Sortino,delta,3,0.0395,0.4456,0.0614,0.2355,375,
CAGR%,delta,3,0.012,0.8169,0.0429,0.4073,375,
Calmar,delta,3,0.0121,0.8149,0.0417,0.421,375,
Sharpe,delta,3,0.0559,0.2802,0.0389,0.4522,375,
AvgDailyRet%,delta,3,0.0189,0.7157,0.0319,0.5375,375,
CAGR%,level,3,-0.1085,0.0354,-0.0309,0.5497,376,
Sortino,level,3,0.051,0.3238,0.0264,0.6094,376,
AvgDailyRet%,level,3,-0.056,0.2785,-0.0237,0.6467,376,
Calmar,level,3,-0.107,0.0381,-0.0156,0.7627,376,
Sharpe,level,3,-0.0648,0.2098,-0.0138,0.7899,376,
Sortino,delta,5,0.0616,0.2356,0.0691,0.1828,373,
Calmar,delta,5,-0.0408,0.4324,0.0664,0.201,373,
CAGR%,delta,5,-0.0416,0.4228,0.0624,0.2293,373,
Sharpe,delta,5,0.087,0.0934,0.0561,0.2802,373,
AvgDailyRet%,delta,5,0.0618,0.2336,0.0529,0.3082,373,
CAGR%,level,5,-0.1076,0.0376,-0.0483,0.352,374,
Calmar,level,5,-0.1042,0.0441,-0.0475,0.3592,374,
Sharpe,level,5,-0.0981,0.058,-0.0441,0.3948,374,
AvgDailyRet%,level,5,-0.0775,0.1345,-0.0389,0.4538,374,
Sortino,level,5,0.015,0.7718,-0.0206,0.6908,374,
