Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0175,0.7352,0.0481,0.3518,377,
AvgDailyRet%,delta,1,0.0389,0.4513,0.0389,0.4515,377,
Calmar,delta,1,0.0263,0.6105,0.0351,0.4971,377,
Sharpe,delta,1,0.0813,0.1151,0.0341,0.5087,377,
Sortino,delta,1,0.0259,0.6167,0.028,0.5872,377,
CAGR%,level,1,-0.0502,0.3303,-0.0192,0.7091,378,
AvgDailyRet%,level,1,-0.0234,0.6506,-0.012,0.8167,378,
Sharpe,level,1,-0.0191,0.7119,-0.0094,0.8549,378,
Calmar,level,1,-0.0429,0.4058,0.002,0.9688,378,
Sortino,level,1,0.0222,0.6676,0.0006,0.9912,378,
Calmar,delta,3,-0.0017,0.9746,0.0489,0.3447,375,
CAGR%,delta,3,-0.0044,0.933,0.0423,0.414,375,
Sharpe,delta,3,0.0583,0.2599,0.0363,0.4834,375,
AvgDailyRet%,delta,3,0.0215,0.6787,0.031,0.5489,375,
CAGR%,level,3,-0.1157,0.0249,-0.0283,0.5839,376,
Sortino,delta,3,0.0317,0.5404,0.0223,0.6666,375,
Sharpe,level,3,-0.0667,0.1969,-0.0222,0.6673,376,
AvgDailyRet%,level,3,-0.0568,0.272,-0.0209,0.6867,376,
Sortino,level,3,0.0459,0.375,0.0145,0.7788,376,
Calmar,level,3,-0.1148,0.0261,-0.007,0.8922,376,
Calmar,delta,5,-0.0429,0.4083,0.0925,0.0745,373,
CAGR%,delta,5,-0.0475,0.3606,0.0758,0.1438,373,
Sharpe,delta,5,0.0861,0.0967,0.0731,0.1591,373,
Sortino,delta,5,0.0652,0.2093,0.0626,0.2278,373,
AvgDailyRet%,delta,5,0.0573,0.2697,0.0585,0.2594,373,
Sharpe,level,5,-0.1014,0.05,-0.0545,0.2927,374,
CAGR%,level,5,-0.1124,0.0298,-0.0467,0.3678,374,
Calmar,level,5,-0.1046,0.0433,-0.0397,0.4434,374,
AvgDailyRet%,level,5,-0.0789,0.1276,-0.0393,0.4491,374,
Sortino,level,5,0.0132,0.7995,-0.018,0.7282,374,
