Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.0814,0.1144,0.0544,0.2918,377,
AvgDailyRet%,delta,1,0.0145,0.7796,0.0492,0.3408,377,
Sharpe,delta,1,0.0689,0.1858,0.0491,0.3454,371,
Calmar,delta,1,-0.0966,0.075,0.0467,0.3899,341,
Sortino,delta,1,0.0051,0.922,0.0382,0.4592,377,
CAGR%,level,1,-0.0755,0.1429,-0.0306,0.5527,378,
AvgDailyRet%,level,1,-0.065,0.2075,-0.0301,0.5598,378,
Sharpe,level,1,-0.0377,0.4688,-0.0228,0.6618,372,
Calmar,level,1,-0.033,0.5435,-0.0102,0.851,342,
Sortino,level,1,-0.0195,0.7059,-0.0039,0.9403,378,
Sortino,delta,3,-0.0042,0.9358,0.059,0.2542,375,
Calmar,delta,3,-0.0613,0.26,0.0436,0.4237,339,
CAGR%,level,3,-0.0732,0.1566,-0.0368,0.4763,376,
AvgDailyRet%,level,3,-0.1182,0.0219,-0.0361,0.4847,376,
Sharpe,delta,3,0.05,0.3383,0.0265,0.6114,369,
CAGR%,delta,3,-0.0771,0.1364,0.023,0.6565,375,
Sharpe,level,3,-0.0998,0.0552,-0.0186,0.7212,370,
AvgDailyRet%,delta,3,-0.0139,0.7884,0.0154,0.766,375,
Sortino,level,3,-0.0294,0.5698,0.0085,0.8689,376,
Calmar,level,3,-0.0692,0.2028,0.0031,0.9544,340,
Calmar,delta,5,-0.0141,0.7959,0.0738,0.1763,337,
CAGR%,level,5,-0.0648,0.2112,-0.059,0.2553,374,
AvgDailyRet%,level,5,-0.1413,0.0062,-0.058,0.2636,374,
Sharpe,level,5,-0.1392,0.0075,-0.0385,0.4621,368,
Sortino,delta,5,0.0017,0.9732,0.037,0.4758,373,
Sortino,level,5,-0.0387,0.4554,-0.0356,0.4919,374,
AvgDailyRet%,delta,5,0.0178,0.7315,0.0247,0.6346,373,
Calmar,level,5,-0.0978,0.0726,-0.0227,0.678,338,
Sharpe,delta,5,0.0584,0.2646,0.0194,0.7107,367,
CAGR%,delta,5,-0.0124,0.8121,0.0188,0.7175,373,
