Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.103,0.0428,0.1251,0.0138,387,yes
AvgDailyRet%,delta,1,0.0693,0.1738,0.0675,0.1854,387,
CAGR%,delta,1,0.0646,0.2047,0.0674,0.186,387,
Sharpe,delta,1,0.0878,0.0954,0.0643,0.2225,362,
Calmar,level,1,-0.0384,0.5227,-0.0619,0.303,279,
Sharpe,level,1,-0.0634,0.2281,-0.0597,0.2563,363,
CAGR%,level,1,-0.0658,0.1961,-0.0572,0.2613,388,
AvgDailyRet%,level,1,-0.0739,0.1465,-0.0529,0.2987,388,
Calmar,delta,1,-0.1031,0.0861,0.0378,0.5304,278,
Sortino,level,1,-0.0457,0.3693,0.0052,0.9188,388,
Sharpe,level,3,-0.1834,0.0005,-0.1297,0.0137,361,yes
CAGR%,level,3,-0.1701,0.0008,-0.1177,0.0207,386,yes
AvgDailyRet%,level,3,-0.165,0.0011,-0.1133,0.026,386,yes
Calmar,level,3,0.0274,0.6485,-0.1002,0.0948,279,
Sortino,level,3,-0.1283,0.0116,-0.078,0.126,386,
Calmar,delta,3,-0.0217,0.7189,-0.0536,0.3732,278,
Sortino,delta,3,-0.0097,0.85,0.0488,0.3398,385,
Sharpe,delta,3,0.0308,0.5596,0.0196,0.7111,360,
AvgDailyRet%,delta,3,0.0059,0.9084,0.0184,0.7182,385,
CAGR%,delta,3,-0.0403,0.4309,0.015,0.7686,385,
Sharpe,level,5,-0.2295,0.0,-0.1994,0.0001,359,yes
CAGR%,level,5,-0.1188,0.0199,-0.1725,0.0007,384,yes
AvgDailyRet%,level,5,-0.1888,0.0002,-0.1712,0.0008,384,yes
Sortino,level,5,-0.1402,0.0059,-0.1325,0.0093,384,yes
Calmar,level,5,-0.016,0.7901,-0.1279,0.0327,279,yes
CAGR%,delta,5,-0.0596,0.2443,-0.0585,0.2535,383,
Sortino,delta,5,-0.0224,0.6618,-0.0566,0.2688,383,
AvgDailyRet%,delta,5,-0.0119,0.816,-0.0397,0.4391,383,
Sharpe,delta,5,-0.0048,0.928,-0.0239,0.6524,358,
Calmar,delta,5,-0.0057,0.9241,-0.0135,0.8227,278,
