Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0844,0.1059,-0.119,0.0224,368,yes
CAGR%,level,1,-0.0869,0.0959,-0.1165,0.0254,368,yes
Sharpe,level,1,-0.1404,0.007,-0.1096,0.0355,368,yes
AvgDailyRet%,level,1,-0.1193,0.0221,-0.1089,0.0367,368,yes
Sortino,level,1,0.0112,0.8304,-0.0409,0.4343,368,
Calmar,delta,1,-0.0488,0.351,0.0405,0.4396,367,
Sortino,delta,1,0.0063,0.9036,0.0314,0.5492,367,
Sharpe,delta,1,0.0883,0.0913,0.0199,0.7046,367,
AvgDailyRet%,delta,1,0.0554,0.2894,0.0123,0.8148,367,
CAGR%,delta,1,-0.0047,0.9289,0.0079,0.8805,367,
Calmar,level,3,-0.091,0.0822,-0.1643,0.0016,366,yes
CAGR%,level,3,-0.1156,0.027,-0.1569,0.0026,366,yes
Sharpe,level,3,-0.2843,0.0,-0.1497,0.0041,366,yes
AvgDailyRet%,level,3,-0.2303,0.0,-0.1462,0.0051,366,yes
Sortino,level,3,-0.0227,0.6651,-0.0921,0.0783,366,
Sortino,delta,3,0.0435,0.4078,0.048,0.3603,365,
CAGR%,delta,3,-0.0437,0.4049,-0.0123,0.8143,365,
Calmar,delta,3,-0.0639,0.223,0.0121,0.8181,365,
AvgDailyRet%,delta,3,0.0155,0.7674,-0.0073,0.8894,365,
Sharpe,delta,3,0.0353,0.501,0.005,0.9241,365,
Calmar,level,5,-0.0829,0.1145,-0.2315,0.0,364,yes
CAGR%,level,5,-0.1128,0.0314,-0.2254,0.0,364,yes
AvgDailyRet%,level,5,-0.2989,0.0,-0.2171,0.0,364,yes
Sharpe,level,5,-0.3697,0.0,-0.2128,0.0,364,yes
Sortino,level,5,-0.0819,0.119,-0.1832,0.0004,364,yes
Sortino,delta,5,0.0794,0.1313,0.0213,0.6852,363,
CAGR%,delta,5,-0.0378,0.4728,-0.0199,0.7057,363,
Calmar,delta,5,-0.0698,0.1845,-0.0148,0.7788,363,
AvgDailyRet%,delta,5,0.018,0.7323,-0.014,0.7907,363,
Sharpe,delta,5,-0.007,0.8946,0.0016,0.9759,363,
