Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.0441,0.3927,0.0527,0.3077,377,
Sharpe,delta,1,0.0974,0.0589,0.0522,0.3117,377,
AvgDailyRet%,delta,1,0.0518,0.3158,0.0452,0.3813,377,
Sortino,delta,1,0.0571,0.2686,0.0316,0.541,377,
Calmar,delta,1,-0.0577,0.277,0.0219,0.6798,357,
CAGR%,level,1,-0.0761,0.1399,-0.0144,0.7796,378,
Sortino,level,1,-0.0003,0.9951,0.0144,0.78,378,
AvgDailyRet%,level,1,-0.0366,0.4783,-0.0132,0.7974,378,
Sharpe,level,1,-0.0242,0.6384,-0.0062,0.9039,378,
Calmar,level,1,-0.0676,0.202,-0.0029,0.9564,358,
Sortino,delta,3,0.016,0.7573,0.0641,0.2155,375,
Calmar,delta,3,-0.0291,0.5849,0.0588,0.269,355,
Sharpe,delta,3,0.0791,0.1263,0.047,0.3645,375,
CAGR%,delta,3,-0.0238,0.6456,0.0445,0.3906,375,
AvgDailyRet%,delta,3,0.023,0.6577,0.0306,0.5549,375,
Sortino,level,3,-0.022,0.6713,0.0278,0.591,376,
Calmar,level,3,-0.0542,0.3078,0.0103,0.8459,356,
CAGR%,level,3,-0.0814,0.1153,-0.0068,0.8957,376,
AvgDailyRet%,level,3,-0.0883,0.0872,-0.0029,0.9549,376,
Sharpe,level,3,-0.0885,0.0866,-0.0022,0.966,376,
Calmar,delta,5,-0.0088,0.8693,0.0772,0.1479,353,
Sortino,delta,5,0.0416,0.4232,0.0502,0.3337,373,
Sharpe,level,5,-0.1378,0.0076,-0.0491,0.3441,374,
CAGR%,delta,5,-0.0194,0.7093,0.0477,0.3578,373,
Sharpe,delta,5,0.0954,0.0658,0.0466,0.3698,373,
CAGR%,level,5,-0.0812,0.1172,-0.041,0.4292,374,
Sortino,level,5,-0.0354,0.4944,-0.036,0.4874,374,
AvgDailyRet%,delta,5,0.056,0.2808,0.0352,0.4985,373,
AvgDailyRet%,level,5,-0.114,0.0274,-0.0336,0.517,374,
Calmar,level,5,-0.0637,0.2317,-0.0258,0.6284,354,
