Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0466,0.3604,-0.088,0.0833,388,
AvgDailyRet%,level,1,-0.1062,0.0366,-0.0802,0.1147,388,
Calmar,level,1,-0.0164,0.7673,-0.0629,0.2542,330,
Sharpe,level,1,-0.074,0.1485,-0.0596,0.2445,383,
Sortino,level,1,-0.0697,0.1707,-0.0387,0.4469,388,
Sortino,delta,1,0.0548,0.2819,0.0377,0.459,387,
Calmar,delta,1,0.0496,0.3702,0.021,0.7047,329,
CAGR%,delta,1,0.0527,0.3009,0.0209,0.6823,387,
Sharpe,delta,1,0.0136,0.7916,0.0176,0.7318,382,
AvgDailyRet%,delta,1,-0.0135,0.7907,0.0048,0.9252,387,
CAGR%,level,3,-0.1377,0.0067,-0.1534,0.0025,386,yes
AvgDailyRet%,level,3,-0.1639,0.0012,-0.1401,0.0058,386,yes
Sharpe,level,3,-0.1353,0.0082,-0.1328,0.0095,381,yes
Calmar,level,3,-0.0505,0.3602,-0.1239,0.0244,330,yes
Sortino,level,3,-0.1409,0.0056,-0.1222,0.0163,386,yes
Calmar,delta,3,0.0027,0.9614,-0.0339,0.5403,329,
AvgDailyRet%,delta,3,-0.0518,0.3106,-0.0199,0.6975,385,
CAGR%,delta,3,-0.0275,0.591,-0.0184,0.7189,385,
Sharpe,delta,3,-0.0192,0.7096,-0.0096,0.8523,380,
Sortino,delta,3,-0.0317,0.5353,0.0019,0.9708,385,
CAGR%,level,5,-0.0974,0.0565,-0.1867,0.0002,384,yes
Sharpe,level,5,-0.1512,0.0032,-0.1818,0.0004,379,yes
AvgDailyRet%,level,5,-0.1784,0.0004,-0.1706,0.0008,384,yes
Sortino,level,5,-0.1502,0.0032,-0.1526,0.0027,384,yes
Calmar,level,5,-0.0501,0.364,-0.1324,0.0161,330,yes
CAGR%,delta,5,-0.0471,0.3579,-0.0667,0.1929,383,
AvgDailyRet%,delta,5,-0.0556,0.2779,-0.065,0.2042,383,
Sharpe,delta,5,-0.0285,0.5808,-0.0555,0.282,378,
Sortino,delta,5,-0.0454,0.3755,-0.0412,0.4218,383,
Calmar,delta,5,-0.0064,0.9075,-0.0317,0.5672,329,
