Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0127,0.8079,-0.078,0.1351,368,
Sharpe,level,1,-0.1075,0.0393,-0.0745,0.1538,368,
AvgDailyRet%,level,1,-0.1025,0.0495,-0.0744,0.1546,368,
Calmar,level,1,-0.0194,0.7102,-0.0636,0.2234,368,
Sortino,level,1,-0.0563,0.2812,-0.0405,0.4388,368,
Sortino,delta,1,-0.0176,0.7363,-0.0284,0.5881,367,
AvgDailyRet%,delta,1,-0.0191,0.7155,-0.0239,0.6483,367,
Sharpe,delta,1,-0.0315,0.5477,-0.0169,0.7473,367,
CAGR%,delta,1,-0.0275,0.5995,-0.0107,0.8388,367,
Calmar,delta,1,-0.0253,0.6288,0.0094,0.8573,367,
CAGR%,level,3,-0.0234,0.6549,-0.1402,0.0072,366,yes
Sharpe,level,3,-0.193,0.0002,-0.1344,0.0101,366,yes
AvgDailyRet%,level,3,-0.185,0.0004,-0.1275,0.0146,366,yes
Calmar,level,3,-0.0321,0.5401,-0.1243,0.0174,366,yes
Sortino,level,3,-0.0947,0.0704,-0.0794,0.1295,366,
Sortino,delta,3,-0.011,0.8342,-0.0286,0.5865,365,
Calmar,delta,3,0.0159,0.7619,-0.0282,0.5916,365,
CAGR%,delta,3,0.0194,0.7119,-0.0278,0.5961,365,
Sharpe,delta,3,-0.0143,0.7855,-0.0257,0.6248,365,
AvgDailyRet%,delta,3,-0.0188,0.721,-0.0186,0.7236,365,
CAGR%,level,5,-0.0509,0.3329,-0.2137,0.0,364,yes
Sharpe,level,5,-0.259,0.0,-0.2059,0.0001,364,yes
AvgDailyRet%,level,5,-0.2393,0.0,-0.1997,0.0001,364,yes
Calmar,level,5,-0.06,0.2538,-0.1874,0.0003,364,yes
Sortino,level,5,-0.1246,0.0174,-0.1353,0.0098,364,yes
Sortino,delta,5,-0.0057,0.9142,-0.0257,0.6254,363,
Calmar,delta,5,0.0028,0.9583,-0.013,0.8057,363,
AvgDailyRet%,delta,5,-0.0011,0.9829,-0.0077,0.8841,363,
CAGR%,delta,5,0.0053,0.9202,-0.0054,0.9179,363,
Sharpe,delta,5,0.0152,0.7736,-0.0052,0.9209,363,
