Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0589,0.2599,-0.1247,0.0167,368,yes
Calmar,level,1,-0.0305,0.5629,-0.1246,0.0175,363,yes
Sharpe,level,1,-0.1533,0.0032,-0.1191,0.0223,368,yes
AvgDailyRet%,level,1,-0.1292,0.0131,-0.1172,0.0245,368,yes
Sortino,level,1,0.0079,0.8793,-0.0328,0.5307,368,
Calmar,delta,1,-0.1176,0.0253,0.0159,0.7633,362,
Sortino,delta,1,-0.0197,0.7066,-0.0131,0.802,367,
CAGR%,delta,1,-0.1051,0.0441,-0.0097,0.853,367,
Sharpe,delta,1,0.0605,0.2473,0.0072,0.8904,367,
AvgDailyRet%,delta,1,0.0161,0.7584,0.0052,0.9215,367,
Calmar,level,3,0.0191,0.7172,-0.1748,0.0008,361,yes
CAGR%,level,3,-0.0244,0.6417,-0.1672,0.0013,366,yes
Sharpe,level,3,-0.301,0.0,-0.1664,0.0014,366,yes
AvgDailyRet%,level,3,-0.2326,0.0,-0.1605,0.0021,366,yes
Sortino,level,3,0.0056,0.9155,-0.0904,0.0842,366,
Sharpe,delta,3,-0.0035,0.9471,-0.035,0.5052,365,
AvgDailyRet%,delta,3,-0.0303,0.5643,-0.0339,0.5185,365,
CAGR%,delta,3,-0.0734,0.1618,-0.0263,0.617,365,
Calmar,delta,3,-0.0704,0.1824,-0.0103,0.8457,360,
Sortino,delta,3,-0.0013,0.9803,-0.0003,0.9947,365,
Calmar,level,5,0.0457,0.3882,-0.2429,0.0,359,yes
Sharpe,level,5,-0.3908,0.0,-0.2315,0.0,364,yes
CAGR%,level,5,-0.0089,0.8655,-0.23,0.0,364,yes
AvgDailyRet%,level,5,-0.2999,0.0,-0.2289,0.0,364,yes
Sortino,level,5,0.0036,0.9453,-0.1726,0.0009,364,yes
Sharpe,delta,5,-0.0244,0.6436,-0.0179,0.7333,363,
Calmar,delta,5,-0.0297,0.5755,0.0163,0.7585,358,
CAGR%,delta,5,-0.0351,0.5046,-0.0125,0.8123,363,
Sortino,delta,5,0.0339,0.5203,-0.0061,0.9072,363,
AvgDailyRet%,delta,5,-0.0007,0.9899,-0.0038,0.9432,363,
