Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0201,0.6928,-0.0782,0.1241,388,
AvgDailyRet%,level,1,-0.1008,0.0473,-0.0743,0.1438,388,
Sortino,delta,1,0.0776,0.1274,0.0655,0.1984,387,
Sharpe,level,1,-0.075,0.1588,-0.0583,0.2738,354,
Calmar,level,1,-0.0162,0.7942,-0.0582,0.3467,263,
Sharpe,delta,1,0.0787,0.1399,0.0299,0.5754,353,
Calmar,delta,1,-0.1207,0.051,0.029,0.6402,262,
CAGR%,delta,1,0.0,0.9995,0.0282,0.5808,387,
AvgDailyRet%,delta,1,0.0465,0.3612,0.0223,0.6622,387,
Sortino,level,1,-0.0578,0.2559,-0.0052,0.9186,388,
CAGR%,level,3,-0.0359,0.4819,-0.1397,0.006,386,yes
AvgDailyRet%,level,3,-0.2031,0.0001,-0.1365,0.0073,386,yes
Sharpe,level,3,-0.1893,0.0004,-0.1056,0.0478,352,yes
Calmar,delta,3,-0.0131,0.8335,-0.0846,0.1723,262,
Sortino,level,3,-0.1405,0.0057,-0.0775,0.1284,386,
Calmar,level,3,0.0875,0.1572,-0.0755,0.2225,263,
CAGR%,delta,3,-0.0,0.9997,-0.0188,0.7137,385,
AvgDailyRet%,delta,3,-0.0308,0.547,-0.0147,0.7732,385,
Sortino,delta,3,-0.0356,0.4857,0.0073,0.8864,385,
Sharpe,delta,3,0.0144,0.7884,0.0054,0.92,351,
AvgDailyRet%,level,5,-0.2239,0.0,-0.1863,0.0002,384,yes
CAGR%,level,5,-0.0485,0.3436,-0.1828,0.0003,384,yes
Sharpe,level,5,-0.2297,0.0,-0.1572,0.0032,350,yes
Sortino,level,5,-0.1519,0.0028,-0.1258,0.0136,384,yes
Calmar,level,5,0.0512,0.4083,-0.0823,0.1835,263,
Sortino,delta,5,-0.0255,0.6183,-0.0667,0.1927,383,
CAGR%,delta,5,-0.0,0.9995,-0.0644,0.2086,383,
AvgDailyRet%,delta,5,-0.0338,0.5097,-0.0483,0.3456,383,
Calmar,delta,5,-0.0102,0.8689,-0.0251,0.6857,262,
Sharpe,delta,5,-0.0071,0.8952,-0.0194,0.7174,349,
