Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0719,0.1579,0.0875,0.0856,387,
CAGR%,level,1,-0.064,0.2081,-0.0756,0.137,388,
AvgDailyRet%,level,1,-0.078,0.1253,-0.0679,0.1821,388,
Calmar,level,1,-0.0204,0.7306,-0.0637,0.2818,287,
Sharpe,level,1,-0.0722,0.1697,-0.0628,0.2325,363,
Sharpe,delta,1,0.0736,0.1625,0.0528,0.3165,362,
AvgDailyRet%,delta,1,0.0505,0.3214,0.0419,0.4114,387,
CAGR%,delta,1,0.0598,0.2408,0.0292,0.5669,387,
Sortino,level,1,-0.0662,0.1929,-0.009,0.8598,388,
Calmar,delta,1,-0.0,0.9995,0.0015,0.9794,286,
CAGR%,level,3,-0.1654,0.0011,-0.1329,0.0089,386,yes
Sharpe,level,3,-0.1914,0.0003,-0.1245,0.018,361,yes
AvgDailyRet%,level,3,-0.1665,0.001,-0.1241,0.0147,386,yes
Calmar,level,3,-0.0402,0.4976,-0.1183,0.0452,287,yes
Sortino,level,3,-0.15,0.0031,-0.0905,0.0757,386,
Sortino,delta,3,-0.0156,0.7603,0.0641,0.2096,385,
Sharpe,delta,3,0.0338,0.5223,0.0453,0.3913,360,
AvgDailyRet%,delta,3,0.0137,0.7885,0.0338,0.5087,385,
Calmar,delta,3,-0.0,0.9998,-0.027,0.6491,286,
CAGR%,delta,3,-0.0417,0.4145,0.0248,0.6271,385,
Sharpe,level,5,-0.2433,0.0,-0.2087,0.0001,359,yes
AvgDailyRet%,level,5,-0.1983,0.0001,-0.1893,0.0002,384,yes
CAGR%,level,5,-0.1103,0.0307,-0.189,0.0002,384,yes
Calmar,level,5,-0.0544,0.3583,-0.1646,0.0052,287,yes
Sortino,level,5,-0.1619,0.0015,-0.1557,0.0022,384,yes
CAGR%,delta,5,-0.0589,0.2502,-0.059,0.2495,383,
Sortino,delta,5,-0.0437,0.3939,-0.0541,0.2906,383,
AvgDailyRet%,delta,5,-0.0075,0.8842,-0.0348,0.4969,383,
Calmar,delta,5,-0.0,0.9998,-0.0264,0.6569,286,
Sharpe,delta,5,-0.0062,0.907,-0.0093,0.8609,358,
