Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0701,0.1795,-0.1161,0.026,368,yes
Calmar,level,1,-0.0716,0.1702,-0.1129,0.0303,368,yes
Sharpe,level,1,-0.1435,0.0058,-0.1098,0.0352,368,yes
AvgDailyRet%,level,1,-0.1196,0.0218,-0.1065,0.0412,368,yes
Sortino,level,1,0.0087,0.8674,-0.0358,0.4935,368,
CAGR%,delta,1,-0.0004,0.9941,-0.0116,0.8241,367,
Sharpe,delta,1,0.0809,0.1216,-0.0084,0.8721,367,
AvgDailyRet%,delta,1,0.0458,0.3817,-0.0081,0.8765,367,
Sortino,delta,1,0.0057,0.9137,0.0027,0.9592,367,
Calmar,delta,1,-0.0021,0.9686,0.0025,0.9625,367,
CAGR%,level,3,-0.0905,0.0837,-0.1554,0.0029,366,yes
Calmar,level,3,-0.0914,0.0807,-0.1502,0.004,366,yes
Sharpe,level,3,-0.289,0.0,-0.148,0.0045,366,yes
AvgDailyRet%,level,3,-0.2276,0.0,-0.1444,0.0056,366,yes
Sortino,level,3,-0.0233,0.6563,-0.0472,0.3677,366,
Sortino,delta,3,0.0411,0.4335,0.0264,0.6154,365,
Sharpe,delta,3,0.0556,0.2898,0.0158,0.7641,365,
Calmar,delta,3,-0.0336,0.5221,0.0079,0.8804,365,
AvgDailyRet%,delta,3,0.0296,0.5725,0.0076,0.8856,365,
CAGR%,delta,3,-0.0326,0.5352,0.0001,0.9989,365,
CAGR%,level,5,-0.0873,0.0965,-0.2222,0.0,364,yes
AvgDailyRet%,level,5,-0.2971,0.0,-0.2137,0.0,364,yes
Calmar,level,5,-0.0877,0.0949,-0.2128,0.0,364,yes
Sharpe,level,5,-0.3809,0.0,-0.2051,0.0001,364,yes
Sortino,level,5,-0.0796,0.1296,-0.1085,0.0386,364,yes
Calmar,delta,5,-0.026,0.6215,0.0137,0.795,363,
Sharpe,delta,5,0.013,0.8055,0.0131,0.8042,363,
AvgDailyRet%,delta,5,0.0242,0.6465,0.0085,0.8718,363,
CAGR%,delta,5,-0.0251,0.6339,-0.0038,0.942,363,
Sortino,delta,5,0.074,0.1597,-0.003,0.9541,363,
