Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0756,0.1623,0.119,0.0276,343,yes
Calmar,level,1,0.0067,0.9133,0.1062,0.0851,264,
AvgDailyRet%,level,1,0.0656,0.1975,0.0917,0.0711,388,
CAGR%,level,1,-0.053,0.2982,0.0878,0.0842,388,
Sortino,level,1,0.0043,0.9334,0.0864,0.0892,388,
Sortino,delta,1,-0.0544,0.286,-0.0667,0.1902,387,
CAGR%,delta,1,-0.0419,0.4115,-0.0534,0.2947,387,
Calmar,delta,1,-0.0932,0.1317,-0.0515,0.4054,263,
AvgDailyRet%,delta,1,-0.0415,0.4151,-0.039,0.444,387,
Sharpe,delta,1,0.0071,0.8965,-0.0173,0.7503,342,
Sharpe,level,3,0.1136,0.0359,0.1747,0.0012,341,yes
AvgDailyRet%,level,3,0.1354,0.0077,0.1606,0.0015,386,yes
CAGR%,level,3,-0.0229,0.6541,0.156,0.0021,386,yes
Calmar,level,3,0.0897,0.1459,0.1398,0.0231,264,yes
Sortino,level,3,0.0287,0.5735,0.1373,0.0069,386,yes
Calmar,delta,3,0.0044,0.9428,0.0375,0.5451,263,
Sortino,delta,3,0.026,0.6109,0.0243,0.6352,385,
AvgDailyRet%,delta,3,-0.0784,0.1247,-0.0181,0.7235,385,
CAGR%,delta,3,-0.0747,0.1437,-0.0169,0.7412,385,
Sharpe,delta,3,0.0185,0.7341,0.0002,0.9968,340,
AvgDailyRet%,level,5,0.213,0.0,0.1981,0.0001,384,yes
Sharpe,level,5,0.1786,0.001,0.1931,0.0003,339,yes
CAGR%,level,5,0.0495,0.3336,0.1871,0.0002,384,yes
Sortino,level,5,0.008,0.8759,0.1164,0.0225,384,yes
Calmar,level,5,0.0725,0.2406,0.0679,0.2717,264,
CAGR%,delta,5,-0.0223,0.6639,-0.022,0.6673,383,
AvgDailyRet%,delta,5,-0.0609,0.2345,-0.0157,0.759,383,
Calmar,delta,5,0.0028,0.9639,0.0053,0.9324,263,
Sortino,delta,5,-0.0115,0.8232,-0.0017,0.9738,383,
Sharpe,delta,5,-0.0044,0.9363,0.0004,0.9945,338,
