Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,0.0089,0.8653,0.1235,0.0178,368,yes
Calmar,level,1,-0.0461,0.3822,0.093,0.0774,362,
Sharpe,level,1,0.0233,0.6554,0.0781,0.1347,368,
CAGR%,level,1,-0.0467,0.372,0.0608,0.245,368,
AvgDailyRet%,level,1,0.0223,0.6704,0.0555,0.2881,368,
CAGR%,delta,1,-0.0036,0.9449,-0.0542,0.3006,367,
Calmar,delta,1,-0.0266,0.6139,-0.0374,0.4785,361,
AvgDailyRet%,delta,1,0.0123,0.8138,-0.0248,0.6354,367,
Sortino,delta,1,-0.0035,0.947,0.0188,0.7201,367,
Sharpe,delta,1,0.0298,0.5697,0.0096,0.8552,367,
Sortino,level,3,0.021,0.6893,0.2036,0.0001,366,yes
Calmar,level,3,-0.0792,0.1324,0.1392,0.008,362,yes
Sharpe,level,3,0.034,0.5168,0.1338,0.0104,366,yes
CAGR%,level,3,-0.0861,0.1,0.1046,0.0456,366,yes
AvgDailyRet%,level,3,0.0343,0.5133,0.0961,0.0664,366,
Sharpe,delta,3,-0.0033,0.9498,0.0231,0.6598,365,
Sortino,delta,3,-0.0035,0.9474,0.0064,0.9026,365,
AvgDailyRet%,delta,3,-0.0039,0.9407,0.0062,0.9057,365,
Calmar,delta,3,0.0483,0.3604,-0.0032,0.9514,361,
CAGR%,delta,3,0.0536,0.3067,-0.0016,0.976,365,
Sortino,level,5,0.03,0.5683,0.1944,0.0002,364,yes
Sharpe,level,5,0.0443,0.3999,0.1144,0.0291,364,yes
Calmar,level,5,-0.143,0.0064,0.105,0.0458,362,yes
CAGR%,level,5,-0.1491,0.0044,0.0768,0.1434,364,
AvgDailyRet%,level,5,0.0434,0.4094,0.0687,0.1911,364,
Sharpe,delta,5,0.037,0.4818,0.0649,0.2176,363,
Sortino,delta,5,-0.0129,0.8062,0.0605,0.25,363,
AvgDailyRet%,delta,5,0.04,0.4468,0.042,0.4255,363,
CAGR%,delta,5,0.0649,0.2171,0.0316,0.5487,363,
Calmar,delta,5,0.059,0.2635,0.0137,0.7952,361,
