Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0632,0.222,0.0914,0.0771,375,
CAGR%,level,1,-0.0281,0.586,0.0884,0.086,378,
AvgDailyRet%,level,1,0.0676,0.1896,0.0842,0.1022,378,
Sortino,level,1,-0.0058,0.9106,0.0575,0.2645,378,
Calmar,level,1,-0.0186,0.7319,0.0503,0.3542,341,
Calmar,delta,1,-0.0303,0.5773,-0.0443,0.4154,340,
Sharpe,delta,1,0.0183,0.7237,-0.0308,0.5531,374,
CAGR%,delta,1,-0.0363,0.482,-0.0083,0.8725,377,
AvgDailyRet%,delta,1,-0.0099,0.8485,-0.0079,0.8789,377,
Sortino,delta,1,-0.038,0.4622,-0.0053,0.9183,377,
Sharpe,level,3,0.1052,0.0423,0.1589,0.0021,373,yes
CAGR%,level,3,-0.0371,0.4738,0.1527,0.003,376,yes
AvgDailyRet%,level,3,0.1176,0.0225,0.1505,0.0034,376,yes
Sortino,level,3,0.0167,0.7474,0.132,0.0104,376,yes
Calmar,level,3,-0.029,0.5931,0.0846,0.1189,341,
CAGR%,delta,3,0.0274,0.5974,0.0677,0.1912,375,
AvgDailyRet%,delta,3,0.0241,0.6421,0.0623,0.2288,375,
Sharpe,delta,3,0.0259,0.6191,0.0347,0.5044,372,
Sortino,delta,3,-0.0345,0.5051,0.0214,0.6801,375,
Calmar,delta,3,0.0528,0.3321,0.0135,0.8045,340,
Sortino,level,5,0.0397,0.444,0.1691,0.001,374,yes
Sharpe,level,5,0.1295,0.0125,0.1565,0.0025,371,yes
AvgDailyRet%,level,5,0.1368,0.0081,0.1452,0.0049,374,yes
CAGR%,level,5,-0.077,0.137,0.1433,0.0055,374,yes
AvgDailyRet%,delta,5,0.0643,0.2156,0.0615,0.2363,373,
Calmar,delta,5,0.0578,0.288,-0.0583,0.2834,340,
CAGR%,delta,5,0.0455,0.3806,0.0419,0.4194,373,
Sharpe,delta,5,0.0715,0.1699,0.0336,0.5192,370,
Calmar,level,5,-0.0786,0.1473,0.0279,0.608,341,
Sortino,delta,5,-0.0324,0.5323,0.0062,0.9056,373,
