Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0784,0.1231,-0.0397,0.436,388,
AvgDailyRet%,level,1,-0.0915,0.0719,-0.0375,0.4612,388,
Sortino,delta,1,0.0731,0.1513,0.0349,0.4939,387,
CAGR%,delta,1,0.0898,0.0776,0.034,0.5049,387,
Calmar,level,1,-0.0831,0.18,0.0175,0.7783,262,
Sharpe,delta,1,0.0228,0.6698,0.0154,0.7735,353,
Sharpe,level,1,-0.047,0.3782,-0.0138,0.7954,354,
AvgDailyRet%,delta,1,0.0347,0.4962,0.012,0.8141,387,
Sortino,level,1,-0.0593,0.2441,-0.0097,0.8484,388,
Calmar,delta,1,-0.0268,0.667,0.0014,0.9817,261,
CAGR%,level,3,-0.2258,0.0,-0.1041,0.0409,386,yes
AvgDailyRet%,level,3,-0.1835,0.0003,-0.0939,0.0654,386,
Calmar,delta,3,-0.0607,0.3283,-0.074,0.2333,261,
Sortino,level,3,-0.1515,0.0028,-0.07,0.1702,386,
Sharpe,level,3,-0.1092,0.0406,-0.0685,0.1995,352,
Sharpe,delta,3,-0.0331,0.5361,-0.0525,0.3266,351,
AvgDailyRet%,delta,3,-0.0377,0.4604,-0.0459,0.3694,385,
CAGR%,delta,3,-0.0494,0.3334,-0.037,0.4692,385,
Sortino,delta,3,-0.006,0.9059,-0.0258,0.6132,385,
Calmar,level,3,-0.0717,0.2476,0.0146,0.8139,262,
CAGR%,delta,5,-0.083,0.1047,-0.1196,0.0192,383,yes
CAGR%,level,5,-0.161,0.0015,-0.1137,0.0259,384,yes
AvgDailyRet%,delta,5,-0.077,0.1327,-0.1081,0.0344,383,yes
AvgDailyRet%,level,5,-0.1874,0.0002,-0.1034,0.0429,384,yes
Sortino,delta,5,-0.0542,0.2898,-0.0977,0.0561,383,
Sharpe,level,5,-0.0935,0.0808,-0.0848,0.1134,350,
Sharpe,delta,5,-0.0422,0.4319,-0.0782,0.145,349,
Sortino,level,5,-0.1699,0.0008,-0.0776,0.1291,384,
Calmar,level,5,-0.0788,0.2036,0.0378,0.5429,262,
Calmar,delta,5,-0.0182,0.7702,-0.024,0.6999,261,
