Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1192,0.0222,-0.0894,0.0869,368,
CAGR%,level,1,0.0063,0.904,-0.0866,0.0973,368,
Calmar,level,1,0.0002,0.9974,-0.0865,0.0976,368,
AvgDailyRet%,level,1,-0.0992,0.0572,-0.0799,0.126,368,
Calmar,delta,1,-0.0007,0.9898,-0.0332,0.5266,367,
CAGR%,delta,1,0.0029,0.9552,-0.0265,0.6135,367,
Sortino,level,1,-0.0432,0.4087,-0.0241,0.6447,368,
Sortino,delta,1,0.0056,0.9148,0.0127,0.8079,367,
Sharpe,delta,1,0.0499,0.3408,0.0101,0.8467,367,
AvgDailyRet%,delta,1,0.0212,0.6862,-0.0013,0.9808,367,
Calmar,level,3,-0.0242,0.6451,-0.1454,0.0053,366,yes
CAGR%,level,3,-0.0178,0.7341,-0.1422,0.0064,366,yes
Sharpe,level,3,-0.232,0.0,-0.1373,0.0086,366,yes
AvgDailyRet%,level,3,-0.1875,0.0003,-0.1342,0.0102,366,yes
Sortino,level,3,-0.0828,0.1138,-0.0509,0.3313,366,
CAGR%,delta,3,0.0479,0.3616,-0.0192,0.7143,365,
Calmar,delta,3,0.0454,0.387,-0.0158,0.7636,365,
AvgDailyRet%,delta,3,0.0171,0.7447,0.0075,0.8868,365,
Sortino,delta,3,0.0013,0.9802,0.0046,0.9304,365,
Sharpe,delta,3,0.0234,0.6562,0.0032,0.9511,365,
Calmar,level,5,-0.0526,0.3167,-0.2183,0.0,364,yes
CAGR%,level,5,-0.0449,0.3926,-0.215,0.0,364,yes
AvgDailyRet%,level,5,-0.2449,0.0,-0.2088,0.0001,364,yes
Sharpe,level,5,-0.3007,0.0,-0.2025,0.0001,364,yes
Sortino,level,5,-0.1099,0.036,-0.1128,0.0314,364,yes
CAGR%,delta,5,0.0261,0.6196,-0.0177,0.7364,363,
Calmar,delta,5,0.0238,0.651,-0.016,0.761,363,
AvgDailyRet%,delta,5,0.0175,0.739,0.0154,0.7693,363,
Sharpe,delta,5,-0.0068,0.8968,0.007,0.894,363,
Sortino,delta,5,0.0153,0.771,0.0016,0.9758,363,
