Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0742,0.1555,-0.1239,0.0174,368,yes
CAGR%,level,1,-0.0721,0.1674,-0.1233,0.0179,368,yes
AvgDailyRet%,level,1,-0.1133,0.0297,-0.1148,0.0277,368,yes
Sharpe,level,1,-0.1327,0.0108,-0.112,0.0317,368,yes
Sortino,level,1,0.0091,0.8622,-0.0496,0.3423,368,
Calmar,delta,1,-0.0021,0.9682,0.0237,0.6502,367,
Sharpe,delta,1,0.0887,0.0898,0.0173,0.7411,367,
Sortino,delta,1,0.0059,0.9107,0.0172,0.7431,367,
AvgDailyRet%,delta,1,0.0541,0.3013,0.012,0.8192,367,
CAGR%,delta,1,0.0001,0.9984,0.0061,0.9066,367,
Calmar,level,3,-0.094,0.0723,-0.1679,0.0013,366,yes
CAGR%,level,3,-0.0928,0.0764,-0.164,0.0016,366,yes
Sharpe,level,3,-0.2738,0.0,-0.1576,0.0025,366,yes
AvgDailyRet%,level,3,-0.2185,0.0,-0.1536,0.0032,366,yes
Sortino,level,3,-0.024,0.6478,-0.0756,0.1488,366,
Sortino,delta,3,0.0423,0.4204,0.0226,0.6668,365,
Sharpe,delta,3,0.054,0.3032,0.0201,0.7022,365,
CAGR%,delta,3,-0.0332,0.5274,-0.0105,0.842,365,
AvgDailyRet%,delta,3,0.0261,0.6192,0.0088,0.8675,365,
Calmar,delta,3,-0.0345,0.5113,-0.0008,0.9873,365,
CAGR%,level,5,-0.0907,0.0841,-0.2287,0.0,364,yes
Calmar,level,5,-0.0916,0.081,-0.2283,0.0,364,yes
AvgDailyRet%,level,5,-0.2844,0.0,-0.2256,0.0,364,yes
Sharpe,level,5,-0.3609,0.0,-0.2203,0.0,364,yes
Sortino,level,5,-0.0828,0.1149,-0.1483,0.0046,364,yes
CAGR%,delta,5,-0.0258,0.624,-0.0267,0.6119,363,
Sortino,delta,5,0.077,0.1433,-0.0265,0.6145,363,
Calmar,delta,5,-0.0277,0.5988,-0.0179,0.7338,363,
AvgDailyRet%,delta,5,0.0224,0.671,-0.008,0.879,363,
Sharpe,delta,5,0.0081,0.8776,-0.0015,0.9768,363,
