Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1192,0.0222,-0.0894,0.0866,368,
CAGR%,level,1,0.0102,0.8455,-0.0875,0.0935,368,
Calmar,level,1,0.0054,0.9183,-0.0869,0.0959,368,
AvgDailyRet%,level,1,-0.0992,0.0572,-0.0799,0.126,368,
Calmar,delta,1,-0.0005,0.9922,-0.0331,0.5269,367,
CAGR%,delta,1,0.0022,0.9662,-0.0271,0.6048,367,
Sortino,level,1,-0.0432,0.4087,-0.0241,0.6445,368,
Sortino,delta,1,0.0056,0.9148,0.0157,0.7641,367,
Sharpe,delta,1,0.0499,0.3408,0.0018,0.9724,367,
AvgDailyRet%,delta,1,0.0212,0.6862,-0.0014,0.9782,367,
Calmar,level,3,-0.0183,0.7275,-0.1454,0.0053,366,yes
CAGR%,level,3,-0.0133,0.7997,-0.1429,0.0062,366,yes
Sharpe,level,3,-0.232,0.0,-0.1372,0.0086,366,yes
AvgDailyRet%,level,3,-0.1875,0.0003,-0.1343,0.0101,366,yes
Sortino,level,3,-0.0828,0.1138,-0.0511,0.33,366,
CAGR%,delta,3,0.0502,0.3389,-0.0197,0.7069,365,
Calmar,delta,3,0.0482,0.358,-0.016,0.7603,365,
Sharpe,delta,3,0.0234,0.6562,0.0145,0.7826,365,
Sortino,delta,3,0.0013,0.9802,0.0143,0.7852,365,
AvgDailyRet%,delta,3,0.0171,0.7447,0.0143,0.7854,365,
Calmar,level,5,-0.0477,0.364,-0.2187,0.0,364,yes
CAGR%,level,5,-0.0418,0.4268,-0.2156,0.0,364,yes
AvgDailyRet%,level,5,-0.2449,0.0,-0.2089,0.0001,364,yes
Sharpe,level,5,-0.3007,0.0,-0.2025,0.0001,364,yes
Sortino,level,5,-0.1099,0.036,-0.1128,0.0314,364,yes
AvgDailyRet%,delta,5,0.0175,0.739,0.021,0.6899,363,
CAGR%,delta,5,0.0275,0.6017,-0.0184,0.7275,363,
Sharpe,delta,5,-0.0068,0.8968,0.0179,0.7341,363,
Calmar,delta,5,0.0257,0.6257,-0.0124,0.8143,363,
Sortino,delta,5,0.0153,0.771,0.0089,0.8652,363,
