TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.08,34,2.548,-31.54,0.661,0.486,4.592,291
0.08,35,3.57,-31.51,0.585,3.668,6.876,291
0.08,36,3.57,-31.51,0.585,3.668,6.876,291
0.08,37,3.57,-31.51,0.585,3.668,6.876,291
0.08,38,3.57,-31.51,0.585,3.668,6.876,291
0.08,39,3.57,-31.51,0.585,3.668,6.876,291
0.08,40,2.853,-32.89,0.638,3.373,5.531,289
0.08,41,2.853,-32.89,0.638,3.373,5.531,289
0.08,42,2.853,-32.89,0.638,3.373,5.531,289
0.08,43,2.853,-32.89,0.638,3.373,5.531,289
0.08,44,2.853,-32.89,0.638,3.373,5.531,289
0.09,30,2.543,-31.54,0.659,0.486,4.592,291
0.09,31,2.543,-31.54,0.659,0.486,4.592,291
0.09,32,2.543,-31.54,0.659,0.486,4.592,291
0.09,33,2.543,-31.54,0.659,0.486,4.592,291
0.09,34,2.543,-31.54,0.659,0.486,4.592,291
0.09,35,3.546,-33.12,0.588,3.668,6.876,291
0.09,36,3.546,-33.12,0.588,3.668,6.876,291
0.09,37,3.546,-33.12,0.588,3.668,6.876,291
0.09,38,3.546,-33.12,0.588,3.668,6.876,291
0.09,39,3.546,-33.12,0.588,3.668,6.876,291
0.09,40,2.826,-33.77,0.632,3.373,5.531,289
0.09,41,2.826,-33.77,0.632,3.373,5.531,289
0.09,42,2.826,-33.77,0.632,3.373,5.531,289
0.09,43,2.826,-33.77,0.632,3.373,5.531,289
0.09,44,2.826,-33.77,0.632,3.373,5.531,289
0.1,30,2.516,-31.54,0.659,0.486,4.592,291
0.1,31,2.516,-31.54,0.659,0.486,4.592,291
0.1,32,2.516,-31.54,0.659,0.486,4.592,291
0.1,33,2.516,-31.54,0.659,0.486,4.592,291
0.1,34,2.516,-31.54,0.659,0.486,4.592,291
0.1,35,3.584,-28.21,0.568,3.668,6.876,291
0.1,36,3.584,-28.21,0.568,3.668,6.876,291
0.1,37,3.584,-28.21,0.568,3.668,6.876,291
0.1,38,3.584,-28.21,0.568,3.668,6.876,291
0.1,39,3.584,-28.21,0.568,3.668,6.876,291
0.1,40,2.878,-33.46,0.603,3.373,5.531,289
0.1,41,2.878,-33.46,0.603,3.373,5.531,289
0.1,42,2.878,-33.46,0.603,3.373,5.531,289
0.1,43,2.878,-33.46,0.603,3.373,5.531,289
0.1,44,2.878,-33.46,0.603,3.373,5.531,289
0.11,30,2.516,-31.54,0.659,0.486,4.592,291
0.11,31,2.516,-31.54,0.659,0.486,4.592,291
0.11,32,2.516,-31.54,0.659,0.486,4.592,291
0.11,33,2.516,-31.54,0.659,0.486,4.592,291
0.11,34,2.516,-31.54,0.659,0.486,4.592,291
0.11,35,3.579,-28.21,0.568,3.668,6.876,291
0.11,36,3.579,-28.21,0.568,3.668,6.876,291
0.11,37,3.579,-28.21,0.568,3.668,6.876,291
0.11,38,3.579,-28.21,0.568,3.668,6.876,291
0.11,39,3.579,-28.21,0.568,3.668,6.876,291
0.11,40,2.873,-33.46,0.603,3.373,5.531,289
0.11,41,2.873,-33.46,0.603,3.373,5.531,289
0.11,42,2.873,-33.46,0.603,3.373,5.531,289
0.11,43,2.873,-33.46,0.603,3.373,5.531,289
0.11,44,2.873,-33.46,0.603,3.373,5.531,289
0.12,30,2.516,-31.54,0.659,0.486,4.592,291
0.12,31,2.516,-31.54,0.659,0.486,4.592,291
0.12,32,2.516,-31.54,0.659,0.486,4.592,291
0.12,33,2.516,-31.54,0.659,0.486,4.592,291
0.12,34,2.516,-31.54,0.659,0.486,4.592,291
0.12,35,3.573,-28.21,0.568,3.668,6.876,291
0.12,36,3.573,-28.21,0.568,3.668,6.876,291
0.12,37,3.573,-28.21,0.568,3.668,6.876,291
0.12,38,3.573,-28.21,0.568,3.668,6.876,291
0.12,39,3.573,-28.21,0.568,3.668,6.876,291
0.12,40,2.865,-33.46,0.603,3.373,5.531,289
0.12,41,2.865,-33.46,0.603,3.373,5.531,289
0.12,42,2.865,-33.46,0.603,3.373,5.531,289
0.12,43,2.865,-33.46,0.603,3.373,5.531,289
0.12,44,2.865,-33.46,0.603,3.373,5.531,289
0.13,30,2.516,-31.54,0.659,0.486,4.592,291
0.13,31,2.516,-31.54,0.659,0.486,4.592,291
0.13,32,2.516,-31.54,0.659,0.486,4.592,291
0.13,33,2.516,-31.54,0.659,0.486,4.592,291
0.13,34,2.516,-31.54,0.659,0.486,4.592,291
0.13,35,3.573,-28.21,0.568,3.668,6.876,291
0.13,36,3.573,-28.21,0.568,3.668,6.876,291
0.13,37,3.573,-28.21,0.568,3.668,6.876,291
0.13,38,3.573,-28.21,0.568,3.668,6.876,291
0.13,39,3.573,-28.21,0.568,3.668,6.876,291
0.13,40,2.865,-33.46,0.603,3.373,5.531,289
0.13,41,2.865,-33.46,0.603,3.373,5.531,289
0.13,42,2.865,-33.46,0.603,3.373,5.531,289
0.13,43,2.865,-33.46,0.603,3.373,5.531,289
0.13,44,2.865,-33.46,0.603,3.373,5.531,289
0.14,30,2.516,-31.54,0.659,0.486,4.592,291
0.14,31,2.516,-31.54,0.659,0.486,4.592,291
0.14,32,2.516,-31.54,0.659,0.486,4.592,291
0.14,33,2.516,-31.54,0.659,0.486,4.592,291
0.14,34,2.516,-31.54,0.659,0.486,4.592,291
0.14,35,3.573,-28.21,0.568,3.668,6.876,291
0.14,36,3.573,-28.21,0.568,3.668,6.876,291
0.14,37,3.573,-28.21,0.568,3.668,6.876,291
0.14,38,3.573,-28.21,0.568,3.668,6.876,291
0.14,39,3.573,-28.21,0.568,3.668,6.876,291
0.14,40,2.865,-33.46,0.603,3.373,5.531,289
0.14,41,2.865,-33.46,0.603,3.373,5.531,289
0.14,42,2.865,-33.46,0.603,3.373,5.531,289
0.14,43,2.865,-33.46,0.603,3.373,5.531,289
0.14,44,2.865,-33.46,0.603,3.373,5.531,289
0.15,30,2.516,-31.54,0.659,0.486,4.592,291
0.15,31,2.516,-31.54,0.659,0.486,4.592,291
0.15,32,2.516,-31.54,0.659,0.486,4.592,291
0.15,33,2.516,-31.54,0.659,0.486,4.592,291
0.15,34,2.516,-31.54,0.659,0.486,4.592,291
0.15,35,3.573,-28.21,0.568,3.668,6.876,291
0.15,36,3.573,-28.21,0.568,3.668,6.876,291
0.15,37,3.573,-28.21,0.568,3.668,6.876,291
0.15,38,3.573,-28.21,0.568,3.668,6.876,291
0.15,39,3.573,-28.21,0.568,3.668,6.876,291
0.15,40,2.865,-33.46,0.603,3.373,5.531,289
0.15,41,2.865,-33.46,0.603,3.373,5.531,289
0.15,42,2.865,-33.46,0.603,3.373,5.531,289
0.15,43,2.865,-33.46,0.603,3.373,5.531,289
0.15,44,2.865,-33.46,0.603,3.373,5.531,289
0.16,30,2.516,-31.54,0.659,0.486,4.592,291
0.16,31,2.516,-31.54,0.659,0.486,4.592,291
0.16,32,2.516,-31.54,0.659,0.486,4.592,291
0.16,33,2.516,-31.54,0.659,0.486,4.592,291
0.16,34,2.516,-31.54,0.659,0.486,4.592,291
0.16,35,3.573,-28.21,0.568,3.668,6.876,291
0.16,36,3.573,-28.21,0.568,3.668,6.876,291
0.16,37,3.573,-28.21,0.568,3.668,6.876,291
0.16,38,3.573,-28.21,0.568,3.668,6.876,291
0.16,39,3.573,-28.21,0.568,3.668,6.876,291
0.16,40,2.865,-33.46,0.603,3.373,5.531,289
0.16,41,2.865,-33.46,0.603,3.373,5.531,289
0.16,42,2.865,-33.46,0.603,3.373,5.531,289
0.16,43,2.865,-33.46,0.603,3.373,5.531,289
0.16,44,2.865,-33.46,0.603,3.373,5.531,289
