Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0417,0.5078,0.0908,0.1491,254,
AvgDailyRet%,level,1,-0.11,0.0302,-0.0516,0.3104,388,
CAGR%,delta,1,-0.0404,0.4281,0.0506,0.3206,387,
AvgDailyRet%,delta,1,0.0519,0.3082,0.0484,0.3427,387,
Sharpe,delta,1,0.0728,0.2361,0.0455,0.4594,267,
Sharpe,level,1,-0.1187,0.0524,-0.0409,0.5045,268,
CAGR%,level,1,-0.0694,0.1724,-0.0391,0.4429,388,
Sortino,level,1,-0.0212,0.6779,-0.0353,0.4881,388,
Sortino,delta,1,0.0057,0.9111,0.0343,0.5007,387,
Calmar,level,1,-0.0743,0.2372,-0.0063,0.92,255,
Sharpe,level,3,-0.2594,0.0,-0.2448,0.0001,266,yes
Calmar,level,3,-0.0751,0.2338,-0.2164,0.0005,253,yes
CAGR%,level,3,-0.0668,0.19,-0.1871,0.0002,386,yes
AvgDailyRet%,level,3,-0.2159,0.0,-0.1636,0.0013,386,yes
Sortino,level,3,-0.0525,0.3037,-0.1378,0.0067,386,yes
Calmar,delta,3,-0.0084,0.894,0.0589,0.3519,252,
Sortino,delta,3,0.0201,0.6942,0.0545,0.2858,385,
CAGR%,delta,3,-0.0079,0.8768,0.0484,0.344,385,
AvgDailyRet%,delta,3,-0.0228,0.6562,0.0394,0.4413,385,
Sharpe,delta,3,-0.003,0.9612,0.0104,0.8656,265,
Calmar,level,5,-0.0216,0.733,-0.2741,0.0,251,yes
Sharpe,level,5,-0.2762,0.0,-0.2735,0.0,264,yes
CAGR%,level,5,-0.0146,0.7758,-0.194,0.0001,384,yes
AvgDailyRet%,level,5,-0.2086,0.0,-0.1602,0.0016,384,yes
Sortino,level,5,-0.0697,0.1729,-0.1323,0.0094,384,yes
Sharpe,delta,5,-0.0753,0.2236,-0.0698,0.2592,263,
Calmar,delta,5,-0.0157,0.8047,-0.0531,0.4031,250,
AvgDailyRet%,delta,5,-0.0946,0.0645,-0.0441,0.3895,383,
CAGR%,delta,5,-0.0147,0.7738,-0.0439,0.3918,383,
Sortino,delta,5,-0.0046,0.9291,-0.012,0.8155,383,
