L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,0.9923,25.93,-14.71,1.762,1.689,False
0.0,0.8,2.0,1.1484,51.38,-25.875,1.986,1.3491,False
0.0,0.8,2.5,1.159,55.53,-27.902,1.99,1.3137,False
0.0,0.8,3.0,1.1517,56.04,-28.43,1.971,1.3174,False
0.0,0.9,1.0,0.9923,28.98,-16.431,1.764,1.689,False
0.0,0.9,2.0,1.1468,56.99,-28.599,1.993,1.3627,False
0.0,0.9,2.5,1.1709,61.69,-30.141,2.047,1.331,False
0.0,0.9,3.0,1.19,64.49,-30.141,2.14,1.3321,False
0.0,1.0,1.0,0.9923,31.96,-18.126,1.763,1.689,False
0.0,1.0,2.0,1.1515,63.06,-31.253,2.018,1.3575,False
0.0,1.0,2.5,1.1779,67.28,-31.819,2.115,1.3341,False
0.0,1.0,3.0,1.2134,72.33,-31.819,2.273,1.3231,False
0.0,1.1,1.0,0.9923,34.87,-19.797,1.762,1.689,False
0.0,1.1,2.0,1.1534,68.83,-33.913,2.03,1.3561,False
0.0,1.1,2.5,1.1844,73.44,-33.913,2.166,1.3269,False
0.0,1.1,3.0,1.2218,79.37,-33.913,2.34,1.3146,False
0.0,1.2,1.0,0.9923,37.71,-21.443,1.758,1.689,False
0.0,1.2,2.0,1.1544,74.29,-36.523,2.034,1.3561,False
0.0,1.2,2.5,1.1878,79.64,-36.523,2.181,1.3236,False
0.0,1.2,3.0,1.2164,85.07,-36.523,2.329,1.3211,False
0.0,1.3,1.0,0.9923,40.45,-23.064,1.754,1.689,False
0.0,1.3,2.0,1.1529,79.14,-39.059,2.026,1.357,False
0.0,1.3,2.5,1.1898,85.47,-39.059,2.188,1.3213,False
0.0,1.3,3.0,1.2047,88.98,-39.059,2.278,1.331,False
0.0,1.4,1.0,0.9923,43.1,-24.66,1.748,1.689,False
0.0,1.4,2.0,1.1484,83.19,-41.524,2.003,1.3598,False
0.0,1.4,2.5,1.1898,90.74,-41.524,2.185,1.3213,False
0.0,1.4,3.0,1.1888,91.28,-41.524,2.198,1.3402,False
0.0,1.5,1.0,0.9923,45.65,-26.232,1.74,1.689,False
0.0,1.5,2.0,1.1445,86.86,-43.918,1.978,1.3626,False
0.0,1.5,2.5,1.1864,95.03,-43.918,2.164,1.3228,False
0.0,1.5,3.0,1.1661,91.73,-43.918,2.089,1.3491,False
0.0,1.6,1.0,0.9923,48.09,-27.781,1.731,1.689,False
0.0,1.6,2.0,1.1411,90.11,-46.243,1.949,1.3653,False
0.0,1.6,2.5,1.1613,94.49,-46.243,2.043,1.3412,False
0.0,1.6,3.0,1.1468,92.02,-46.243,1.99,1.3602,False
0.0,1.7,1.0,0.9923,50.42,-29.305,1.721,1.689,False
0.0,1.7,2.0,1.1403,93.32,-48.499,1.924,1.3659,False
0.0,1.7,2.5,1.1396,93.72,-48.499,1.932,1.3614,False
0.0,1.7,3.0,1.1311,92.17,-48.499,1.901,1.373,False
0.0,1.8,1.0,0.9923,52.63,-30.806,1.708,1.689,False
0.0,1.8,2.0,1.1403,96.24,-50.688,1.899,1.3659,False
0.0,1.8,2.5,1.1246,93.42,-50.688,1.843,1.3811,False
0.0,1.8,3.0,1.1214,92.8,-50.688,1.831,1.3856,False
0.0,2.0,1.0,0.9923,56.67,-33.739,1.68,1.689,False
0.0,2.0,2.0,1.1403,100.67,-54.87,1.835,1.3659,False
0.0,2.0,2.5,1.1215,96.57,-54.87,1.76,1.3875,False
0.0,2.0,3.0,1.1213,96.53,-54.87,1.759,1.3877,False
0.5,0.8,1.0,0.9923,25.93,-14.71,1.762,1.689,False
0.5,0.8,2.0,1.1484,51.38,-25.875,1.986,1.3491,False
0.5,0.8,2.5,1.159,55.53,-27.902,1.99,1.3137,False
0.5,0.8,3.0,1.1517,56.04,-28.43,1.971,1.3174,False
0.5,0.9,1.0,0.9923,28.98,-16.431,1.764,1.689,False
0.5,0.9,2.0,1.1468,56.99,-28.599,1.993,1.3627,False
0.5,0.9,2.5,1.1709,61.69,-30.141,2.047,1.331,False
0.5,0.9,3.0,1.19,64.49,-30.141,2.14,1.3321,False
0.5,1.0,1.0,0.9923,31.96,-18.126,1.763,1.689,False
0.5,1.0,2.0,1.1515,63.06,-31.253,2.018,1.3575,False
0.5,1.0,2.5,1.1779,67.28,-31.819,2.115,1.3341,False
0.5,1.0,3.0,1.2134,72.33,-31.819,2.273,1.3231,False
0.5,1.1,1.0,0.9923,34.87,-19.797,1.762,1.689,False
0.5,1.1,2.0,1.1534,68.83,-33.913,2.03,1.3561,False
0.5,1.1,2.5,1.1844,73.44,-33.913,2.166,1.3269,False
0.5,1.1,3.0,1.2218,79.37,-33.913,2.34,1.3146,False
0.5,1.2,1.0,0.9923,37.71,-21.443,1.758,1.689,False
0.5,1.2,2.0,1.1544,74.29,-36.523,2.034,1.3561,False
0.5,1.2,2.5,1.1878,79.64,-36.523,2.181,1.3236,False
0.5,1.2,3.0,1.2164,85.07,-36.523,2.329,1.3211,False
0.5,1.3,1.0,0.9923,40.45,-23.064,1.754,1.689,False
0.5,1.3,2.0,1.1529,79.14,-39.059,2.026,1.357,False
0.5,1.3,2.5,1.1898,85.47,-39.059,2.188,1.3213,False
0.5,1.3,3.0,1.2047,88.98,-39.059,2.278,1.331,False
0.5,1.4,1.0,0.9923,43.1,-24.66,1.748,1.689,False
0.5,1.4,2.0,1.1484,83.19,-41.524,2.003,1.3598,False
0.5,1.4,2.5,1.1898,90.74,-41.524,2.185,1.3213,False
0.5,1.4,3.0,1.1888,91.28,-41.524,2.198,1.3402,False
0.5,1.5,1.0,0.9923,45.65,-26.232,1.74,1.689,False
0.5,1.5,2.0,1.1445,86.86,-43.918,1.978,1.3626,False
0.5,1.5,2.5,1.1864,95.03,-43.918,2.164,1.3228,False
0.5,1.5,3.0,1.1661,91.73,-43.918,2.089,1.3491,False
0.5,1.6,1.0,0.9923,48.09,-27.781,1.731,1.689,False
0.5,1.6,2.0,1.1411,90.11,-46.243,1.949,1.3653,False
0.5,1.6,2.5,1.1613,94.49,-46.243,2.043,1.3412,False
0.5,1.6,3.0,1.1468,92.02,-46.243,1.99,1.3602,False
0.5,1.7,1.0,0.9923,50.42,-29.305,1.721,1.689,False
0.5,1.7,2.0,1.1403,93.32,-48.499,1.924,1.3659,False
0.5,1.7,2.5,1.1396,93.72,-48.499,1.932,1.3614,False
0.5,1.7,3.0,1.1311,92.17,-48.499,1.901,1.373,False
0.5,1.8,1.0,0.9923,52.63,-30.806,1.708,1.689,False
0.5,1.8,2.0,1.1403,96.24,-50.688,1.899,1.3659,False
0.5,1.8,2.5,1.1246,93.42,-50.688,1.843,1.3811,False
0.5,1.8,3.0,1.1214,92.8,-50.688,1.831,1.3856,False
0.5,2.0,1.0,0.9923,56.67,-33.739,1.68,1.689,False
0.5,2.0,2.0,1.1403,100.67,-54.87,1.835,1.3659,False
0.5,2.0,2.5,1.1215,96.57,-54.87,1.76,1.3875,False
0.5,2.0,3.0,1.1213,96.53,-54.87,1.759,1.3877,False
1.0,1.1,1.0,0.9923,34.87,-19.797,1.762,1.689,False
1.0,1.1,2.0,1.1534,68.83,-33.913,2.03,1.3561,False
1.0,1.1,2.5,1.1844,73.44,-33.913,2.166,1.3269,False
1.0,1.1,3.0,1.2218,79.37,-33.913,2.34,1.3146,False
1.0,1.2,1.0,0.9923,37.71,-21.443,1.758,1.689,False
1.0,1.2,2.0,1.1544,74.29,-36.523,2.034,1.3561,False
1.0,1.2,2.5,1.1878,79.64,-36.523,2.181,1.3236,False
1.0,1.2,3.0,1.2164,85.07,-36.523,2.329,1.3211,False
1.0,1.3,1.0,0.9923,40.45,-23.064,1.754,1.689,False
1.0,1.3,2.0,1.1529,79.14,-39.059,2.026,1.357,False
1.0,1.3,2.5,1.1898,85.47,-39.059,2.188,1.3213,False
1.0,1.3,3.0,1.2047,88.98,-39.059,2.278,1.331,False
1.0,1.4,1.0,0.9923,43.1,-24.66,1.748,1.689,False
1.0,1.4,2.0,1.1484,83.19,-41.524,2.003,1.3598,False
1.0,1.4,2.5,1.1898,90.74,-41.524,2.185,1.3213,False
1.0,1.4,3.0,1.1888,91.28,-41.524,2.198,1.3402,False
1.0,1.5,1.0,0.9923,45.65,-26.232,1.74,1.689,False
1.0,1.5,2.0,1.1445,86.86,-43.918,1.978,1.3626,False
1.0,1.5,2.5,1.1864,95.03,-43.918,2.164,1.3228,False
1.0,1.5,3.0,1.1661,91.73,-43.918,2.089,1.3491,False
1.0,1.6,1.0,0.9923,48.09,-27.781,1.731,1.689,False
1.0,1.6,2.0,1.1411,90.11,-46.243,1.949,1.3653,False
1.0,1.6,2.5,1.1613,94.49,-46.243,2.043,1.3412,False
1.0,1.6,3.0,1.1468,92.02,-46.243,1.99,1.3602,False
1.0,1.7,1.0,0.9923,50.42,-29.305,1.721,1.689,False
1.0,1.7,2.0,1.1403,93.32,-48.499,1.924,1.3659,False
1.0,1.7,2.5,1.1396,93.72,-48.499,1.932,1.3614,False
1.0,1.7,3.0,1.1311,92.17,-48.499,1.901,1.373,False
1.0,1.8,1.0,0.9923,52.63,-30.806,1.708,1.689,False
1.0,1.8,2.0,1.1403,96.24,-50.688,1.899,1.3659,False
1.0,1.8,2.5,1.1246,93.42,-50.688,1.843,1.3811,False
1.0,1.8,3.0,1.1214,92.8,-50.688,1.831,1.3856,False
1.0,2.0,1.0,0.9923,56.67,-33.739,1.68,1.689,False
1.0,2.0,2.0,1.1403,100.67,-54.87,1.835,1.3659,False
1.0,2.0,2.5,1.1215,96.57,-54.87,1.76,1.3875,False
1.0,2.0,3.0,1.1213,96.53,-54.87,1.759,1.3877,False
