EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.2844,229.08,-20.641,11.098,1.1148,False
0.07,0.001,1.3,2.3278,254.81,-21.172,12.035,1.0735,False
0.07,0.001,1.4,2.3375,272.54,-21.702,12.558,1.0448,False
0.07,0.001,1.5,2.4416,309.54,-22.23,13.925,0.9727,False
0.07,0.001,1.6,2.5714,355.02,-22.756,15.601,0.899,False
0.07,0.001,1.7,2.651,394.08,-23.28,16.928,0.8638,False
0.07,0.001,1.8,2.6837,417.27,-23.802,17.531,0.8455,False
0.07,0.001,1.9,2.7105,440.2,-24.242,18.159,0.8294,False
0.07,0.001,2.0,2.7307,462.63,-24.523,18.865,0.8155,False
0.07,0.001,2.5,2.7335,466.57,-24.523,19.026,0.8205,False
0.07,0.001,3.0,2.7335,466.57,-24.523,19.026,0.8205,False
0.07,0.0015,1.2,2.2844,229.08,-20.641,11.098,1.1148,False
0.07,0.0015,1.3,2.3278,254.81,-21.172,12.035,1.0735,False
0.07,0.0015,1.4,2.3375,272.54,-21.702,12.558,1.0448,False
0.07,0.0015,1.5,2.4416,309.54,-22.23,13.925,0.9727,False
0.07,0.0015,1.6,2.5714,355.02,-22.756,15.601,0.899,False
0.07,0.0015,1.7,2.651,394.08,-23.28,16.928,0.8638,False
0.07,0.0015,1.8,2.6837,417.27,-23.802,17.531,0.8455,False
0.07,0.0015,1.9,2.7105,440.2,-24.242,18.159,0.8294,False
0.07,0.0015,2.0,2.7307,462.63,-24.523,18.865,0.8155,False
0.07,0.0015,2.5,2.7335,466.57,-24.523,19.026,0.8205,False
0.07,0.0015,3.0,2.7335,466.57,-24.523,19.026,0.8205,False
0.07,0.003,1.2,2.2844,229.08,-20.641,11.098,1.1148,False
0.07,0.003,1.3,2.3278,254.81,-21.172,12.035,1.0735,False
0.07,0.003,1.4,2.3375,272.54,-21.702,12.558,1.0448,False
0.07,0.003,1.5,2.4416,309.54,-22.23,13.925,0.9727,False
0.07,0.003,1.6,2.5714,355.02,-22.756,15.601,0.899,False
0.07,0.003,1.7,2.651,394.08,-23.28,16.928,0.8638,False
0.07,0.003,1.8,2.6837,417.27,-23.802,17.531,0.8455,False
0.07,0.003,1.9,2.7105,440.2,-24.242,18.159,0.8294,False
0.07,0.003,2.0,2.7307,462.63,-24.523,18.865,0.8155,False
0.07,0.003,2.5,2.7335,466.57,-24.523,19.026,0.8205,False
0.07,0.003,3.0,2.7335,466.57,-24.523,19.026,0.8205,False
0.08,0.001,1.2,2.6817,352.47,-20.641,17.077,0.8644,False
0.08,0.001,1.3,2.7082,382.35,-21.172,18.059,0.8302,False
0.08,0.001,1.4,2.8239,442.32,-21.702,20.382,0.7697,False
0.08,0.001,1.5,2.9531,514.55,-22.23,23.147,0.7116,False
0.08,0.001,1.6,2.9999,557.2,-22.669,24.58,0.6923,False
0.08,0.001,1.7,3.0376,597.9,-22.953,26.049,0.6817,False
0.08,0.001,1.8,3.0765,644.65,-23.237,27.743,0.6721,False
0.08,0.001,1.9,3.1032,691.17,-23.52,29.386,0.6625,False
0.08,0.001,2.0,3.1294,733.57,-23.909,30.682,0.6536,False
0.08,0.001,2.5,3.1462,747.95,-23.909,31.283,0.6564,False
0.08,0.001,3.0,3.1462,747.95,-23.909,31.283,0.6564,False
0.08,0.0015,1.2,2.6817,352.47,-20.641,17.077,0.8644,False
0.08,0.0015,1.3,2.7082,382.35,-21.172,18.059,0.8302,False
0.08,0.0015,1.4,2.8239,442.32,-21.702,20.382,0.7697,False
0.08,0.0015,1.5,2.9531,514.55,-22.23,23.147,0.7116,False
0.08,0.0015,1.6,2.9999,557.2,-22.669,24.58,0.6923,False
0.08,0.0015,1.7,3.0376,597.9,-22.953,26.049,0.6817,False
0.08,0.0015,1.8,3.0765,644.65,-23.237,27.743,0.6721,False
0.08,0.0015,1.9,3.1032,691.17,-23.52,29.386,0.6625,False
0.08,0.0015,2.0,3.1294,733.57,-23.909,30.682,0.6536,False
0.08,0.0015,2.5,3.1462,747.95,-23.909,31.283,0.6564,False
0.08,0.0015,3.0,3.1462,747.95,-23.909,31.283,0.6564,False
0.08,0.003,1.2,2.6817,352.47,-20.641,17.077,0.8644,False
0.08,0.003,1.3,2.7082,382.35,-21.172,18.059,0.8302,False
0.08,0.003,1.4,2.8239,442.32,-21.702,20.382,0.7697,False
0.08,0.003,1.5,2.9531,514.55,-22.23,23.147,0.7116,False
0.08,0.003,1.6,2.9999,557.2,-22.669,24.58,0.6923,False
0.08,0.003,1.7,3.0376,597.9,-22.953,26.049,0.6817,False
0.08,0.003,1.8,3.0765,644.65,-23.237,27.743,0.6721,False
0.08,0.003,1.9,3.1032,691.17,-23.52,29.386,0.6625,False
0.08,0.003,2.0,3.1294,733.57,-23.909,30.682,0.6536,False
0.08,0.003,2.5,3.1462,747.95,-23.909,31.283,0.6564,False
0.08,0.003,3.0,3.1462,747.95,-23.909,31.283,0.6564,False
0.09,0.001,1.2,3.0737,543.56,-20.641,26.334,0.7039,False
0.09,0.001,1.3,3.1685,621.63,-21.172,29.36,0.6623,False
0.09,0.001,1.4,3.2246,683.85,-21.646,31.593,0.6378,False
0.09,0.001,1.5,3.2602,742.33,-21.931,33.848,0.6253,False
0.09,0.001,1.6,3.288,794.24,-22.217,35.749,0.6156,False
0.09,0.001,1.7,3.3161,851.23,-22.503,37.828,0.606,False
0.09,0.001,1.8,3.3371,909.58,-22.788,39.915,0.597,False
0.09,0.001,1.9,3.3575,974.21,-23.142,42.098,0.5879,False
0.09,0.001,2.0,3.3683,1015.05,-23.909,42.454,0.5809,False
0.09,0.001,2.5,3.3775,1023.76,-23.909,42.819,0.5829,False
0.09,0.001,3.0,3.3775,1023.76,-23.909,42.819,0.5829,False
0.09,0.0015,1.2,3.0737,543.56,-20.641,26.334,0.7039,False
0.09,0.0015,1.3,3.1685,621.63,-21.172,29.36,0.6623,False
0.09,0.0015,1.4,3.2246,683.85,-21.646,31.593,0.6378,False
0.09,0.0015,1.5,3.2602,742.33,-21.931,33.848,0.6253,False
0.09,0.0015,1.6,3.288,794.24,-22.217,35.749,0.6156,False
0.09,0.0015,1.7,3.3161,851.23,-22.503,37.828,0.606,False
0.09,0.0015,1.8,3.3371,909.58,-22.788,39.915,0.597,False
0.09,0.0015,1.9,3.3575,974.21,-23.142,42.098,0.5879,False
0.09,0.0015,2.0,3.3683,1015.05,-23.909,42.454,0.5809,False
0.09,0.0015,2.5,3.3775,1023.76,-23.909,42.819,0.5829,False
0.09,0.0015,3.0,3.3775,1023.76,-23.909,42.819,0.5829,False
0.09,0.003,1.2,3.0737,543.56,-20.641,26.334,0.7039,False
0.09,0.003,1.3,3.1685,621.63,-21.172,29.36,0.6623,False
0.09,0.003,1.4,3.2246,683.85,-21.646,31.593,0.6378,False
