Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0719,0.1579,0.0991,0.0514,387,
CAGR%,level,1,-0.0639,0.2095,-0.0722,0.1557,388,
AvgDailyRet%,level,1,-0.078,0.1253,-0.0679,0.1821,388,
Sharpe,level,1,-0.0722,0.1697,-0.0678,0.1972,363,
Calmar,level,1,-0.02,0.7354,-0.0641,0.2788,287,
AvgDailyRet%,delta,1,0.0505,0.3214,0.0478,0.3483,387,
Sharpe,delta,1,0.0736,0.1625,0.0315,0.5509,362,
CAGR%,delta,1,0.0602,0.2375,0.0307,0.547,387,
Calmar,delta,1,-0.0048,0.9354,-0.015,0.801,286,
Sortino,level,1,-0.0662,0.1929,-0.0089,0.8606,388,
Sharpe,level,3,-0.1914,0.0003,-0.1298,0.0136,361,yes
CAGR%,level,3,-0.1638,0.0012,-0.1288,0.0113,386,yes
AvgDailyRet%,level,3,-0.1665,0.001,-0.1241,0.0147,386,yes
Calmar,level,3,-0.0395,0.5055,-0.1197,0.0427,287,yes
Sortino,level,3,-0.15,0.0031,-0.0906,0.0756,386,
Sortino,delta,3,-0.0156,0.7603,0.0708,0.1657,385,
AvgDailyRet%,delta,3,0.0137,0.7885,0.0356,0.4866,385,
Sharpe,delta,3,0.0338,0.5223,0.0308,0.5604,360,
Calmar,delta,3,-0.0008,0.9888,-0.0286,0.6296,286,
CAGR%,delta,3,-0.0376,0.4623,0.0232,0.6506,385,
Sharpe,level,5,-0.2433,0.0,-0.214,0.0,359,yes
CAGR%,level,5,-0.117,0.0218,-0.1893,0.0002,384,yes
AvgDailyRet%,level,5,-0.1983,0.0001,-0.1893,0.0002,384,yes
Calmar,level,5,-0.056,0.3444,-0.171,0.0037,287,yes
Sortino,level,5,-0.1619,0.0015,-0.1558,0.0022,384,yes
CAGR%,delta,5,-0.0554,0.2792,-0.0595,0.2455,383,
Sortino,delta,5,-0.0437,0.3939,-0.0553,0.2806,383,
AvgDailyRet%,delta,5,-0.0075,0.8842,-0.0391,0.4453,383,
Calmar,delta,5,-0.0006,0.9917,-0.0328,0.5812,286,
Sharpe,delta,5,-0.0062,0.907,-0.0302,0.5688,358,
