Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1314,0.0116,-0.1188,0.0226,368,yes
CAGR%,level,1,-0.0425,0.4161,-0.1165,0.0255,368,yes
Calmar,level,1,-0.0588,0.2608,-0.1139,0.0289,368,yes
AvgDailyRet%,level,1,-0.1216,0.0196,-0.1127,0.0306,368,yes
Sortino,level,1,-0.0135,0.7965,-0.0701,0.1794,368,
Sortino,delta,1,-0.0169,0.7473,-0.0467,0.3726,367,
AvgDailyRet%,delta,1,0.0109,0.8353,-0.0394,0.4522,367,
CAGR%,delta,1,-0.0159,0.7617,-0.0321,0.5396,367,
Sharpe,delta,1,0.0516,0.3239,-0.0232,0.6578,367,
Calmar,delta,1,-0.0197,0.7063,-0.0116,0.8247,367,
Calmar,level,3,-0.0996,0.0568,-0.1849,0.0004,366,yes
Sharpe,level,3,-0.2534,0.0,-0.1787,0.0006,366,yes
CAGR%,level,3,-0.0812,0.1211,-0.1762,0.0007,366,yes
AvgDailyRet%,level,3,-0.2189,0.0,-0.1721,0.0009,366,yes
Sortino,level,3,-0.0321,0.5405,-0.1284,0.0139,366,yes
Sharpe,delta,3,0.0104,0.8431,-0.0512,0.3295,365,
AvgDailyRet%,delta,3,-0.0057,0.914,-0.0479,0.3614,365,
CAGR%,delta,3,0.0346,0.5104,-0.0292,0.5779,365,
Sortino,delta,3,0.0173,0.7419,-0.0275,0.5999,365,
Calmar,delta,3,0.0277,0.598,0.0052,0.9216,365,
Calmar,level,5,-0.1587,0.0024,-0.2606,0.0,364,yes
CAGR%,level,5,-0.1352,0.0098,-0.2403,0.0,364,yes
AvgDailyRet%,level,5,-0.2874,0.0,-0.2374,0.0,364,yes
Sharpe,level,5,-0.3327,0.0,-0.2373,0.0,364,yes
Sortino,level,5,-0.0502,0.3391,-0.183,0.0005,364,yes
AvgDailyRet%,delta,5,0.0,0.9993,-0.0406,0.4404,363,
Sharpe,delta,5,-0.0146,0.7822,-0.0358,0.4968,363,
Sortino,delta,5,0.0024,0.9632,-0.0159,0.762,363,
Calmar,delta,5,0.0217,0.68,0.0147,0.7801,363,
CAGR%,delta,5,0.0246,0.6404,-0.0087,0.8686,363,
