L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,0.6868,27.14,-47.721,0.569,5.4384,False
0.0,0.8,2.0,0.8743,46.14,-67.745,0.681,3.8979,False
0.0,0.8,2.5,0.8743,46.14,-67.745,0.681,3.8979,False
0.0,0.8,3.0,0.8743,46.14,-67.745,0.681,3.8979,False
0.0,0.9,1.0,0.6868,26.89,-51.98,0.517,5.4384,False
0.0,0.9,2.0,0.8743,41.87,-72.387,0.578,3.8979,False
0.0,0.9,2.5,0.8743,41.87,-72.387,0.578,3.8979,False
0.0,0.9,3.0,0.8743,41.87,-72.387,0.578,3.8979,False
0.0,1.0,1.0,0.6868,25.75,-55.932,0.46,5.4384,False
0.0,1.0,2.0,0.8743,35.45,-76.436,0.464,3.8979,False
0.0,1.0,2.5,0.8743,35.45,-76.436,0.464,3.8979,False
0.0,1.0,3.0,0.8743,35.45,-76.436,0.464,3.8979,False
0.0,1.1,1.0,0.6868,23.77,-59.594,0.399,5.4384,False
0.0,1.1,2.0,0.8743,27.19,-79.957,0.34,3.8979,False
0.0,1.1,2.5,0.8743,27.19,-79.957,0.34,3.8979,False
0.0,1.1,3.0,0.8743,27.19,-79.957,0.34,3.8979,False
0.0,1.2,1.0,0.6868,20.98,-62.985,0.333,5.4384,False
0.0,1.2,2.0,0.8743,17.48,-83.008,0.211,3.8979,False
0.0,1.2,2.5,0.8743,17.48,-83.008,0.211,3.8979,False
0.0,1.2,3.0,0.8743,17.48,-83.008,0.211,3.8979,False
0.0,1.3,1.0,0.6868,17.44,-66.122,0.264,5.4384,False
0.0,1.3,2.0,0.8743,6.74,-85.642,0.079,3.8979,False
0.0,1.3,2.5,0.8743,6.74,-85.642,0.079,3.8979,False
0.0,1.3,3.0,0.8743,6.74,-85.642,0.079,3.8979,False
0.0,1.4,1.0,0.6868,13.22,-69.021,0.192,5.4384,False
0.0,1.4,2.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.0,1.4,2.5,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.0,1.4,3.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.0,1.5,1.0,0.6868,8.41,-71.698,0.117,5.4384,False
0.0,1.5,2.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.0,1.5,2.5,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.0,1.5,3.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.0,1.6,1.0,0.6868,3.11,-74.167,0.042,5.4384,False
0.0,1.6,2.0,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.0,1.6,2.5,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.0,1.6,3.0,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.0,1.7,1.0,0.6868,-2.6,-76.443,-0.034,5.4384,False
0.0,1.7,2.0,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.0,1.7,2.5,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.0,1.7,3.0,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.0,1.8,1.0,0.6868,-8.62,-78.538,-0.11,5.4384,False
0.0,1.8,2.0,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.0,1.8,2.5,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.0,1.8,3.0,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.0,2.0,1.0,0.6868,-21.16,-82.236,-0.257,5.4384,False
0.0,2.0,2.0,0.8743,-65.53,-96.304,-0.68,3.8979,False
0.0,2.0,2.5,0.8743,-65.53,-96.304,-0.68,3.8979,False
0.0,2.0,3.0,0.8743,-65.53,-96.304,-0.68,3.8979,False
0.5,0.8,1.0,0.6868,27.14,-47.721,0.569,5.4384,False
0.5,0.8,2.0,0.8743,46.14,-67.745,0.681,3.8979,False
0.5,0.8,2.5,0.8743,46.14,-67.745,0.681,3.8979,False
0.5,0.8,3.0,0.8743,46.14,-67.745,0.681,3.8979,False
0.5,0.9,1.0,0.6868,26.89,-51.98,0.517,5.4384,False
0.5,0.9,2.0,0.8743,41.87,-72.387,0.578,3.8979,False
0.5,0.9,2.5,0.8743,41.87,-72.387,0.578,3.8979,False
0.5,0.9,3.0,0.8743,41.87,-72.387,0.578,3.8979,False
0.5,1.0,1.0,0.6868,25.75,-55.932,0.46,5.4384,False
0.5,1.0,2.0,0.8743,35.45,-76.436,0.464,3.8979,False
0.5,1.0,2.5,0.8743,35.45,-76.436,0.464,3.8979,False
0.5,1.0,3.0,0.8743,35.45,-76.436,0.464,3.8979,False
0.5,1.1,1.0,0.6868,23.77,-59.594,0.399,5.4384,False
0.5,1.1,2.0,0.8743,27.19,-79.957,0.34,3.8979,False
0.5,1.1,2.5,0.8743,27.19,-79.957,0.34,3.8979,False
0.5,1.1,3.0,0.8743,27.19,-79.957,0.34,3.8979,False
0.5,1.2,1.0,0.6868,20.98,-62.985,0.333,5.4384,False
0.5,1.2,2.0,0.8743,17.48,-83.008,0.211,3.8979,False
0.5,1.2,2.5,0.8743,17.48,-83.008,0.211,3.8979,False
0.5,1.2,3.0,0.8743,17.48,-83.008,0.211,3.8979,False
0.5,1.3,1.0,0.6868,17.44,-66.122,0.264,5.4384,False
0.5,1.3,2.0,0.8743,6.74,-85.642,0.079,3.8979,False
0.5,1.3,2.5,0.8743,6.74,-85.642,0.079,3.8979,False
0.5,1.3,3.0,0.8743,6.74,-85.642,0.079,3.8979,False
0.5,1.4,1.0,0.6868,13.22,-69.021,0.192,5.4384,False
0.5,1.4,2.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.5,1.4,2.5,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.5,1.4,3.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
0.5,1.5,1.0,0.6868,8.41,-71.698,0.117,5.4384,False
0.5,1.5,2.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.5,1.5,2.5,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.5,1.5,3.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
0.5,1.6,1.0,0.6868,3.11,-74.167,0.042,5.4384,False
0.5,1.6,2.0,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.5,1.6,2.5,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.5,1.6,3.0,0.8743,-27.44,-91.703,-0.299,3.8979,False
0.5,1.7,1.0,0.6868,-2.6,-76.443,-0.034,5.4384,False
0.5,1.7,2.0,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.5,1.7,2.5,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.5,1.7,3.0,0.8743,-38.26,-93.17,-0.411,3.8979,False
0.5,1.8,1.0,0.6868,-8.62,-78.538,-0.11,5.4384,False
0.5,1.8,2.0,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.5,1.8,2.5,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.5,1.8,3.0,0.8743,-48.32,-94.406,-0.512,3.8979,False
0.5,2.0,1.0,0.6868,-21.16,-82.236,-0.257,5.4384,False
0.5,2.0,2.0,0.8743,-65.53,-96.304,-0.68,3.8979,False
0.5,2.0,2.5,0.8743,-65.53,-96.304,-0.68,3.8979,False
0.5,2.0,3.0,0.8743,-65.53,-96.304,-0.68,3.8979,False
1.0,1.1,1.0,0.6868,23.77,-59.594,0.399,5.4384,False
1.0,1.1,2.0,0.8743,27.19,-79.957,0.34,3.8979,False
1.0,1.1,2.5,0.8743,27.19,-79.957,0.34,3.8979,False
1.0,1.1,3.0,0.8743,27.19,-79.957,0.34,3.8979,False
1.0,1.2,1.0,0.6868,20.98,-62.985,0.333,5.4384,False
1.0,1.2,2.0,0.8743,17.48,-83.008,0.211,3.8979,False
1.0,1.2,2.5,0.8743,17.48,-83.008,0.211,3.8979,False
1.0,1.2,3.0,0.8743,17.48,-83.008,0.211,3.8979,False
1.0,1.3,1.0,0.6868,17.44,-66.122,0.264,5.4384,False
1.0,1.3,2.0,0.8743,6.74,-85.642,0.079,3.8979,False
1.0,1.3,2.5,0.8743,6.74,-85.642,0.079,3.8979,False
1.0,1.3,3.0,0.8743,6.74,-85.642,0.079,3.8979,False
1.0,1.4,1.0,0.6868,13.22,-69.021,0.192,5.4384,False
1.0,1.4,2.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
1.0,1.4,2.5,0.8743,-4.6,-87.931,-0.052,3.8979,False
1.0,1.4,3.0,0.8743,-4.6,-87.931,-0.052,3.8979,False
1.0,1.5,1.0,0.6868,8.41,-71.698,0.117,5.4384,False
1.0,1.5,2.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
1.0,1.5,2.5,0.8743,-16.12,-89.969,-0.179,3.8979,False
1.0,1.5,3.0,0.8743,-16.12,-89.969,-0.179,3.8979,False
1.0,1.6,1.0,0.6868,3.11,-74.167,0.042,5.4384,False
1.0,1.6,2.0,0.8743,-27.44,-91.703,-0.299,3.8979,False
