EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.0,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.0,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.0,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.0,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
0.0,-0.07,0.6983,26.36,-64.235,-24.266,0.41,3.6187,False
0.0,-0.075,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0,-0.08,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0,-0.085,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0,-0.1,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0005,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.0005,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.0005,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.0005,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.0005,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
0.0005,-0.07,0.6983,26.36,-64.235,-24.266,0.41,3.6187,False
0.0005,-0.075,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0005,-0.08,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0005,-0.085,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0005,-0.1,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0008,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.0008,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.0008,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.0008,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.0008,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
0.0008,-0.07,0.6983,26.36,-64.235,-24.266,0.41,3.6187,False
0.0008,-0.075,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0008,-0.08,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0008,-0.085,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0008,-0.1,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.001,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.001,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.001,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.001,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.001,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
0.001,-0.07,0.6983,26.36,-64.235,-24.266,0.41,3.6187,False
0.001,-0.075,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.001,-0.08,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.001,-0.085,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.001,-0.1,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0015,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.0015,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.0015,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.0015,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.0015,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
0.0015,-0.07,0.6983,26.36,-64.235,-24.266,0.41,3.6187,False
0.0015,-0.075,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0015,-0.08,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0015,-0.085,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.0015,-0.1,0.6979,26.3,-64.252,-24.266,0.409,3.6193,False
0.002,-0.04,0.7155,29.68,-57.762,-20.273,0.514,3.2843,False
0.002,-0.05,0.6087,15.68,-63.341,-23.441,0.248,3.3695,False
0.002,-0.055,0.6508,19.81,-66.094,-27.093,0.3,3.552,False
0.002,-0.06,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
0.002,-0.065,0.7144,28.47,-63.584,-24.266,0.448,3.5898,False
