threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,0.7091,9,4.55,9,False,Robust plateau | baseline outside
0.975,0.7277,8,4.04,8,False,Robust plateau | baseline outside
0.99,0.7389,4,2.02,4,False,Robust plateau | baseline outside
