L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.0,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.0,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.0,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.0,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.0,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.0,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.0,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.0,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.1,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.1,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.1,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.1,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.1,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.1,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.1,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.1,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.1,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.2,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.2,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.2,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.2,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.2,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.2,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.2,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.2,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.2,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.3,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.3,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.3,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.3,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.3,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.3,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.3,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.3,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.3,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.4,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.4,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.4,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.4,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.4,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.4,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.4,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.4,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.4,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.5,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.5,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.5,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.5,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.5,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.5,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.5,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.5,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.5,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.6,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.6,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.6,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.6,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.6,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.6,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.6,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.6,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.6,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.7,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.7,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.7,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.7,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.7,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.7,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.7,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.7,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.7,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.75,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.75,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.75,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.75,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.75,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.75,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.75,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.75,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.75,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.8,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.8,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.8,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.8,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.8,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.8,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.8,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.8,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.8,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
0.9,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
0.9,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
0.9,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
0.9,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
0.9,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
0.9,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
0.9,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
0.9,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
0.9,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
1.0,0.6,0.6124,14.26,-25.678,-7.416,0.555,3.6419,False
1.0,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
1.0,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
1.0,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
1.0,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
1.0,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
1.0,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
1.0,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
1.0,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
