n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,0.4939,-0.37,-68.037,0.0,0.0
1,37.0%,0.1803,-25.41,-76.672,-0.3136,-25.05
3,"37.0%, 35.4%, 33.2%",-0.522,-56.8,-80.873,-1.0159,-56.43
5,"37.0%, 35.4%, 33.2%, 32.0%, 22.2%",-1.2208,-72.41,-84.496,-1.7147,-72.05
10,"37.0%, 35.4%, 33.2%, 32.0%, 22.2% … +5 more",-2.5044,-86.75,-91.164,-2.9983,-86.38
