trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.996821,37,0.002026,0.124245,870,0.523500,4.350000,-68.866000,0.063000,5.944200
1,2.325868,-0.053306,0.886604,34,0.004024,0.100358,906,0.309600,-24.580000,-77.522000,-0.317000,33.577900
2,2.175102,-0.055090,0.914738,31,0.003786,0.099480,869,0.251000,-24.510000,-75.142000,-0.326000,41.728000
3,2.135991,-0.068473,1.006143,38,0.002267,0.087604,457,0.582900,14.710000,-65.274000,0.225000,4.530600
4,2.047887,-0.063295,0.966086,40,0.002582,0.080673,702,0.321900,-14.140000,-69.350000,-0.204000,13.367500
5,2.063367,-0.053339,0.893440,32,0.003408,0.085475,912,0.137500,-28.880000,-72.602000,-0.398000,11.310300
6,2.288117,-0.056623,0.989710,38,0.002730,0.074760,825,0.637600,17.240000,-68.900000,0.250000,3.527900
7,2.041491,-0.054598,0.766988,38,0.003396,0.104772,882,0.998700,70.060000,-62.678000,1.118000,2.889900
8,2.181923,-0.061237,0.802745,31,0.003404,0.087919,758,0.252100,-23.550000,-72.131000,-0.326000,10.859700
9,2.316599,-0.062425,0.914466,36,0.002529,0.056219,684,0.876500,48.040000,-66.394000,0.724000,2.093000
10,2.074417,-0.058354,0.995419,32,0.001940,0.074260,601,0.310000,-17.630000,-70.363000,-0.251000,6.681800
11,2.271243,-0.061027,0.976653,37,0.002775,0.112609,528,0.390000,-6.920000,-70.172000,-0.099000,6.338800
12,1.989993,-0.052621,0.960037,35,0.002187,0.090075,520,0.791200,38.790000,-60.968000,0.636000,3.303900
13,2.286381,-0.059031,0.867876,33,0.003313,0.080051,482,0.129700,-37.620000,-78.952000,-0.476000,14.042500
14,2.031923,-0.068314,1.010317,37,0.002438,0.123781,881,0.616400,19.470000,-59.597000,0.327000,6.199800
15,2.295432,-0.059089,0.838505,31,0.003966,0.086816,549,0.167900,-35.140000,-79.601000,-0.441000,17.806300
16,2.114621,-0.061426,0.812729,39,0.003620,0.105801,681,0.798600,40.060000,-62.662000,0.639000,9.107700
17,2.256016,-0.061514,0.940459,31,0.002798,0.056996,717,0.182200,-28.600000,-72.305000,-0.396000,10.391900
18,2.125139,-0.053601,0.792919,36,0.002209,0.120609,767,0.785400,37.980000,-63.615000,0.597000,4.105900
19,2.132623,-0.061636,0.771157,40,0.002958,0.110357,480,0.290200,-17.970000,-71.915000,-0.250000,111.472300
20,2.194130,-0.059833,1.018213,36,0.002936,0.073222,623,0.582900,12.340000,-68.316000,0.181000,3.666600
21,2.209096,-0.058900,0.770835,38,0.003951,0.064098,751,0.433700,-1.890000,-67.877000,-0.028000,7.044700
22,2.027773,-0.063100,0.840933,37,0.003545,0.109343,494,0.552400,13.880000,-59.763000,0.232000,17.219700
23,2.383045,-0.055144,0.775101,36,0.002690,0.113745,898,0.888900,51.690000,-68.955000,0.750000,3.156900
24,2.119541,-0.068152,0.843548,35,0.002414,0.121395,527,0.525300,9.740000,-63.140000,0.154000,6.165300
25,1.999761,-0.058832,1.032941,39,0.003597,0.118137,947,0.929600,60.240000,-63.145000,0.954000,5.634500
26,2.208298,-0.056687,0.973443,37,0.002697,0.060802,862,0.973200,62.000000,-66.990000,0.925000,1.827900
27,2.095483,-0.067863,0.830062,31,0.003795,0.065036,535,0.292600,-17.380000,-70.343000,-0.247000,113.243300
28,2.243728,-0.066742,0.818037,33,0.003666,0.123972,720,-0.103800,-46.940000,-81.203000,-0.578000,6.432500
29,2.043315,-0.051251,0.827007,31,0.003426,0.062772,724,0.260100,-17.280000,-67.290000,-0.257000,7.396300
30,2.285475,-0.061460,0.818939,38,0.003517,0.107207,507,0.519300,6.820000,-65.895000,0.104000,17.954100
31,2.034452,-0.067696,0.872346,33,0.002973,0.101726,982,0.264300,-21.250000,-71.997000,-0.295000,12.789600
32,2.106036,-0.067647,0.771712,36,0.003322,0.061625,513,0.907900,52.390000,-64.780000,0.809000,3.211200
33,2.164410,-0.068392,0.925931,39,0.003730,0.087651,884,0.754900,34.100000,-63.535000,0.537000,6.777800
34,1.987848,-0.052965,0.988946,38,0.002358,0.092215,781,0.721800,30.350000,-61.255000,0.496000,3.482400
35,2.361805,-0.061856,0.876394,34,0.002822,0.100939,932,0.224200,-33.900000,-79.492000,-0.426000,13.599600
36,2.179715,-0.055461,0.828899,37,0.003760,0.061580,470,0.555900,10.060000,-68.097000,0.148000,8.925400
37,2.241551,-0.053631,0.987659,33,0.002145,0.120310,527,-0.288500,-57.070000,-84.076000,-0.679000,17.839000
38,2.105277,-0.053765,0.796182,30,0.001933,0.066574,463,0.049900,-36.490000,-75.846000,-0.481000,14.049600
39,2.240103,-0.063253,0.871280,33,0.003011,0.117000,922,0.316900,-24.490000,-74.946000,-0.327000,10.121900
40,1.999129,-0.054267,0.828921,32,0.003171,0.083971,460,-0.170700,-46.310000,-80.554000,-0.575000,26.716600
41,2.144390,-0.060428,0.792451,38,0.001925,0.120589,489,0.447300,0.620000,-66.843000,0.009000,5.873900
42,2.351173,-0.067248,1.029484,38,0.003671,0.100259,881,0.920100,58.140000,-66.110000,0.879000,6.057200
43,2.039203,-0.060649,0.903840,39,0.002911,0.081726,800,0.491800,5.590000,-65.375000,0.086000,4.041400
44,2.097244,-0.053516,0.894027,34,0.002358,0.080461,643,0.211500,-26.140000,-72.663000,-0.360000,6.829300
45,2.124098,-0.057830,0.950151,33,0.004077,0.119977,709,0.231300,-24.510000,-72.239000,-0.339000,9.964900
46,2.124479,-0.060638,0.994111,37,0.003731,0.092356,797,0.681700,23.870000,-66.629000,0.358000,6.831000
47,2.106788,-0.064228,0.819649,37,0.003866,0.063511,786,0.501000,7.670000,-62.179000,0.123000,6.801200
48,2.021842,-0.064063,0.787813,39,0.002130,0.123039,893,0.565800,14.810000,-59.897000,0.247000,5.660000
49,2.241220,-0.065087,0.979681,39,0.002408,0.096485,487,0.456800,1.750000,-67.537000,0.026000,6.206100
50,2.251113,-0.054083,0.917537,36,0.002918,0.091629,872,0.669600,21.360000,-66.630000,0.321000,3.520200
51,2.331668,-0.059859,0.926890,39,0.002087,0.062431,483,0.591200,10.140000,-72.512000,0.140000,3.525700
52,2.269460,-0.058535,0.974067,37,0.002601,0.118682,871,0.713200,26.120000,-68.298000,0.383000,4.500900
53,2.099035,-0.057555,0.849899,32,0.002155,0.121401,684,0.142000,-32.510000,-72.792000,-0.447000,60.225700
54,2.148661,-0.064134,0.914308,39,0.003673,0.088515,649,0.817700,42.470000,-62.860000,0.676000,6.737100
55,2.414118,-0.063920,1.021823,31,0.003841,0.099869,502,-0.094800,-50.770000,-83.572000,-0.608000,6.430000
56,2.238834,-0.063350,0.768322,35,0.003781,0.075266,696,0.598000,15.120000,-65.386000,0.231000,7.908100
57,2.174618,-0.056435,1.012979,38,0.002065,0.125786,938,0.557400,10.670000,-65.369000,0.163000,5.785500
58,2.104920,-0.066064,0.793733,40,0.003398,0.100809,484,-0.115200,-41.260000,-72.067000,-0.573000,18.554200
59,2.374695,-0.051522,0.830024,31,0.003664,0.068271,957,0.102100,-36.710000,-78.066000,-0.470000,44.428400
60,2.268758,-0.051651,0.766466,31,0.003254,0.111707,569,-0.266600,-57.100000,-84.462000,-0.676000,11.431100
61,2.353740,-0.052030,0.981260,39,0.003653,0.104265,915,0.871600,49.980000,-65.775000,0.760000,5.558800
62,1.997667,-0.054632,0.798729,35,0.003588,0.099361,922,0.833400,44.550000,-61.786000,0.721000,6.016900
63,2.048294,-0.064223,0.817121,33,0.003504,0.124575,784,-0.017000,-36.760000,-74.683000,-0.492000,17.028200
64,2.003980,-0.062094,0.776435,39,0.003503,0.066465,485,0.809500,40.410000,-60.847000,0.664000,6.121000
65,2.060755,-0.068640,0.888811,38,0.003327,0.095214,516,0.595900,17.410000,-61.630000,0.283000,5.382400
66,2.396251,-0.056424,0.921065,37,0.003358,0.121723,518,0.587900,10.970000,-69.787000,0.157000,5.289700
67,2.203675,-0.058273,0.893026,31,0.002122,0.074021,608,0.310500,-21.190000,-72.836000,-0.291000,6.609200
68,2.168277,-0.061998,0.936350,34,0.002781,0.069669,771,0.271000,-21.720000,-70.715000,-0.307000,6.413900
69,2.119498,-0.051649,0.877968,35,0.002341,0.095217,758,0.672800,23.820000,-61.584000,0.387000,3.288300
70,2.288881,-0.062663,0.941157,33,0.003690,0.093538,680,0.267000,-26.900000,-77.346000,-0.348000,30.799300
71,2.255445,-0.057492,0.903440,37,0.003927,0.120316,722,0.543200,6.130000,-67.628000,0.091000,13.173100
72,2.208921,-0.065398,0.849902,38,0.002986,0.062342,474,0.644400,19.760000,-66.353000,0.298000,3.622500
73,2.350477,-0.052000,0.840765,33,0.002215,0.076600,860,0.096100,-39.850000,-78.066000,-0.511000,8.148200
74,1.986460,-0.065889,0.996268,34,0.002169,0.097261,501,-0.176300,-43.920000,-76.979000,-0.571000,20.002100
75,2.140565,-0.068252,1.033775,38,0.002546,0.103512,838,0.915000,57.580000,-62.195000,0.926000,3.338100
76,2.150650,-0.062536,0.767896,32,0.003060,0.065790,528,0.080200,-36.220000,-74.866000,-0.484000,19.584900
77,2.347974,-0.068804,0.915112,38,0.004177,0.064195,690,0.237800,-18.730000,-69.799000,-0.268000,6.017100
78,2.152732,-0.052441,0.968939,34,0.002926,0.064848,536,0.109400,-33.910000,-75.700000,-0.448000,12.523400
79,2.379126,-0.051804,0.827870,33,0.002976,0.096224,716,0.132400,-41.050000,-81.862000,-0.502000,13.053300
80,2.017011,-0.055386,0.992769,36,0.003358,0.102255,871,0.987000,67.700000,-62.285000,1.087000,2.929300
81,2.005568,-0.057599,0.910672,33,0.003827,0.088745,875,0.136700,-27.580000,-73.271000,-0.376000,24.667000
82,2.354887,-0.060086,1.010579,36,0.003841,0.078523,719,0.291000,-18.380000,-74.365000,-0.247000,10.961200
83,2.213821,-0.052890,0.872609,39,0.003314,0.066780,627,0.819700,40.470000,-66.119000,0.612000,3.065500
84,2.064305,-0.051447,1.015414,34,0.002538,0.097090,436,-0.234900,-48.720000,-79.672000,-0.611000,19.555900
85,2.102330,-0.063655,0.936118,40,0.003289,0.088380,871,0.302600,-17.250000,-69.213000,-0.249000,4.897300
86,2.377464,-0.063973,1.025067,38,0.003880,0.062215,854,0.472400,0.850000,-67.150000,0.013000,6.619300
87,2.173639,-0.060956,0.941608,40,0.004163,0.074752,855,0.286400,-15.240000,-69.115000,-0.220000,3.293500
88,2.309993,-0.057237,0.798445,30,0.003666,0.089258,1000,0.139000,-36.010000,-79.068000,-0.455000,24.940500
89,2.184588,-0.068603,0.876126,38,0.002004,0.093993,894,0.783500,37.320000,-63.925000,0.584000,3.357400
90,2.386869,-0.065806,0.774982,34,0.001917,0.061868,821,0.377000,-17.340000,-73.928000,-0.234000,6.408300
91,2.293834,-0.064927,0.998673,37,0.003722,0.057525,567,0.885800,50.230000,-66.120000,0.760000,2.337400
92,2.253635,-0.066446,0.766215,35,0.003425,0.056132,663,0.915900,53.570000,-65.549000,0.817000,2.350400
93,2.374079,-0.063089,0.829168,39,0.002635,0.115441,604,0.513000,4.860000,-67.841000,0.072000,5.991600
94,2.239741,-0.058145,0.839203,39,0.002250,0.060106,629,0.915300,52.940000,-68.127000,0.777000,1.828700
95,2.295761,-0.065534,1.034661,33,0.002779,0.063851,763,0.305600,-21.820000,-72.429000,-0.301000,6.506300
96,2.418935,-0.063616,0.925707,34,0.003997,0.089778,509,0.177100,-34.260000,-80.657000,-0.425000,9.288800
97,2.140767,-0.052209,0.819534,30,0.002888,0.099687,630,-0.016600,-42.540000,-77.456000,-0.549000,247.615600
98,2.164968,-0.068266,0.968030,35,0.002483,0.118584,567,0.521800,8.790000,-64.094000,0.137000,6.166500
99,2.123151,-0.067363,0.907976,37,0.003218,0.101048,604,0.818000,42.390000,-61.705000,0.687000,3.896700
100,2.086204,-0.056805,0.806969,39,0.002480,0.094427,888,0.703800,27.210000,-64.500000,0.422000,3.554100
101,2.324883,-0.058891,0.893589,40,0.003419,0.112654,952,0.337500,-21.390000,-72.173000,-0.296000,4.149500
102,2.326540,-0.054333,0.916786,31,0.003367,0.122785,727,-0.132100,-51.940000,-82.705000,-0.628000,16.121200
103,2.170508,-0.051645,1.024139,31,0.001899,0.071717,470,0.079000,-36.210000,-76.230000,-0.475000,14.561300
104,2.180252,-0.060290,0.849394,31,0.002068,0.081684,467,0.080100,-37.990000,-78.039000,-0.487000,16.997800
105,2.287203,-0.054726,0.846559,34,0.002800,0.054120,497,0.104600,-36.470000,-77.319000,-0.472000,31.976100
106,2.359616,-0.051022,0.902205,35,0.002599,0.085056,882,0.568200,8.610000,-67.412000,0.128000,3.539600
107,2.350130,-0.055686,0.852072,32,0.002952,0.103195,563,-0.221800,-56.870000,-84.483000,-0.673000,10.766200
108,2.125524,-0.067747,0.778114,35,0.003508,0.064833,459,0.800000,39.110000,-63.603000,0.615000,6.144500
109,2.040810,-0.067539,0.767500,32,0.001875,0.061965,789,0.371500,-8.910000,-67.754000,-0.131000,6.327000
110,2.086321,-0.061246,0.924353,38,0.001811,0.115443,789,0.971400,67.350000,-62.348000,1.080000,3.071000
111,2.051607,-0.064913,0.995983,33,0.004005,0.086721,780,0.295000,-15.370000,-68.771000,-0.224000,20.617000
112,2.413246,-0.057508,0.984553,33,0.003718,0.097253,557,0.098000,-42.530000,-80.547000,-0.528000,11.208300
113,2.162171,-0.056717,0.786089,30,0.002632,0.055370,527,0.113900,-32.520000,-74.759000,-0.435000,25.715700
114,2.299081,-0.063746,0.964417,33,0.003936,0.096756,505,-0.081400,-46.930000,-81.524000,-0.576000,6.689900
115,2.043236,-0.063476,0.811695,35,0.004180,0.054289,442,0.596300,17.750000,-61.374000,0.289000,2.551300
116,2.416957,-0.061523,0.799266,39,0.003913,0.092606,790,0.512200,1.290000,-70.228000,0.018000,8.827500
117,2.100202,-0.051909,0.925533,33,0.003393,0.114210,442,-0.117100,-44.540000,-78.373000,-0.568000,16.776300
118,2.242114,-0.055163,1.000950,33,0.003266,0.093855,660,0.180900,-33.510000,-78.177000,-0.429000,16.361400
119,2.278153,-0.064064,0.918073,38,0.004160,0.084188,728,0.338200,-10.570000,-67.227000,-0.157000,8.249100
120,1.985487,-0.065329,0.905462,34,0.002026,0.118055,660,0.185500,-25.250000,-68.498000,-0.369000,41.910200
121,2.280336,-0.053689,1.024618,32,0.002279,0.115847,958,0.264100,-30.380000,-78.681000,-0.386000,8.790500
122,2.073345,-0.059456,0.963044,39,0.002710,0.091225,859,0.649300,20.840000,-65.108000,0.320000,3.662800
123,2.301700,-0.065093,0.918882,31,0.003970,0.116321,892,0.397600,-17.260000,-76.079000,-0.227000,73.747200
124,2.023939,-0.054679,0.965772,30,0.004150,0.081154,846,0.207800,-19.480000,-69.829000,-0.279000,129.826700
125,2.370531,-0.058103,0.851166,36,0.003194,0.083458,779,0.602700,11.600000,-70.713000,0.164000,3.407700
126,2.391568,-0.059418,0.818120,34,0.002746,0.063440,526,0.142600,-39.150000,-79.459000,-0.493000,13.735100
127,2.281207,-0.057111,1.022823,32,0.002037,0.108252,939,0.292700,-27.650000,-77.622000,-0.356000,9.310800
128,2.102370,-0.054638,0.815157,35,0.002924,0.072680,458,0.710600,27.830000,-64.773000,0.430000,3.550100
129,2.191856,-0.068268,0.941180,35,0.002066,0.072175,602,0.805600,39.530000,-64.826000,0.610000,3.392500
130,2.316514,-0.066781,1.008443,40,0.004158,0.122616,473,0.189900,-25.160000,-69.496000,-0.362000,8.099100
131,2.040629,-0.056480,0.914283,31,0.003830,0.098406,744,0.282800,-19.070000,-72.675000,-0.262000,39.396300
132,2.052737,-0.055559,0.808284,39,0.003202,0.106929,603,0.522100,9.580000,-62.855000,0.152000,5.169600
133,2.143351,-0.058287,0.970204,38,0.002296,0.121791,501,0.443600,0.580000,-66.734000,0.009000,6.253000
134,2.374294,-0.052807,0.836426,38,0.002231,0.083777,691,0.686900,21.700000,-68.988000,0.315000,3.549000
135,2.087914,-0.063784,0.994860,39,0.002614,0.092221,575,0.790800,38.850000,-61.577000,0.631000,3.580000
136,2.087710,-0.053903,1.018805,39,0.003666,0.091272,715,0.779900,37.070000,-63.703000,0.582000,6.356500
137,2.213088,-0.060658,0.882332,31,0.002102,0.122562,710,-0.182600,-50.500000,-81.244000,-0.622000,17.639400
138,2.399410,-0.053944,0.914692,32,0.002408,0.056164,501,0.128800,-37.950000,-78.696000,-0.482000,20.111900
139,2.383413,-0.056788,0.929195,35,0.002761,0.092296,540,0.687000,20.930000,-69.971000,0.299000,3.591600
140,2.414986,-0.065730,0.965236,35,0.002167,0.120288,629,0.829800,43.050000,-66.917000,0.643000,4.139700
141,2.002047,-0.057163,0.979503,36,0.003602,0.111142,554,0.488100,7.150000,-62.633000,0.114000,17.481500
142,2.386465,-0.058884,0.937534,30,0.004184,0.074225,468,0.435300,-10.310000,-77.136000,-0.134000,9.741300
143,2.181635,-0.053323,0.806128,36,0.002743,0.120373,616,0.467400,2.680000,-66.120000,0.041000,5.897200
144,2.299519,-0.059300,0.943187,36,0.002935,0.122404,629,0.394300,-6.850000,-70.413000,-0.097000,6.371700
145,2.057984,-0.063206,0.993422,30,0.002879,0.118259,864,0.153100,-29.540000,-71.123000,-0.415000,387.995000
146,2.416395,-0.060565,0.943199,33,0.004074,0.080376,857,0.130800,-35.510000,-76.670000,-0.463000,16.495300
147,2.157382,-0.061113,0.959341,35,0.003977,0.084190,805,0.470900,2.570000,-65.311000,0.039000,9.741700
148,2.130639,-0.058347,0.883814,31,0.002020,0.102059,810,0.257400,-25.570000,-74.785000,-0.342000,10.462200
149,2.271680,-0.051356,0.853168,32,0.003668,0.115965,574,-0.160100,-50.250000,-82.630000,-0.608000,6.502400
150,2.273854,-0.053329,0.839291,31,0.002480,0.102581,956,0.217300,-32.700000,-78.606000,-0.416000,9.943800
151,2.069110,-0.060757,0.954376,40,0.003264,0.072368,792,0.131300,-27.750000,-69.341000,-0.400000,6.953100
152,2.121016,-0.068570,0.872913,37,0.001856,0.082804,936,0.643800,20.880000,-63.719000,0.328000,3.605000
153,2.248500,-0.058991,1.017703,39,0.002573,0.093207,714,0.689100,22.950000,-68.524000,0.335000,3.651000
154,2.258169,-0.057014,0.830935,39,0.004017,0.114719,995,0.707900,25.730000,-67.358000,0.382000,6.978000
155,2.307796,-0.064764,0.970899,35,0.002895,0.071296,803,0.654000,20.270000,-66.349000,0.305000,3.591700
156,2.107301,-0.055641,0.923210,34,0.002325,0.112756,928,0.335400,-18.480000,-72.872000,-0.254000,9.004900
157,2.053788,-0.051135,0.855755,38,0.003814,0.063960,878,0.397800,-0.540000,-61.396000,-0.009000,6.160700
