threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,0.7553,5,6.25,5,False,Robust plateau | baseline outside
0.975,0.7752,2,2.5,2,False,Thin plateau | baseline outside
0.99,0.7871,1,1.25,1,False,Single-cell peak | baseline outside
