EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,0.4772,2.22,-68.427,-27.192,0.032,3.8662,False
360,0.08,0.3664,-7.84,-71.99,-27.192,-0.109,5.3261,False
360,0.09,0.4582,-0.1,-70.557,-27.192,-0.001,4.8109,False
360,0.1,0.3935,-5.03,-68.659,-27.192,-0.073,6.402,False
360,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
360,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
360,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
360,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
360,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
360,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
540,0.07,0.6365,17.77,-68.427,-27.192,0.26,3.697,False
540,0.08,0.5484,8.0,-68.427,-27.192,0.117,4.0596,False
540,0.09,0.6637,20.51,-67.77,-27.192,0.303,3.6999,False
540,0.1,0.3935,-5.03,-68.659,-27.192,-0.073,6.402,False
540,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
540,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
540,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
540,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
540,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
540,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
600,0.07,0.5534,9.38,-68.427,-27.192,0.137,3.697,False
600,0.08,0.5484,8.0,-68.427,-27.192,0.117,4.0596,False
600,0.09,0.6637,20.51,-67.77,-27.192,0.303,3.6999,False
600,0.1,0.6327,17.26,-67.185,-27.192,0.257,4.5822,False
600,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
600,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
600,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
600,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
600,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
600,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
660,0.07,0.5534,9.38,-68.427,-27.192,0.137,3.697,False
660,0.08,0.5484,8.0,-68.427,-27.192,0.117,4.0596,False
660,0.09,0.6637,20.51,-67.77,-27.192,0.303,3.6999,False
660,0.1,0.6327,17.26,-67.185,-27.192,0.257,4.5822,False
660,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
660,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
660,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
660,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
660,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
660,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
720,0.07,0.5534,9.38,-68.427,-27.192,0.137,3.697,False
720,0.08,0.4819,1.86,-68.427,-27.192,0.027,4.0596,False
720,0.09,0.6127,14.86,-67.77,-27.192,0.219,3.6999,True
720,0.1,0.7704,34.13,-67.185,-27.192,0.508,3.4765,False
720,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
720,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
720,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
720,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
720,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
720,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
900,0.07,0.5455,8.61,-68.427,-27.192,0.126,3.697,False
900,0.08,0.4819,1.86,-68.427,-27.192,0.027,4.0596,False
900,0.09,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
900,0.1,0.7414,30.27,-67.185,-27.192,0.451,3.4765,False
900,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
900,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
900,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
900,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
900,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
900,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
1080,0.07,0.5482,8.83,-68.427,-27.192,0.129,3.6973,False
1080,0.08,0.4867,2.29,-68.427,-27.192,0.033,4.0596,False
1080,0.09,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
1080,0.1,0.7414,30.27,-67.185,-27.192,0.451,3.4765,False
1080,0.15,0.4769,1.93,-66.863,-27.192,0.029,6.4513,False
1080,0.175,0.512,5.04,-66.863,-27.192,0.075,6.5259,False
1080,0.2,0.5705,11.4,-65.624,-27.192,0.174,6.5628,False
1080,0.225,0.6742,23.66,-63.819,-27.192,0.371,6.6255,False
1080,0.25,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
1080,0.3,0.4712,1.44,-66.863,-27.192,0.022,6.44,False
