EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.0005,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.0008,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.001,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.0015,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.002,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.0025,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
15,0.003,1.2429,120.98,-67.209,-27.346,1.8,2.0547,False
20,0.0,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.0005,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.0008,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.001,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.0015,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.002,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.0025,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
20,0.003,-0.5301,-66.73,-88.022,-28.336,-0.758,4.8949,False
25,0.0,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.0005,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.0008,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.001,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.0015,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.002,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.0025,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
25,0.003,0.3233,-18.03,-71.1,-26.862,-0.254,124.9545,False
30,0.0,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.0005,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.0008,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.001,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.0015,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.002,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.0025,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
30,0.003,0.2788,-24.62,-73.365,-27.181,-0.336,6.8347,False
35,0.0,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.0005,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.0008,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.001,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.0015,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.002,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.0025,0.6127,14.86,-67.77,-27.192,0.219,3.6999,False
35,0.003,0.6127,14.86,-67.77,-27.192,0.219,3.6999,True
40,0.0,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.0005,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.0008,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.001,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.0015,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.002,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.0025,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
40,0.003,0.3896,-13.34,-72.505,-27.434,-0.184,8.2791,False
45,0.0,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.0005,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.0008,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.001,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.0015,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.002,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.0025,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
45,0.003,0.2578,-30.82,-72.668,-27.951,-0.424,10.7318,False
50,0.0,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.0005,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.0008,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.001,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.0015,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.002,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.0025,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
50,0.003,0.1518,-42.46,-77.215,-27.698,-0.55,7.303,False
