TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,-0.103,-44.63,83.813,-0.539,1.787,310
0.04,31,-0.103,-44.63,83.813,-0.539,1.787,310
0.04,32,-0.103,-44.63,83.813,-0.539,1.787,310
0.04,33,-0.103,-44.63,83.813,-0.539,1.787,310
0.04,34,-0.103,-44.63,83.813,-0.539,1.787,310
0.04,35,0.473,-39.19,4.224,-3.921,1.619,313
0.04,36,0.473,-39.19,4.224,-3.921,1.619,313
0.04,37,0.473,-39.19,4.224,-3.921,1.619,313
0.04,38,0.473,-39.19,4.224,-3.921,1.619,313
0.04,39,0.473,-39.19,4.224,-3.921,1.619,313
0.04,40,0.476,-39.75,33.293,-6.108,2.559,303
0.04,41,0.476,-39.75,33.293,-6.108,2.559,303
0.04,42,0.476,-39.75,33.293,-6.108,2.559,303
0.04,43,0.476,-39.75,33.293,-6.108,2.559,303
0.04,44,0.476,-39.75,33.293,-6.108,2.559,303
0.05,30,-0.054,-52.86,870.431,-1.49,3.857,310
0.05,31,-0.054,-52.86,870.431,-1.49,3.857,310
0.05,32,-0.054,-52.86,870.431,-1.49,3.857,310
0.05,33,-0.054,-52.86,870.431,-1.49,3.857,310
0.05,34,-0.054,-52.86,870.431,-1.49,3.857,310
0.05,35,0.392,-49.5,7.048,-4.873,3.778,313
0.05,36,0.392,-49.5,7.048,-4.873,3.778,313
0.05,37,0.392,-49.5,7.048,-4.873,3.778,313
0.05,38,0.392,-49.5,7.048,-4.873,3.778,313
0.05,39,0.392,-49.5,7.048,-4.873,3.778,313
0.05,40,0.225,-52.48,16.391,-7.421,4.946,303
0.05,41,0.225,-52.48,16.391,-7.421,4.946,303
0.05,42,0.225,-52.48,16.391,-7.421,4.946,303
0.05,43,0.225,-52.48,16.391,-7.421,4.946,303
0.05,44,0.225,-52.48,16.391,-7.421,4.946,303
0.06,30,-0.092,-55.49,19.743,-2.343,3.857,310
0.06,31,-0.092,-55.49,19.743,-2.343,3.857,310
0.06,32,-0.092,-55.49,19.743,-2.343,3.857,310
0.06,33,-0.092,-55.49,19.743,-2.343,3.857,310
0.06,34,-0.092,-55.49,19.743,-2.343,3.857,310
0.06,35,0.427,-50.16,6.466,-5.41,3.778,313
0.06,36,0.427,-50.16,6.466,-5.41,3.778,313
0.06,37,0.427,-50.16,6.466,-5.41,3.778,313
0.06,38,0.427,-50.16,6.466,-5.41,3.778,313
0.06,39,0.427,-50.16,6.466,-5.41,3.778,313
0.06,40,0.22,-54.58,52.537,-7.921,4.946,303
0.06,41,0.22,-54.58,52.537,-7.921,4.946,303
0.06,42,0.22,-54.58,52.537,-7.921,4.946,303
0.06,43,0.22,-54.58,52.537,-7.921,4.946,303
0.06,44,0.22,-54.58,52.537,-7.921,4.946,303
0.07,30,0.096,-49.59,8.062,-1.382,3.857,310
0.07,31,0.096,-49.59,8.062,-1.382,3.857,310
0.07,32,0.096,-49.59,8.062,-1.382,3.857,310
0.07,33,0.096,-49.59,8.062,-1.382,3.857,310
0.07,34,0.096,-49.59,8.062,-1.382,3.857,310
0.07,35,0.608,-44.24,3.752,-3.566,3.778,313
0.07,36,0.608,-44.24,3.752,-3.566,3.778,313
0.07,37,0.608,-44.24,3.752,-3.566,3.778,313
0.07,38,0.608,-44.24,3.752,-3.566,3.778,313
0.07,39,0.608,-44.24,3.752,-3.566,3.778,313
0.07,40,0.516,-48.2,11.511,-5.227,4.946,303
0.07,41,0.516,-48.2,11.511,-5.227,4.946,303
0.07,42,0.516,-48.2,11.511,-5.227,4.946,303
0.07,43,0.516,-48.2,11.511,-5.227,4.946,303
0.07,44,0.516,-48.2,11.511,-5.227,4.946,303
0.08,30,-0.004,-52.41,9.385,-1.619,3.857,310
0.08,31,-0.004,-52.41,9.385,-1.619,3.857,310
0.08,32,-0.004,-52.41,9.385,-1.619,3.857,310
0.08,33,-0.004,-52.41,9.385,-1.619,3.857,310
0.08,34,-0.004,-52.41,9.385,-1.619,3.857,310
0.08,35,0.508,-45.51,3.896,-3.672,3.778,313
0.08,36,0.508,-45.51,3.896,-3.672,3.778,313
0.08,37,0.508,-45.51,3.896,-3.672,3.778,313
0.08,38,0.508,-45.51,3.896,-3.672,3.778,313
0.08,39,0.508,-45.51,3.896,-3.672,3.778,313
0.08,40,0.411,-49.62,12.488,-5.273,4.946,303
0.08,41,0.411,-49.62,12.488,-5.273,4.946,303
0.08,42,0.411,-49.62,12.488,-5.273,4.946,303
0.08,43,0.411,-49.62,12.488,-5.273,4.946,303
0.08,44,0.411,-49.62,12.488,-5.273,4.946,303
0.09,30,-0.086,-54.52,11.384,-1.619,3.857,310
0.09,31,-0.086,-54.52,11.384,-1.619,3.857,310
0.09,32,-0.086,-54.52,11.384,-1.619,3.857,310
0.09,33,-0.086,-54.52,11.384,-1.619,3.857,310
0.09,34,-0.086,-54.52,11.384,-1.619,3.857,310
0.09,35,0.417,-47.93,4.11,-3.672,3.778,313
0.09,36,0.417,-47.93,4.11,-3.672,3.778,313
0.09,37,0.417,-47.93,4.11,-3.672,3.778,313
0.09,38,0.417,-47.93,4.11,-3.672,3.778,313
0.09,39,0.417,-47.93,4.11,-3.672,3.778,313
0.09,40,0.326,-49.62,14.869,-5.273,4.946,303
0.09,41,0.326,-49.62,14.869,-5.273,4.946,303
0.09,42,0.326,-49.62,14.869,-5.273,4.946,303
0.09,43,0.326,-49.62,14.869,-5.273,4.946,303
0.09,44,0.326,-49.62,14.869,-5.273,4.946,303
0.1,30,0.075,-49.03,9.451,-1.619,3.857,310
0.1,31,0.075,-49.03,9.451,-1.619,3.857,310
0.1,32,0.075,-49.03,9.451,-1.619,3.857,310
0.1,33,0.075,-49.03,9.451,-1.619,3.857,310
0.1,34,0.075,-49.03,9.451,-1.619,3.857,310
0.1,35,0.594,-45.28,3.904,-3.672,3.778,313
0.1,36,0.594,-45.28,3.904,-3.672,3.778,313
0.1,37,0.594,-45.28,3.904,-3.672,3.778,313
0.1,38,0.594,-45.28,3.904,-3.672,3.778,313
0.1,39,0.594,-45.28,3.904,-3.672,3.778,313
0.1,40,0.493,-49.62,12.57,-5.273,4.946,303
0.1,41,0.493,-49.62,12.57,-5.273,4.946,303
0.1,42,0.493,-49.62,12.57,-5.273,4.946,303
0.1,43,0.493,-49.62,12.57,-5.273,4.946,303
0.1,44,0.493,-49.62,12.57,-5.273,4.946,303
0.11,30,0.075,-49.03,9.451,-1.619,3.857,310
0.11,31,0.075,-49.03,9.451,-1.619,3.857,310
0.11,32,0.075,-49.03,9.451,-1.619,3.857,310
0.11,33,0.075,-49.03,9.451,-1.619,3.857,310
0.11,34,0.075,-49.03,9.451,-1.619,3.857,310
0.11,35,0.594,-45.28,3.904,-3.672,3.778,313
0.11,36,0.594,-45.28,3.904,-3.672,3.778,313
0.11,37,0.594,-45.28,3.904,-3.672,3.778,313
0.11,38,0.594,-45.28,3.904,-3.672,3.778,313
0.11,39,0.594,-45.28,3.904,-3.672,3.778,313
0.11,40,0.493,-49.62,12.57,-5.273,4.946,303
0.11,41,0.493,-49.62,12.57,-5.273,4.946,303
0.11,42,0.493,-49.62,12.57,-5.273,4.946,303
0.11,43,0.493,-49.62,12.57,-5.273,4.946,303
0.11,44,0.493,-49.62,12.57,-5.273,4.946,303
0.12,30,0.075,-49.03,9.451,-1.619,3.857,310
0.12,31,0.075,-49.03,9.451,-1.619,3.857,310
0.12,32,0.075,-49.03,9.451,-1.619,3.857,310
0.12,33,0.075,-49.03,9.451,-1.619,3.857,310
