threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,0.6797,56,70.0,48,False,Robust plateau | baseline outside
0.975,0.6976,56,70.0,48,False,Robust plateau | baseline outside
0.99,0.7083,16,20.0,8,False,Robust plateau | baseline outside
