slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,0.4151,-0.0787,-8.31,-69.67,-0.12,Unusable
0.1,0.2,0.3363,-0.1576,-15.63,-71.23,-0.22,Unusable
0.25,0.5,0.0996,-0.3943,-34.29,-75.43,-0.45,Unusable
0.5,1.0,-0.2951,-0.789,-56.76,-81.14,-0.7,Unusable
1.0,2.0,-1.079,-1.5729,-81.4,-89.07,-0.91,Unusable
