PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,0.7951,24.8,-25.727,-7.372,0.964,3.3619,False
-0.04,1.0,0.7869,28.52,-31.322,-9.215,0.911,3.2843,False
-0.04,1.2,0.7586,30.18,-36.705,-11.058,0.822,3.2843,False
-0.04,1.4,0.7594,32.89,-41.528,-12.901,0.792,3.2843,False
-0.04,1.5,0.7559,33.6,-43.814,-13.823,0.767,3.2843,False
-0.04,1.6,0.7484,33.7,-46.023,-14.744,0.732,3.2843,False
-0.04,1.8,0.7359,33.25,-50.216,-16.587,0.662,3.2843,False
-0.04,2.0,0.7253,31.93,-54.124,-18.43,0.59,3.2843,False
-0.05,0.8,0.6538,18.94,-29.185,-8.524,0.649,3.4416,False
-0.05,1.0,0.652,21.41,-34.503,-10.655,0.621,3.3695,False
-0.05,1.2,0.6212,21.33,-40.116,-12.786,0.532,3.3695,False
-0.05,1.4,0.6264,22.55,-45.348,-14.917,0.497,3.3695,False
-0.05,1.5,0.6264,22.67,-47.827,-15.982,0.474,3.3695,False
-0.05,1.6,0.6264,22.58,-50.217,-17.048,0.45,3.3695,False
-0.05,1.8,0.6264,21.75,-54.742,-19.179,0.397,3.3695,False
-0.05,2.0,0.6205,19.49,-58.94,-21.31,0.331,3.3695,False
-0.055,0.8,0.6727,19.86,-31.176,-9.852,0.637,3.6189,False
-0.055,1.0,0.6836,23.19,-36.83,-12.315,0.63,3.552,False
-0.055,1.2,0.6629,24.02,-42.717,-14.778,0.562,3.552,False
-0.055,1.4,0.6683,25.68,-48.17,-17.241,0.533,3.552,False
-0.055,1.5,0.6683,25.99,-50.74,-18.473,0.512,3.552,False
-0.055,1.6,0.6683,26.07,-53.211,-19.704,0.49,3.552,False
-0.055,1.8,0.6683,25.55,-57.865,-22.167,0.441,3.552,False
-0.055,2.0,0.6625,23.5,-62.152,-24.63,0.378,3.552,False
-0.06,0.8,0.6333,18.22,-32.243,-9.888,0.565,3.7604,False
-0.06,1.0,0.6444,21.11,-38.074,-12.36,0.554,3.6999,False
-0.06,1.2,0.6248,21.55,-44.099,-14.832,0.489,3.6999,False
-0.06,1.4,0.6302,22.68,-49.659,-17.304,0.457,3.6999,False
-0.06,1.5,0.6302,22.73,-52.274,-18.54,0.435,3.6999,False
-0.06,1.6,0.6302,22.55,-54.782,-19.776,0.412,3.6999,False
-0.06,1.8,0.6302,21.51,-59.492,-22.248,0.362,3.6999,False
-0.06,2.0,0.6244,18.97,-63.813,-24.72,0.297,3.6999,False
-0.065,0.8,0.7293,22.19,-29.756,-8.824,0.746,3.6357,False
-0.065,1.0,0.7453,26.45,-35.093,-11.03,0.754,3.5898,False
-0.065,1.2,0.7264,28.17,-40.767,-13.236,0.691,3.5898,False
-0.065,1.4,0.732,30.73,-46.044,-15.442,0.668,3.5898,False
-0.065,1.5,0.732,31.51,-48.54,-16.545,0.649,3.5898,False
-0.065,1.6,0.732,32.06,-50.945,-17.648,0.629,3.5898,False
-0.065,1.8,0.732,32.48,-55.489,-19.854,0.585,3.5898,False
-0.065,2.0,0.7262,31.33,-59.696,-22.06,0.525,3.5898,False
-0.07,0.8,0.7111,21.44,-30.23,-8.824,0.709,3.6587,False
-0.07,1.0,0.7294,25.6,-35.567,-11.03,0.72,3.6187,False
-0.07,1.2,0.7104,27.12,-41.295,-13.236,0.657,3.6187,False
-0.07,1.4,0.7159,29.47,-46.615,-15.442,0.632,3.6187,False
-0.07,1.5,0.7159,30.13,-49.129,-16.545,0.613,3.6187,False
-0.07,1.6,0.7159,30.56,-51.548,-17.648,0.593,3.6187,False
-0.07,1.8,0.7159,30.76,-56.116,-19.854,0.548,3.6187,False
-0.07,2.0,0.7101,29.41,-60.338,-22.06,0.487,3.6187,False
-0.075,0.8,0.7106,21.42,-30.242,-8.824,0.708,3.6592,False
-0.075,1.0,0.729,25.58,-35.58,-11.03,0.719,3.6193,False
-0.075,1.2,0.71,27.1,-41.309,-13.236,0.656,3.6193,False
-0.075,1.4,0.7155,29.43,-46.63,-15.442,0.631,3.6193,False
-0.075,1.5,0.7155,30.09,-49.144,-16.545,0.612,3.6193,False
-0.075,1.6,0.7155,30.53,-51.564,-17.648,0.592,3.6193,False
-0.075,1.8,0.7155,30.72,-56.132,-19.854,0.547,3.6193,False
-0.075,2.0,0.7097,29.36,-60.355,-22.06,0.486,3.6193,False
-0.08,0.8,0.7106,21.42,-30.242,-8.824,0.708,3.6592,False
-0.08,1.0,0.729,25.58,-35.58,-11.03,0.719,3.6193,False
-0.08,1.2,0.71,27.1,-41.309,-13.236,0.656,3.6193,False
-0.08,1.4,0.7155,29.43,-46.63,-15.442,0.631,3.6193,False
-0.08,1.5,0.7155,30.09,-49.144,-16.545,0.612,3.6193,False
-0.08,1.6,0.7155,30.53,-51.564,-17.648,0.592,3.6193,False
-0.08,1.8,0.7155,30.72,-56.132,-19.854,0.547,3.6193,False
-0.08,2.0,0.7097,29.36,-60.355,-22.06,0.486,3.6193,False
-0.085,0.8,0.7106,21.42,-30.242,-8.824,0.708,3.6592,False
-0.085,1.0,0.729,25.58,-35.58,-11.03,0.719,3.6193,False
-0.085,1.2,0.71,27.1,-41.309,-13.236,0.656,3.6193,False
-0.085,1.4,0.7155,29.43,-46.63,-15.442,0.631,3.6193,False
-0.085,1.5,0.7155,30.09,-49.144,-16.545,0.612,3.6193,False
-0.085,1.6,0.7155,30.53,-51.564,-17.648,0.592,3.6193,False
-0.085,1.8,0.7155,30.72,-56.132,-19.854,0.547,3.6193,False
-0.085,2.0,0.7097,29.36,-60.355,-22.06,0.486,3.6193,False
-0.1,0.8,0.7106,21.42,-30.242,-8.824,0.708,3.6592,False
-0.1,1.0,0.729,25.58,-35.58,-11.03,0.719,3.6193,False
-0.1,1.2,0.71,27.1,-41.309,-13.236,0.656,3.6193,False
-0.1,1.4,0.7155,29.43,-46.63,-15.442,0.631,3.6193,False
-0.1,1.5,0.7155,30.09,-49.144,-16.545,0.612,3.6193,False
-0.1,1.6,0.7155,30.53,-51.564,-17.648,0.592,3.6193,False
-0.1,1.8,0.7155,30.72,-56.132,-19.854,0.547,3.6193,False
-0.1,2.0,0.7097,29.36,-60.355,-22.06,0.486,3.6193,False
