Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0162,0.7543,0.0694,0.1784,378,
AvgDailyRet%,level,1,0.0301,0.56,0.0675,0.1906,378,
Calmar,level,1,-0.0053,0.9238,0.0641,0.248,327,
Sharpe,level,1,0.0196,0.7065,0.0639,0.2195,371,
Sortino,level,1,0.0024,0.963,0.0427,0.4078,378,
AvgDailyRet%,delta,1,0.0168,0.7455,0.028,0.5882,377,
CAGR%,delta,1,-0.0372,0.4718,0.0254,0.6228,377,
Sharpe,delta,1,0.0663,0.2035,0.0194,0.7104,370,
Sortino,delta,1,-0.0104,0.8405,0.0187,0.7168,377,
Calmar,delta,1,-0.0332,0.5504,-0.0058,0.9165,326,
Sharpe,level,3,0.0177,0.7343,0.1256,0.0158,369,yes
CAGR%,level,3,-0.0212,0.6822,0.1196,0.0204,376,yes
AvgDailyRet%,level,3,0.0449,0.3848,0.1187,0.0213,376,yes
Sortino,level,3,0.004,0.9389,0.1032,0.0455,376,yes
Calmar,level,3,-0.0151,0.786,0.0936,0.0909,327,
CAGR%,delta,3,0.0517,0.3179,0.05,0.3345,375,
AvgDailyRet%,delta,3,0.0119,0.818,0.0451,0.3838,375,
Sharpe,delta,3,0.0173,0.7401,0.0423,0.4188,368,
Sortino,delta,3,0.0376,0.4684,0.0245,0.6368,375,
Calmar,delta,3,0.0801,0.149,0.0021,0.9702,326,
Sharpe,level,5,0.0278,0.5949,0.1307,0.0122,367,yes
Sortino,level,5,-0.0205,0.6932,0.1186,0.0218,374,yes
AvgDailyRet%,level,5,0.0549,0.2899,0.1144,0.0269,374,yes
CAGR%,level,5,-0.0695,0.1801,0.1122,0.03,374,yes
Calmar,delta,5,0.1015,0.0673,-0.0699,0.2079,326,
Calmar,level,5,-0.0752,0.1748,0.0397,0.4739,327,
Sharpe,delta,5,0.0323,0.5376,0.0199,0.7051,366,
AvgDailyRet%,delta,5,0.0273,0.5992,0.0127,0.8075,373,
Sortino,delta,5,0.0544,0.2951,-0.0116,0.8236,373,
CAGR%,delta,5,0.0876,0.0911,0.0038,0.9413,373,
