Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0305,0.58,0.0998,0.0693,332,
Sortino,level,1,0.028,0.5824,0.0817,0.1083,388,
Calmar,level,1,0.0036,0.9558,0.0807,0.2198,233,
CAGR%,level,1,-0.0543,0.2856,0.0693,0.173,388,
Calmar,delta,1,-0.1293,0.0492,-0.0691,0.2949,232,
AvgDailyRet%,level,1,0.034,0.5048,0.0686,0.1774,388,
Sharpe,delta,1,0.0697,0.2059,0.0394,0.4749,331,
Sortino,delta,1,-0.0232,0.649,-0.0317,0.5346,387,
CAGR%,delta,1,-0.0377,0.4597,-0.0111,0.8277,387,
AvgDailyRet%,delta,1,-0.0013,0.9801,0.0041,0.9361,387,
Sharpe,level,3,0.0117,0.8328,0.1349,0.0142,330,yes
Sortino,level,3,0.0454,0.3735,0.1193,0.019,386,yes
Calmar,level,3,0.0783,0.2337,0.1114,0.0898,233,
CAGR%,level,3,-0.0288,0.5726,0.1071,0.0354,386,yes
AvgDailyRet%,level,3,0.0565,0.2678,0.1047,0.0398,386,yes
Sortino,delta,3,0.0332,0.5158,0.0811,0.1121,385,
Sharpe,delta,3,0.0632,0.2532,0.0383,0.4885,329,
CAGR%,delta,3,-0.0708,0.1657,0.0265,0.6037,385,
AvgDailyRet%,delta,3,-0.0298,0.5601,0.0227,0.6567,385,
Calmar,delta,3,-0.017,0.7971,0.0168,0.7992,232,
CAGR%,level,5,0.0384,0.4535,0.1269,0.0128,384,yes
AvgDailyRet%,level,5,0.0964,0.0592,0.1264,0.0132,384,yes
Sharpe,level,5,0.0372,0.5014,0.1227,0.0262,328,yes
Sortino,level,5,0.0338,0.5085,0.0939,0.0662,384,
Calmar,level,5,0.0603,0.3596,0.0558,0.3962,233,
Sortino,delta,5,0.0196,0.7015,0.0335,0.5136,383,
AvgDailyRet%,delta,5,-0.0338,0.5092,-0.0116,0.8211,383,
Sharpe,delta,5,0.0236,0.6704,0.0069,0.9009,327,
CAGR%,delta,5,-0.0216,0.6735,-0.0067,0.8954,383,
Calmar,delta,5,-0.0144,0.8269,0.0016,0.981,232,
