PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,1.8492,301.5,-48.166,-12.568,6.26,3.3586,False
-0.04,0.045,1.5889,219.1,-53.819,-12.568,4.071,4.3317,False
-0.04,0.05,2.1509,538.39,-56.283,-12.568,9.566,3.5798,False
-0.04,0.055,2.5922,1027.86,-38.716,-12.568,26.549,0.966,False
-0.04,0.06,2.5023,919.66,-41.354,-12.568,22.239,1.0105,False
-0.04,0.065,2.3672,749.8,-41.274,-12.568,18.166,1.0617,False
-0.04,0.075,2.4652,840.82,-38.399,-12.568,21.897,1.0895,False
-0.04,0.08,2.4141,789.69,-39.697,-12.568,19.893,1.1208,False
-0.04,0.085,2.4336,810.03,-37.964,-12.568,21.337,1.0574,False
-0.04,0.09,2.3652,744.18,-37.964,-12.568,19.603,1.0675,False
-0.04,0.095,2.4101,825.51,-37.964,-12.568,21.745,1.0562,False
-0.04,0.1,2.4101,825.51,-37.964,-12.568,21.745,1.0562,False
-0.04,0.105,2.405,820.24,-37.964,-12.568,21.606,1.0561,False
-0.04,0.11,2.3972,812.15,-37.964,-12.568,21.393,1.056,False
-0.04,0.115,2.4554,875.6,-37.964,-12.568,23.064,1.061,False
-0.04,0.12,2.4554,875.6,-37.964,-12.568,23.064,1.061,False
-0.04,0.125,2.4554,875.6,-37.964,-12.568,23.064,1.061,False
-0.04,0.13,2.4554,875.6,-37.964,-12.568,23.064,1.061,False
-0.05,0.04,1.8492,301.5,-48.166,-12.568,6.26,3.3586,False
-0.05,0.045,1.7421,273.13,-50.832,-12.568,5.373,3.9861,False
-0.05,0.05,2.4262,764.47,-55.196,-12.568,13.85,2.8665,False
-0.05,0.055,2.7815,1305.95,-40.163,-12.568,32.516,0.8829,False
-0.05,0.06,2.6778,1156.67,-41.893,-12.568,27.61,0.8901,False
-0.05,0.065,2.4859,884.41,-42.329,-12.568,20.894,0.9288,False
-0.05,0.075,2.7537,1231.7,-38.748,-12.568,31.788,0.8458,False
-0.05,0.08,2.7384,1209.39,-40.038,-12.568,30.206,0.8596,False
-0.05,0.085,2.7537,1233.44,-35.71,-12.568,34.54,0.808,False
-0.05,0.09,2.6988,1156.21,-35.71,-12.568,32.377,0.8106,False
-0.05,0.095,2.7271,1263.08,-36.108,-12.568,34.981,0.8039,False
-0.05,0.1,2.7247,1259.49,-36.291,-12.568,34.705,0.8051,False
-0.05,0.105,2.7696,1328.16,-35.71,-12.568,37.193,0.7805,False
-0.05,0.11,2.7616,1315.61,-35.71,-12.568,36.841,0.78,False
-0.05,0.115,2.8205,1414.08,-35.71,-12.568,39.599,0.7878,False
-0.05,0.12,2.8205,1414.08,-35.71,-12.568,39.599,0.7878,False
-0.05,0.125,2.8205,1414.08,-35.71,-12.568,39.599,0.7878,False
-0.05,0.13,2.8205,1414.08,-35.71,-12.568,39.599,0.7878,False
-0.055,0.04,1.8492,301.5,-48.166,-12.568,6.26,3.3586,False
-0.055,0.045,1.7421,273.13,-50.832,-12.568,5.373,3.9861,False
-0.055,0.05,2.4262,764.47,-55.196,-12.568,13.85,2.8665,False
-0.055,0.055,2.887,1484.95,-40.369,-12.991,36.784,0.9013,False
-0.055,0.06,2.7229,1231.12,-43.142,-13.816,28.536,0.9342,False
-0.055,0.065,2.5482,962.01,-45.68,-13.816,21.06,1.0014,False
-0.055,0.075,2.7369,1224.01,-45.23,-14.432,27.062,0.9605,False
-0.055,0.08,2.7182,1197.12,-46.384,-14.432,25.809,0.9712,False
-0.055,0.085,2.7334,1220.95,-41.958,-14.432,29.1,0.9179,False
-0.055,0.09,2.6791,1144.44,-41.958,-14.432,27.276,0.922,False
-0.055,0.095,2.7082,1250.32,-41.958,-14.432,29.799,0.9121,False
-0.055,0.1,2.7058,1246.75,-41.958,-14.432,29.715,0.9135,False
