EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.0005,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.0008,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.001,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.0015,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.002,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.0025,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
15,0.003,1.9308,405.49,-55.485,-16.533,7.308,1.4687,False
20,0.0,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.0005,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.0008,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.001,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.0015,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.002,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.0025,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
20,0.003,1.3333,146.98,-65.364,-14.729,2.249,1.7052,False
25,0.0,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.0005,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.0008,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.001,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.0015,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.002,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.0025,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
25,0.003,1.5813,229.38,-44.016,-15.004,5.211,0.856,False
30,0.0,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.0005,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.0008,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.001,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.0015,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.002,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.0025,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
30,0.003,2.0727,522.69,-46.298,-14.768,11.29,1.1429,False
35,0.0,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.0005,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.0008,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.001,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.0015,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.002,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.0025,2.7933,1317.37,-39.762,-15.944,33.132,0.915,False
35,0.003,2.7933,1317.37,-39.762,-15.944,33.132,0.915,True
40,0.0,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.0005,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.0008,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.001,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.0015,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.002,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.0025,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
40,0.003,2.1893,586.56,-48.973,-15.334,11.977,1.3446,False
45,0.0,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.0005,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.0008,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.001,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.0015,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.002,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.0025,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
45,0.003,2.5292,939.59,-51.09,-15.334,18.391,1.703,False
50,0.0,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.0005,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.0008,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.001,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.0015,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.002,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.0025,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
50,0.003,2.4276,860.54,-52.481,-15.488,16.397,1.4044,False
