L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,1.8492,84.28,-18.122,-4.57,4.651,3.3586,False
0.8,0.045,1.7421,81.29,-21.059,-4.57,3.86,3.9861,False
0.8,0.05,2.4262,151.2,-23.847,-4.57,6.34,2.8665,False
0.8,0.055,2.887,217.32,-14.99,-4.724,14.497,0.9013,False
0.8,0.06,2.7111,197.82,-16.631,-5.024,11.895,0.9468,False
0.8,0.065,2.6427,186.1,-15.07,-5.798,12.349,0.9702,False
0.8,0.075,2.7933,206.26,-16.193,-5.798,12.738,0.915,False
0.8,0.08,2.9391,222.57,-16.811,-5.798,13.24,0.8369,False
0.8,0.085,2.938,222.99,-15.986,-5.798,13.95,0.7881,False
0.8,0.09,2.8825,216.35,-15.986,-5.798,13.534,0.7907,False
0.8,0.095,2.907,227.68,-16.118,-5.798,14.125,0.7916,False
0.8,0.1,2.9045,227.38,-16.2,-5.798,14.036,0.7928,False
0.8,0.105,2.923,229.89,-15.986,-5.798,14.381,0.7704,False
0.8,0.11,2.915,228.88,-15.986,-5.798,14.318,0.7701,False
0.8,0.115,2.974,236.85,-15.986,-5.798,14.816,0.7764,False
0.8,0.12,2.974,236.85,-15.986,-5.798,14.816,0.7764,False
0.8,0.125,2.974,236.85,-15.986,-5.798,14.816,0.7764,False
0.8,0.13,2.974,236.85,-15.986,-5.798,14.816,0.7764,False
0.9,0.04,1.8492,97.15,-20.398,-5.141,4.763,3.3586,False
0.9,0.045,1.7421,93.39,-23.47,-5.141,3.979,3.9861,False
0.9,0.05,2.4262,178.64,-26.512,-5.141,6.738,2.8665,False
0.9,0.055,2.887,262.01,-16.863,-5.315,15.538,0.9013,False
0.9,0.06,2.7111,236.97,-18.685,-5.652,12.683,0.9468,False
0.9,0.065,2.6427,222.16,-16.83,-6.523,13.2,0.9702,False
0.9,0.075,2.7933,247.74,-18.071,-6.523,13.71,0.915,False
0.9,0.08,2.9391,268.75,-18.752,-6.523,14.331,0.8369,False
0.9,0.085,2.938,269.27,-17.842,-6.523,15.092,0.7881,False
0.9,0.09,2.8825,260.72,-17.842,-6.523,14.612,0.7907,False
0.9,0.095,2.907,275.09,-17.99,-6.523,15.291,0.7916,False
0.9,0.1,2.9045,274.71,-18.081,-6.523,15.194,0.7928,False
0.9,0.105,2.923,277.95,-17.842,-6.523,15.578,0.7704,False
0.9,0.11,2.915,276.64,-17.842,-6.523,15.505,0.7701,False
0.9,0.115,2.974,286.94,-17.842,-6.523,16.082,0.7764,False
0.9,0.12,2.974,286.94,-17.842,-6.523,16.082,0.7764,False
0.9,0.125,2.974,286.94,-17.842,-6.523,16.082,0.7764,False
0.9,0.13,2.974,286.94,-17.842,-6.523,16.082,0.7764,False
1.0,0.04,1.8492,110.52,-22.664,-5.713,4.876,3.3586,False
1.0,0.045,1.7421,105.88,-25.831,-5.713,4.099,3.9861,False
1.0,0.05,2.4262,208.31,-29.108,-5.713,7.156,2.8665,False
1.0,0.055,2.887,311.89,-18.738,-5.905,16.645,0.9013,False
1.0,0.06,2.7111,280.22,-20.727,-6.28,13.52,0.9468,False
1.0,0.065,2.6427,261.76,-18.563,-7.247,14.101,0.9702,False
1.0,0.075,2.7933,293.75,-19.917,-7.247,14.749,0.915,False
1.0,0.08,2.9391,320.39,-20.66,-7.247,15.508,0.8369,False
1.0,0.085,2.938,321.04,-19.669,-7.247,16.322,0.7881,False
1.0,0.09,2.8825,310.18,-19.669,-7.247,15.77,0.7907,False
1.0,0.095,2.907,328.14,-19.832,-7.247,16.546,0.7916,False
1.0,0.1,2.9045,327.66,-19.93,-7.247,16.44,0.7928,False
1.0,0.105,2.923,331.77,-19.669,-7.247,16.868,0.7704,False
1.0,0.11,2.915,330.1,-19.669,-7.247,16.783,0.7701,False
1.0,0.115,2.974,343.21,-19.669,-7.247,17.45,0.7764,False
1.0,0.12,2.974,343.21,-19.669,-7.247,17.45,0.7764,False
1.0,0.125,2.974,343.21,-19.669,-7.247,17.45,0.7764,False
1.0,0.13,2.974,343.21,-19.669,-7.247,17.45,0.7764,False
1.1,0.04,1.8492,124.38,-24.919,-6.284,4.991,3.3586,False
1.1,0.045,1.7421,118.71,-28.142,-6.284,4.218,3.9861,False
1.1,0.05,2.4262,240.32,-31.636,-6.284,7.596,2.8665,False
1.1,0.055,2.887,367.39,-20.608,-6.496,17.828,0.9013,False
1.1,0.06,2.7111,327.83,-22.755,-6.908,14.407,0.9468,False
1.1,0.065,2.6427,305.13,-20.27,-7.972,15.053,0.9702,False
1.1,0.075,2.7933,344.62,-21.733,-7.972,15.857,0.915,False
1.1,0.08,2.9391,377.98,-22.533,-7.972,16.774,0.8369,False
1.1,0.085,2.938,378.76,-21.465,-7.972,17.645,0.7881,False
1.1,0.09,2.8825,365.15,-21.465,-7.972,17.012,0.7907,False
1.1,0.095,2.907,387.32,-21.643,-7.972,17.896,0.7916,False
1.1,0.1,2.9045,386.71,-21.749,-7.972,17.78,0.7928,False
1.1,0.105,2.923,391.87,-21.465,-7.972,18.256,0.7704,False
1.1,0.11,2.915,389.77,-21.465,-7.972,18.159,0.7701,False
1.1,0.115,2.974,406.24,-21.465,-7.972,18.926,0.7764,False
1.1,0.12,2.974,406.24,-21.465,-7.972,18.926,0.7764,False
1.1,0.125,2.974,406.24,-21.465,-7.972,18.926,0.7764,False
1.1,0.13,2.974,406.24,-21.465,-7.972,18.926,0.7764,False
1.2,0.04,1.8492,138.7,-27.158,-6.855,5.107,3.3586,False
1.2,0.045,1.7421,131.88,-30.404,-6.855,4.337,3.9861,False
1.2,0.05,2.4262,274.74,-34.097,-6.855,8.058,2.8665,False
1.2,0.055,2.887,428.97,-22.47,-7.086,19.091,0.9013,False
1.2,0.06,2.7111,380.1,-24.769,-7.536,15.346,0.9468,False
1.2,0.065,2.6427,352.48,-21.951,-8.697,16.058,0.9702,False
1.2,0.075,2.7933,400.69,-23.518,-8.697,17.037,0.915,False
1.2,0.08,2.9391,442.01,-24.374,-8.697,18.135,0.8369,False
1.2,0.085,2.938,442.93,-23.232,-8.697,19.066,0.7881,False
1.2,0.09,2.8825,426.07,-23.232,-8.697,18.34,0.7907,False
1.2,0.095,2.907,453.13,-23.424,-8.697,19.345,0.7916,False
1.2,0.1,2.9045,452.38,-23.538,-8.697,19.219,0.7928,False
1.2,0.105,2.923,458.77,-23.232,-8.697,19.747,0.7704,False
1.2,0.11,2.915,456.16,-23.232,-8.697,19.635,0.7701,False
1.2,0.115,2.974,476.62,-23.232,-8.697,20.516,0.7764,False
1.2,0.12,2.974,476.62,-23.232,-8.697,20.516,0.7764,False
1.2,0.125,2.974,476.62,-23.232,-8.697,20.516,0.7764,False
1.2,0.13,2.974,476.62,-23.232,-8.697,20.516,0.7764,False
1.3,0.04,1.8492,153.47,-29.378,-7.426,5.224,3.3586,False
1.3,0.045,1.7421,145.33,-32.616,-7.426,4.456,3.9861,False
1.3,0.05,2.4262,311.67,-36.492,-7.426,8.541,2.8665,False
1.3,0.055,2.887,497.1,-24.323,-7.676,20.438,0.9013,False
1.3,0.06,2.7111,437.29,-26.766,-8.164,16.338,0.9468,False
1.3,0.065,2.6427,404.01,-23.606,-9.422,17.115,0.9702,False
1.3,0.075,2.7933,462.29,-25.273,-9.422,18.292,0.915,False
1.3,0.08,2.9391,512.98,-26.181,-9.422,19.594,0.8369,False
1.3,0.085,2.938,514.07,-24.969,-9.422,20.588,0.7881,False
1.3,0.09,2.8825,493.37,-24.969,-9.422,19.759,0.7907,False
1.3,0.095,2.907,526.09,-25.175,-9.422,20.897,0.7916,False
1.3,0.1,2.9045,525.16,-25.297,-9.422,20.76,0.7928,False
1.3,0.105,2.923,533.0,-24.969,-9.422,21.347,0.7704,False
1.3,0.11,2.915,529.8,-24.969,-9.422,21.218,0.7701,False
1.3,0.115,2.974,554.97,-24.969,-9.422,22.226,0.7764,False
1.3,0.12,2.974,554.97,-24.969,-9.422,22.226,0.7764,False
1.3,0.125,2.974,554.97,-24.969,-9.422,22.226,0.7764,False
1.3,0.13,2.974,554.97,-24.969,-9.422,22.226,0.7764,False
1.4,0.04,1.8492,168.66,-31.579,-7.997,5.341,3.3586,False
1.4,0.045,1.7421,159.05,-34.779,-7.997,4.573,3.9861,False
1.4,0.05,2.4262,351.16,-38.821,-7.997,9.046,2.8665,False
1.4,0.055,2.887,572.26,-26.165,-8.267,21.871,0.9013,False
1.4,0.06,2.7111,499.7,-28.744,-8.792,17.384,0.9468,False
1.4,0.065,2.6427,459.92,-25.235,-10.146,18.225,0.9702,False
1.4,0.075,2.7933,529.77,-26.998,-10.146,19.622,0.915,False
1.4,0.08,2.9391,591.43,-27.956,-10.146,21.156,0.8369,False
1.4,0.085,2.938,592.68,-26.677,-10.146,22.217,0.7881,False
1.4,0.09,2.8825,567.5,-26.677,-10.146,21.273,0.7907,False
1.4,0.095,2.907,606.72,-26.897,-10.146,22.557,0.7916,False
1.4,0.1,2.9045,605.58,-27.026,-10.146,22.407,0.7928,False
1.4,0.105,2.923,615.13,-26.677,-10.146,23.058,0.7704,False
1.4,0.11,2.915,611.22,-26.677,-10.146,22.911,0.7701,False
1.4,0.115,2.974,641.93,-26.677,-10.146,24.063,0.7764,False
1.4,0.12,2.974,641.93,-26.677,-10.146,24.063,0.7764,False
1.4,0.125,2.974,641.93,-26.677,-10.146,24.063,0.7764,False
1.4,0.13,2.974,641.93,-26.677,-10.146,24.063,0.7764,False
1.5,0.04,1.8492,184.25,-33.755,-8.569,5.458,3.3586,False
1.5,0.045,1.7421,172.99,-36.892,-8.569,4.689,3.9861,False
1.5,0.05,2.4262,393.29,-41.085,-8.569,9.572,2.8665,False
1.5,0.055,2.887,654.93,-27.996,-8.858,23.394,0.9013,False
1.5,0.06,2.7111,567.57,-30.704,-9.42,18.485,0.9468,False
1.5,0.065,2.6427,520.39,-26.839,-10.871,19.389,0.9702,False
1.5,0.075,2.7933,603.46,-28.694,-10.871,21.031,0.915,False
1.5,0.08,2.9391,677.86,-29.699,-10.871,22.825,0.8369,False
1.5,0.085,2.938,679.31,-28.357,-10.871,23.956,0.7881,False
1.5,0.09,2.8825,648.9,-28.357,-10.871,22.883,0.7907,False
1.5,0.095,2.907,695.56,-28.591,-10.871,24.328,0.7916,False
1.5,0.1,2.9045,694.18,-28.726,-10.871,24.166,0.7928,False
1.5,0.105,2.923,705.7,-28.357,-10.871,24.886,0.7704,False
1.5,0.11,2.915,700.97,-28.357,-10.871,24.719,0.7701,False
1.5,0.115,2.974,738.14,-28.357,-10.871,26.03,0.7764,False
1.5,0.12,2.974,738.14,-28.357,-10.871,26.03,0.7764,False
1.5,0.125,2.974,738.14,-28.357,-10.871,26.03,0.7764,False
1.5,0.13,2.974,738.14,-28.357,-10.871,26.03,0.7764,False
1.6,0.04,1.8492,200.2,-35.907,-9.14,5.576,3.3586,False
1.6,0.045,1.7421,187.11,-38.957,-9.14,4.803,3.9861,False
1.6,0.05,2.4262,438.1,-43.286,-9.14,10.121,2.8665,False
1.6,0.055,2.887,745.61,-29.813,-9.448,25.009,0.9013,False
1.6,0.06,2.7111,641.17,-32.643,-10.048,19.642,0.9468,False
1.6,0.065,2.6427,585.59,-28.418,-11.596,20.606,0.9702,False
1.6,0.075,2.7933,683.66,-30.36,-11.596,22.519,0.915,False
1.6,0.08,2.9391,772.83,-31.41,-11.596,24.605,0.8369,False
1.6,0.085,2.938,774.48,-30.008,-11.596,25.809,0.7881,False
1.6,0.09,2.8825,738.02,-30.008,-11.596,24.594,0.7907,False
1.6,0.095,2.907,793.14,-30.255,-11.596,26.215,0.7916,False
1.6,0.1,2.9045,791.48,-30.396,-11.596,26.038,0.7928,False
1.6,0.105,2.923,805.28,-30.008,-11.596,26.836,0.7704,False
1.6,0.11,2.915,799.59,-30.008,-11.596,26.646,0.7701,False
1.6,0.115,2.974,844.26,-30.008,-11.596,28.135,0.7764,False
1.6,0.12,2.974,844.26,-30.008,-11.596,28.135,0.7764,False
1.6,0.125,2.974,844.26,-30.008,-11.596,28.135,0.7764,False
1.6,0.13,2.974,844.26,-30.008,-11.596,28.135,0.7764,False
1.75,0.04,1.8492,224.74,-39.081,-9.997,5.751,3.3586,False
1.75,0.045,1.7421,208.55,-41.963,-9.997,4.97,3.9861,False
1.75,0.05,2.4262,510.43,-46.468,-9.997,10.985,2.8665,False
