Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0429,0.4181,0.0622,0.2406,358,
AvgDailyRet%,level,1,0.0316,0.5398,0.0514,0.3185,378,
Sharpe,level,1,0.0335,0.5155,0.051,0.3231,378,
CAGR%,level,1,-0.0108,0.8342,0.0499,0.3334,378,
AvgDailyRet%,delta,1,-0.0086,0.8673,-0.0403,0.4353,377,
CAGR%,delta,1,-0.0037,0.9435,-0.0349,0.4998,377,
Sortino,level,1,-0.0907,0.0783,0.0282,0.5851,378,
Sortino,delta,1,-0.0278,0.5908,0.0219,0.6721,377,
Sharpe,delta,1,0.0067,0.8975,-0.0104,0.8406,377,
Calmar,delta,1,-0.0175,0.742,0.0016,0.9757,357,
CAGR%,level,3,-0.0178,0.7303,0.1049,0.0422,376,yes
AvgDailyRet%,level,3,0.0504,0.3294,0.1049,0.042,376,yes
Sharpe,level,3,0.052,0.3142,0.1031,0.0456,376,yes
Calmar,level,3,-0.049,0.3571,0.0912,0.0856,356,
Calmar,delta,3,-0.0218,0.6822,0.065,0.2219,355,
Sortino,level,3,-0.0977,0.0583,0.04,0.4393,376,
Sortino,delta,3,-0.0775,0.134,0.0263,0.612,375,
Sharpe,delta,3,0.0113,0.8275,-0.0187,0.7185,375,
AvgDailyRet%,delta,3,0.0078,0.881,-0.0089,0.8633,375,
CAGR%,delta,3,0.0029,0.9561,0.0083,0.872,375,
AvgDailyRet%,level,5,0.0565,0.2759,0.1202,0.02,374,yes
CAGR%,level,5,-0.0293,0.5726,0.1198,0.0205,374,yes
Sharpe,level,5,0.0642,0.2158,0.1124,0.0298,374,yes
Sortino,delta,5,-0.0398,0.4437,0.0999,0.0538,373,
Calmar,delta,5,0.0164,0.7589,0.0845,0.113,353,
Calmar,level,5,-0.0526,0.3241,0.0836,0.1162,354,
CAGR%,delta,5,0.0402,0.4385,0.07,0.1773,373,
AvgDailyRet%,delta,5,0.0856,0.0989,0.066,0.2032,373,
Sharpe,delta,5,0.0863,0.0962,0.0422,0.4161,373,
Sortino,level,5,-0.078,0.1323,0.0385,0.4579,374,
