Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0965,0.1108,0.1036,0.0871,274,
Calmar,level,1,-0.0159,0.7925,0.0938,0.1207,275,
Sharpe,level,1,0.0761,0.1509,0.0831,0.1163,358,
Sortino,level,1,0.0475,0.3511,0.0759,0.1358,388,
Sortino,delta,1,0.0737,0.1476,0.0755,0.1382,387,
CAGR%,level,1,-0.0133,0.7945,0.0645,0.2051,388,
AvgDailyRet%,level,1,0.0445,0.3824,0.062,0.2232,388,
CAGR%,delta,1,-0.0005,0.992,0.0561,0.2712,387,
Sharpe,delta,1,0.03,0.5727,0.048,0.3661,357,
AvgDailyRet%,delta,1,-0.0383,0.4523,0.039,0.4442,387,
Sharpe,level,3,0.1096,0.0388,0.1504,0.0044,356,yes
CAGR%,level,3,-0.0218,0.6689,0.1216,0.0168,386,yes
AvgDailyRet%,level,3,0.0798,0.1175,0.1199,0.0185,386,yes
Calmar,level,3,0.0204,0.7367,0.1152,0.0565,275,
Sortino,level,3,0.0389,0.4462,0.0985,0.0531,386,
Calmar,delta,3,-0.0086,0.8875,0.0438,0.4701,274,
Sharpe,delta,3,0.0121,0.8208,0.0292,0.5837,355,
CAGR%,delta,3,-0.0011,0.9833,0.0178,0.7284,385,
AvgDailyRet%,delta,3,-0.002,0.9682,0.0161,0.7524,385,
Sortino,delta,3,0.0468,0.3602,0.0132,0.7961,385,
CAGR%,level,5,-0.0279,0.586,0.1763,0.0005,384,yes
AvgDailyRet%,level,5,0.1008,0.0484,0.1741,0.0006,384,yes
Sharpe,level,5,0.1451,0.0062,0.1738,0.001,354,yes
Calmar,level,5,0.0018,0.9769,0.1562,0.0095,275,yes
Sortino,level,5,0.0321,0.5301,0.1507,0.0031,384,yes
Sharpe,delta,5,0.0612,0.2515,0.056,0.2943,353,
Sortino,delta,5,0.0532,0.2989,0.0558,0.2756,383,
CAGR%,delta,5,0.0001,0.9982,0.0412,0.4209,383,
AvgDailyRet%,delta,5,0.015,0.77,0.0361,0.4814,383,
Calmar,delta,5,-0.0244,0.6876,0.017,0.7798,274,
