Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0689,0.1761,0.0934,0.0663,387,
Sharpe,delta,1,0.1276,0.012,0.078,0.1258,387,
AvgDailyRet%,delta,1,0.1199,0.0183,0.0684,0.1792,387,
Calmar,delta,1,0.1221,0.0163,0.0676,0.1844,387,
CAGR%,delta,1,0.1212,0.0171,0.0497,0.3293,387,
Calmar,level,1,0.1602,0.0015,-0.0342,0.5021,388,
AvgDailyRet%,level,1,0.0538,0.2906,-0.0129,0.8003,388,
CAGR%,level,1,0.1609,0.0015,-0.0111,0.8275,388,
Sortino,level,1,0.0276,0.588,-0.0032,0.9498,388,
Sharpe,level,1,0.0618,0.2248,0.0014,0.9777,388,
Calmar,delta,3,0.0634,0.2143,0.0775,0.1289,385,
Sortino,delta,3,0.0344,0.5015,0.0669,0.1899,385,
CAGR%,delta,3,0.0634,0.2143,0.0649,0.2037,385,
AvgDailyRet%,delta,3,0.071,0.1644,0.06,0.2402,385,
Sharpe,delta,3,0.0674,0.1868,0.0472,0.3559,385,
Calmar,level,3,0.0682,0.1811,-0.0458,0.3693,386,
Sortino,level,3,-0.0166,0.7457,-0.023,0.6527,386,
AvgDailyRet%,level,3,0.0159,0.7551,-0.0222,0.6635,386,
CAGR%,level,3,0.0696,0.1722,-0.0201,0.6936,386,
Sharpe,level,3,0.0278,0.5856,-0.0154,0.7623,386,
Calmar,delta,5,0.0626,0.2218,0.0367,0.474,383,
Calmar,level,5,0.0666,0.1925,-0.0271,0.5967,384,
CAGR%,delta,5,0.0628,0.2199,0.0223,0.664,383,
AvgDailyRet%,delta,5,0.0297,0.5624,0.0195,0.7042,383,
Sortino,delta,5,-0.0465,0.364,0.0173,0.7364,383,
Sortino,level,5,-0.0089,0.8624,-0.0096,0.851,384,
Sharpe,delta,5,0.0056,0.9133,0.0071,0.8895,383,
AvgDailyRet%,level,5,0.0292,0.5682,-0.0063,0.902,384,
Sharpe,level,5,0.0416,0.4159,-0.0027,0.9577,384,
CAGR%,level,5,0.0675,0.1872,-0.0019,0.9699,384,
