L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,2.9555,218.46,-13.41,16.291,0.7749,False
0.0,0.8,2.0,3.3515,428.23,-16.418,26.083,0.5774,False
0.0,0.8,2.5,3.3229,438.57,-18.581,23.604,0.6133,False
0.0,0.8,3.0,3.3286,439.36,-18.701,23.494,0.6188,False
0.0,0.9,1.0,2.9555,263.64,-14.984,17.595,0.7749,False
0.0,0.9,2.0,3.3515,537.96,-18.334,29.342,0.5774,False
0.0,0.9,2.5,3.3551,553.12,-19.505,28.358,0.5979,False
0.0,0.9,3.0,3.3612,552.63,-19.505,28.333,0.6002,False
0.0,1.0,1.0,2.9555,314.16,-16.535,18.999,0.7749,False
0.0,1.0,2.0,3.3515,667.35,-20.221,33.003,0.5774,False
0.0,1.0,2.5,3.3699,682.58,-20.484,33.322,0.5846,False
0.0,1.0,3.0,3.3773,686.95,-20.484,33.535,0.5861,False
0.0,1.1,1.0,2.9555,370.47,-18.065,20.508,0.7749,False
0.0,1.1,2.0,3.3515,819.27,-22.079,37.105,0.5774,False
0.0,1.1,2.5,3.3718,836.74,-22.079,37.897,0.581,False
0.0,1.1,3.0,3.3736,838.45,-22.079,37.974,0.5813,False
0.0,1.2,1.0,2.9555,433.07,-19.573,22.126,0.7749,False
0.0,1.2,2.0,3.3515,996.89,-23.909,41.695,0.5774,False
0.0,1.2,2.5,3.3656,1012.32,-23.909,42.34,0.5799,False
0.0,1.2,3.0,3.3656,1012.32,-23.909,42.34,0.5799,False
0.0,1.3,1.0,2.9555,502.46,-21.059,23.859,0.7749,False
0.0,1.3,2.0,3.3515,1203.68,-25.71,46.817,0.5774,False
0.0,1.3,2.5,3.3583,1213.04,-25.71,47.181,0.5786,False
0.0,1.3,3.0,3.3583,1213.04,-25.71,47.181,0.5786,False
0.0,1.4,1.0,2.9555,579.17,-22.525,25.713,0.7749,False
0.0,1.4,2.0,3.3515,1443.46,-27.483,52.521,0.5774,False
0.0,1.4,2.5,3.3517,1443.76,-27.483,52.532,0.5774,False
0.0,1.4,3.0,3.3517,1443.76,-27.483,52.532,0.5774,False
0.0,1.5,1.0,2.9555,663.72,-23.969,27.691,0.7749,False
0.0,1.5,2.0,3.3515,1720.32,-29.229,58.857,0.5774,False
0.0,1.5,2.5,3.3515,1720.32,-29.229,58.857,0.5774,False
0.0,1.5,3.0,3.3515,1720.32,-29.229,58.857,0.5774,False
0.0,1.6,1.0,2.9555,756.67,-25.393,29.799,0.7749,False
0.0,1.6,2.0,3.3515,2038.7,-30.946,65.879,0.5774,False
0.0,1.6,2.5,3.3515,2038.7,-30.946,65.879,0.5774,False
0.0,1.6,3.0,3.3515,2038.7,-30.946,65.879,0.5774,False
0.0,1.7,1.0,2.9555,858.56,-26.796,32.041,0.7749,False
0.0,1.7,2.0,3.3515,2403.33,-32.637,73.639,0.5774,False
0.0,1.7,2.5,3.3515,2403.33,-32.637,73.639,0.5774,False
0.0,1.7,3.0,3.3515,2403.33,-32.637,73.639,0.5774,False
0.0,1.8,1.0,2.9555,969.94,-28.179,34.421,0.7749,False
0.0,1.8,2.0,3.3515,2819.24,-34.3,82.194,0.5774,False
0.0,1.8,2.5,3.3515,2819.24,-34.3,82.194,0.5774,False
0.0,1.8,3.0,3.3515,2819.24,-34.3,82.194,0.5774,False
0.0,2.0,1.0,2.9555,1223.33,-30.885,39.609,0.7749,False
0.0,2.0,2.0,3.3515,3826.31,-37.546,101.909,0.5774,False
0.0,2.0,2.5,3.3515,3826.31,-37.546,101.909,0.5774,False
0.0,2.0,3.0,3.3515,3826.31,-37.546,101.909,0.5774,False
0.5,0.8,1.0,2.9555,218.46,-13.41,16.291,0.7749,False
0.5,0.8,2.0,3.3515,428.23,-16.418,26.083,0.5774,False
0.5,0.8,2.5,3.3229,438.57,-18.581,23.604,0.6133,False
0.5,0.8,3.0,3.3286,439.36,-18.701,23.494,0.6188,False
0.5,0.9,1.0,2.9555,263.64,-14.984,17.595,0.7749,False
0.5,0.9,2.0,3.3515,537.96,-18.334,29.342,0.5774,False
0.5,0.9,2.5,3.3551,553.12,-19.505,28.358,0.5979,False
0.5,0.9,3.0,3.3612,552.63,-19.505,28.333,0.6002,False
0.5,1.0,1.0,2.9555,314.16,-16.535,18.999,0.7749,False
0.5,1.0,2.0,3.3515,667.35,-20.221,33.003,0.5774,False
0.5,1.0,2.5,3.3699,682.58,-20.484,33.322,0.5846,False
0.5,1.0,3.0,3.3773,686.95,-20.484,33.535,0.5861,False
0.5,1.1,1.0,2.9555,370.47,-18.065,20.508,0.7749,False
0.5,1.1,2.0,3.3515,819.27,-22.079,37.105,0.5774,False
0.5,1.1,2.5,3.3718,836.74,-22.079,37.897,0.581,False
0.5,1.1,3.0,3.3736,838.45,-22.079,37.974,0.5813,False
0.5,1.2,1.0,2.9555,433.07,-19.573,22.126,0.7749,False
0.5,1.2,2.0,3.3515,996.89,-23.909,41.695,0.5774,False
0.5,1.2,2.5,3.3656,1012.32,-23.909,42.34,0.5799,False
0.5,1.2,3.0,3.3656,1012.32,-23.909,42.34,0.5799,False
0.5,1.3,1.0,2.9555,502.46,-21.059,23.859,0.7749,False
0.5,1.3,2.0,3.3515,1203.68,-25.71,46.817,0.5774,False
0.5,1.3,2.5,3.3583,1213.04,-25.71,47.181,0.5786,False
0.5,1.3,3.0,3.3583,1213.04,-25.71,47.181,0.5786,False
0.5,1.4,1.0,2.9555,579.17,-22.525,25.713,0.7749,False
0.5,1.4,2.0,3.3515,1443.46,-27.483,52.521,0.5774,False
0.5,1.4,2.5,3.3517,1443.76,-27.483,52.532,0.5774,False
0.5,1.4,3.0,3.3517,1443.76,-27.483,52.532,0.5774,False
0.5,1.5,1.0,2.9555,663.72,-23.969,27.691,0.7749,False
0.5,1.5,2.0,3.3515,1720.32,-29.229,58.857,0.5774,False
0.5,1.5,2.5,3.3515,1720.32,-29.229,58.857,0.5774,False
0.5,1.5,3.0,3.3515,1720.32,-29.229,58.857,0.5774,False
0.5,1.6,1.0,2.9555,756.67,-25.393,29.799,0.7749,False
0.5,1.6,2.0,3.3515,2038.7,-30.946,65.879,0.5774,False
0.5,1.6,2.5,3.3515,2038.7,-30.946,65.879,0.5774,False
0.5,1.6,3.0,3.3515,2038.7,-30.946,65.879,0.5774,False
0.5,1.7,1.0,2.9555,858.56,-26.796,32.041,0.7749,False
0.5,1.7,2.0,3.3515,2403.33,-32.637,73.639,0.5774,False
0.5,1.7,2.5,3.3515,2403.33,-32.637,73.639,0.5774,False
0.5,1.7,3.0,3.3515,2403.33,-32.637,73.639,0.5774,False
0.5,1.8,1.0,2.9555,969.94,-28.179,34.421,0.7749,False
0.5,1.8,2.0,3.3515,2819.24,-34.3,82.194,0.5774,False
0.5,1.8,2.5,3.3515,2819.24,-34.3,82.194,0.5774,False
0.5,1.8,3.0,3.3515,2819.24,-34.3,82.194,0.5774,False
0.5,2.0,1.0,2.9555,1223.33,-30.885,39.609,0.7749,False
0.5,2.0,2.0,3.3515,3826.31,-37.546,101.909,0.5774,False
0.5,2.0,2.5,3.3515,3826.31,-37.546,101.909,0.5774,False
0.5,2.0,3.0,3.3515,3826.31,-37.546,101.909,0.5774,False
1.0,1.1,1.0,2.9555,370.47,-18.065,20.508,0.7749,False
1.0,1.1,2.0,3.3515,819.27,-22.079,37.105,0.5774,False
1.0,1.1,2.5,3.3718,836.74,-22.079,37.897,0.581,False
1.0,1.1,3.0,3.3736,838.45,-22.079,37.974,0.5813,False
1.0,1.2,1.0,2.9555,433.07,-19.573,22.126,0.7749,False
1.0,1.2,2.0,3.3515,996.89,-23.909,41.695,0.5774,False
1.0,1.2,2.5,3.3656,1012.32,-23.909,42.34,0.5799,False
