Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0242,0.736,0.0946,0.1872,196,
Calmar,level,1,-0.0451,0.5293,0.0506,0.4803,197,
Sortino,delta,1,0.0025,0.9605,0.038,0.4562,387,
Sharpe,level,1,-0.0615,0.3325,-0.0326,0.608,250,
CAGR%,delta,1,-0.0166,0.7455,0.015,0.7686,387,
AvgDailyRet%,level,1,-0.0528,0.2999,-0.0136,0.7887,388,
Sortino,level,1,0.0141,0.7818,0.0127,0.8034,388,
CAGR%,level,1,-0.042,0.409,0.0097,0.8487,388,
Sharpe,delta,1,-0.0694,0.2751,-0.0036,0.9551,249,
AvgDailyRet%,delta,1,-0.0889,0.0807,-0.0014,0.9777,387,
Sharpe,delta,3,-0.0955,0.1345,-0.1145,0.0723,247,
AvgDailyRet%,delta,3,-0.0725,0.1559,-0.0678,0.1844,385,
CAGR%,delta,3,-0.0572,0.2631,-0.0618,0.2267,385,
Sharpe,level,3,-0.0612,0.3374,-0.0494,0.4388,248,
Sortino,delta,3,0.0562,0.2717,0.0333,0.5153,385,
Calmar,level,3,-0.0567,0.4285,0.0324,0.6513,197,
AvgDailyRet%,level,3,-0.0542,0.2881,-0.0312,0.5413,386,
Calmar,delta,3,-0.0059,0.9346,0.0135,0.851,196,
CAGR%,level,3,-0.0066,0.8977,-0.0103,0.8402,386,
Sortino,level,3,-0.0025,0.9614,0.0034,0.9473,386,
Sharpe,delta,5,-0.0494,0.4417,-0.0784,0.2216,245,
Sharpe,level,5,-0.0605,0.3449,-0.0599,0.3492,246,
AvgDailyRet%,delta,5,-0.0604,0.2383,-0.0573,0.2637,383,
Sortino,level,5,-0.033,0.5186,0.0427,0.404,384,
CAGR%,delta,5,0.0015,0.9761,-0.0297,0.5625,383,
Calmar,level,5,-0.0539,0.4522,0.0253,0.7246,197,
Sortino,delta,5,0.0219,0.6688,0.0146,0.7758,383,
AvgDailyRet%,level,5,-0.0318,0.5341,0.0131,0.798,384,
Calmar,delta,5,-0.0077,0.9144,0.0079,0.9121,196,
CAGR%,level,5,0.0187,0.7144,-0.0002,0.9963,384,
