Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,-0.0269,0.6021,-0.0615,0.2332,377,
Sharpe,delta,1,-0.0697,0.2457,-0.0197,0.7432,279,
Calmar,delta,1,0.0105,0.8653,0.0169,0.7854,263,
CAGR%,level,1,0.0038,0.9413,0.0155,0.7639,378,
AvgDailyRet%,delta,1,-0.0479,0.3541,-0.0143,0.7821,377,
Calmar,level,1,-0.0107,0.8622,0.0124,0.8406,264,
Sortino,level,1,-0.085,0.0991,-0.0107,0.8359,378,
Sharpe,level,1,-0.0777,0.1951,0.0059,0.922,280,
CAGR%,delta,1,0.02,0.6988,-0.0022,0.9653,377,
AvgDailyRet%,level,1,-0.0223,0.6661,0.002,0.9692,378,
AvgDailyRet%,delta,3,-0.0594,0.2513,-0.0965,0.062,375,
CAGR%,delta,3,0.012,0.8172,-0.0741,0.1521,375,
Sharpe,delta,3,-0.1189,0.048,-0.0667,0.2685,277,
Sharpe,level,3,-0.1033,0.0855,-0.0659,0.2739,278,
Calmar,level,3,-0.0246,0.6916,-0.0493,0.4273,262,
Sortino,delta,3,-0.0252,0.6263,-0.0481,0.3534,375,
CAGR%,level,3,-0.0079,0.8781,-0.0413,0.425,376,
AvgDailyRet%,level,3,-0.0182,0.7253,-0.0413,0.4241,376,
Sortino,level,3,-0.1405,0.0063,-0.0358,0.4893,376,
Calmar,delta,3,0.007,0.91,-0.0019,0.9754,261,
Sharpe,level,5,-0.0916,0.1289,-0.0731,0.2259,276,
Calmar,level,5,-0.0411,0.5093,-0.0528,0.3969,260,
AvgDailyRet%,delta,5,-0.0199,0.702,-0.047,0.3655,373,
CAGR%,level,5,-0.0179,0.7307,-0.0358,0.4903,374,
CAGR%,delta,5,0.045,0.3858,-0.0275,0.5968,373,
AvgDailyRet%,level,5,0.0056,0.9146,-0.0141,0.7865,374,
Sortino,level,5,-0.1747,0.0007,-0.0134,0.7968,374,
Calmar,delta,5,0.0457,0.4636,0.0121,0.8465,259,
Sharpe,delta,5,-0.05,0.4088,-0.0116,0.8479,275,
Sortino,delta,5,-0.0395,0.4473,0.0084,0.8714,373,
