Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,0.047,0.3562,0.0503,0.323,388,
Sharpe,level,1,0.0569,0.2944,0.049,0.3667,342,
CAGR%,level,1,-0.0001,0.9984,0.0484,0.3417,388,
Sortino,level,1,-0.016,0.7533,0.0388,0.4462,388,
Sortino,delta,1,0.025,0.6236,0.0319,0.5315,387,
Sharpe,delta,1,0.0644,0.2356,0.0297,0.5851,341,
Calmar,delta,1,-0.0342,0.5394,0.0294,0.5986,324,
AvgDailyRet%,delta,1,0.089,0.0803,0.0284,0.577,387,
CAGR%,delta,1,0.0031,0.9522,0.0248,0.6271,387,
Calmar,level,1,-0.0033,0.9525,-0.0247,0.6571,325,
Sortino,delta,3,0.0237,0.6431,0.0789,0.1224,385,
Calmar,level,3,-0.0049,0.9304,-0.0787,0.1582,323,
Sharpe,delta,3,0.0418,0.4431,0.0668,0.2198,339,
AvgDailyRet%,delta,3,0.0513,0.315,0.0508,0.3198,385,
CAGR%,delta,3,0.0014,0.978,0.0427,0.4032,385,
Sortino,level,3,-0.0348,0.4954,-0.0358,0.483,386,
Sharpe,level,3,0.0504,0.3537,-0.0186,0.7322,340,
CAGR%,level,3,-0.0037,0.9417,-0.0145,0.777,386,
AvgDailyRet%,level,3,0.034,0.5052,-0.0092,0.8566,386,
Calmar,delta,3,-0.0063,0.9105,-0.0043,0.9394,322,
Calmar,level,5,-0.006,0.9153,-0.0909,0.1038,321,
Sortino,delta,5,-0.0085,0.8685,0.0669,0.1914,383,
Sortino,level,5,-0.0682,0.1826,-0.0595,0.2446,384,
Sharpe,delta,5,0.0072,0.8947,0.0488,0.3714,337,
Sharpe,level,5,0.0486,0.3728,-0.0453,0.4063,338,
CAGR%,level,5,-0.0052,0.9184,-0.0346,0.4995,384,
AvgDailyRet%,delta,5,0.0321,0.5305,0.0333,0.5165,383,
AvgDailyRet%,level,5,0.0405,0.4288,-0.0285,0.5775,384,
CAGR%,delta,5,0.0012,0.982,0.0278,0.5881,383,
Calmar,delta,5,-0.0048,0.9321,-0.0057,0.9194,320,
