EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.1,0.001,1.3,2.9824,5547.9,-41.748,132.889,0.6529,False
0.1,0.001,1.4,3.0593,7033.12,-43.072,163.289,0.6132,False
0.1,0.001,1.5,3.1024,8319.01,-44.642,186.349,0.5951,False
0.1,0.001,1.6,3.129,9483.39,-46.196,205.285,0.5878,False
0.1,0.001,1.7,3.1473,10707.3,-47.734,224.314,0.579,False
0.1,0.001,1.8,3.1632,12121.44,-49.254,246.099,0.5699,False
0.1,0.001,1.9,3.1695,13205.19,-50.758,260.157,0.5632,False
0.1,0.001,2.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.001,2.5,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.001,3.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.0015,1.2,2.9034,4358.34,-43.292,100.673,0.7126,False
0.1,0.0015,1.3,2.9824,5547.9,-41.748,132.889,0.6529,False
0.1,0.0015,1.4,3.0593,7033.12,-43.072,163.289,0.6132,False
0.1,0.0015,1.5,3.1024,8319.01,-44.642,186.349,0.5951,False
0.1,0.0015,1.6,3.129,9483.39,-46.196,205.285,0.5878,False
0.1,0.0015,1.7,3.1473,10707.3,-47.734,224.314,0.579,False
0.1,0.0015,1.8,3.1632,12121.44,-49.254,246.099,0.5699,False
0.1,0.0015,1.9,3.1695,13205.19,-50.758,260.157,0.5632,False
0.1,0.0015,2.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.0015,2.5,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.0015,3.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.003,1.2,2.9034,4358.34,-43.292,100.673,0.7126,False
0.1,0.003,1.3,2.9824,5547.9,-41.748,132.889,0.6529,False
0.1,0.003,1.4,3.0593,7033.12,-43.072,163.289,0.6132,False
0.1,0.003,1.5,3.1024,8319.01,-44.642,186.349,0.5951,False
0.1,0.003,1.6,3.129,9483.39,-46.196,205.285,0.5878,False
0.1,0.003,1.7,3.1473,10707.3,-47.734,224.314,0.579,False
0.1,0.003,1.8,3.1632,12121.44,-49.254,246.099,0.5699,False
0.1,0.003,1.9,3.1695,13205.19,-50.758,260.157,0.5632,False
0.1,0.003,2.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.003,2.5,3.1714,14337.42,-52.246,274.422,0.5569,False
0.1,0.003,3.0,3.1714,14337.42,-52.246,274.422,0.5569,False
0.11,0.001,1.2,2.8052,3678.13,-40.775,90.205,0.7478,False
0.11,0.001,1.3,2.8348,4226.66,-41.484,101.886,0.7215,False
0.11,0.001,1.4,2.8848,5118.62,-43.072,118.84,0.7011,False
0.11,0.001,1.5,2.9134,5943.24,-44.642,133.13,0.6832,False
0.11,0.001,1.6,2.9585,7141.88,-46.196,154.599,0.6597,False
0.11,0.001,1.7,3.0219,8928.15,-47.734,187.041,0.6179,False
0.11,0.001,1.8,3.0705,10627.61,-49.254,215.77,0.5767,False
0.11,0.001,1.9,3.0999,12272.33,-50.758,241.779,0.548,False
0.11,0.001,2.0,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.001,2.5,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.001,3.0,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.0015,1.2,2.8052,3678.13,-40.775,90.205,0.7478,False
0.11,0.0015,1.3,2.8348,4226.66,-41.484,101.886,0.7215,False
0.11,0.0015,1.4,2.8848,5118.62,-43.072,118.84,0.7011,False
0.11,0.0015,1.5,2.9134,5943.24,-44.642,133.13,0.6832,False
0.11,0.0015,1.6,2.9585,7141.88,-46.196,154.599,0.6597,False
0.11,0.0015,1.7,3.0219,8928.15,-47.734,187.041,0.6179,False
0.11,0.0015,1.8,3.0705,10627.61,-49.254,215.77,0.5767,False
0.11,0.0015,1.9,3.0999,12272.33,-50.758,241.779,0.548,False
0.11,0.0015,2.0,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.0015,2.5,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.0015,3.0,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.003,1.2,2.8052,3678.13,-40.775,90.205,0.7478,False
0.11,0.003,1.3,2.8348,4226.66,-41.484,101.886,0.7215,False
0.11,0.003,1.4,2.8848,5118.62,-43.072,118.84,0.7011,False
0.11,0.003,1.5,2.9134,5943.24,-44.642,133.13,0.6832,False
0.11,0.003,1.6,2.9585,7141.88,-46.196,154.599,0.6597,False
0.11,0.003,1.7,3.0219,8928.15,-47.734,187.041,0.6179,False
0.11,0.003,1.8,3.0705,10627.61,-49.254,215.77,0.5767,False
0.11,0.003,1.9,3.0999,12272.33,-50.758,241.779,0.548,False
0.11,0.003,2.0,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.003,2.5,3.116,13785.68,-52.246,263.861,0.5257,False
0.11,0.003,3.0,3.116,13785.68,-52.246,263.861,0.5257,False
