EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.36,1037.47,-47.381,21.897,1.2029,False
0.07,0.001,1.3,2.4444,1282.7,-49.684,25.817,1.1304,False
0.07,0.001,1.4,2.5344,1579.64,-51.978,30.391,1.0567,False
0.07,0.001,1.5,2.5673,1762.58,-54.209,32.515,1.0188,False
0.07,0.001,1.6,2.5886,1935.48,-56.379,34.33,0.9975,False
0.07,0.001,1.7,2.5955,2052.8,-58.488,35.098,0.9841,False
0.07,0.001,1.8,2.5991,2155.69,-60.0,35.928,0.9781,False
0.07,0.001,1.9,2.617,2325.08,-58.997,39.41,0.9697,False
0.07,0.001,2.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.001,2.5,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.001,3.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.0015,1.2,2.36,1037.47,-47.381,21.897,1.2029,False
0.07,0.0015,1.3,2.4444,1282.7,-49.684,25.817,1.1304,False
0.07,0.0015,1.4,2.5344,1579.64,-51.978,30.391,1.0567,False
0.07,0.0015,1.5,2.5673,1762.58,-54.209,32.515,1.0188,False
0.07,0.0015,1.6,2.5886,1935.48,-56.379,34.33,0.9975,False
0.07,0.0015,1.7,2.5955,2052.8,-58.488,35.098,0.9841,False
0.07,0.0015,1.8,2.5991,2155.69,-60.0,35.928,0.9781,False
0.07,0.0015,1.9,2.617,2325.08,-58.997,39.41,0.9697,False
0.07,0.0015,2.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.0015,2.5,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.0015,3.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.003,1.2,2.36,1037.47,-47.381,21.897,1.2029,False
0.07,0.003,1.3,2.4444,1282.7,-49.684,25.817,1.1304,False
0.07,0.003,1.4,2.5344,1579.64,-51.978,30.391,1.0567,False
0.07,0.003,1.5,2.5673,1762.58,-54.209,32.515,1.0188,False
0.07,0.003,1.6,2.5886,1935.48,-56.379,34.33,0.9975,False
0.07,0.003,1.7,2.5955,2052.8,-58.488,35.098,0.9841,False
0.07,0.003,1.8,2.5991,2155.69,-60.0,35.928,0.9781,False
0.07,0.003,1.9,2.617,2325.08,-58.997,39.41,0.9697,False
0.07,0.003,2.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.003,2.5,2.6675,2675.43,-56.511,47.344,0.9675,False
0.07,0.003,3.0,2.6675,2675.43,-56.511,47.344,0.9675,False
0.08,0.001,1.2,2.8035,2386.64,-45.817,52.091,0.8673,False
0.08,0.001,1.3,2.8671,2853.06,-46.93,60.794,0.8218,False
0.08,0.001,1.4,2.9629,3634.43,-45.193,80.42,0.7779,False
0.08,0.001,1.5,3.0258,4315.94,-44.642,96.678,0.7463,False
0.08,0.001,1.6,3.0568,4803.22,-46.196,103.974,0.7422,False
0.08,0.001,1.7,3.0835,5324.84,-47.734,111.553,0.74,False
0.08,0.001,1.8,3.1061,5905.15,-49.254,119.891,0.7372,False
0.08,0.001,1.9,3.1267,6464.46,-50.758,127.357,0.7347,False
0.08,0.001,2.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.001,2.5,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.001,3.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.0015,1.2,2.8035,2386.64,-45.817,52.091,0.8673,False
0.08,0.0015,1.3,2.8671,2853.06,-46.93,60.794,0.8218,False
0.08,0.0015,1.4,2.9629,3634.43,-45.193,80.42,0.7779,False
0.08,0.0015,1.5,3.0258,4315.94,-44.642,96.678,0.7463,False
0.08,0.0015,1.6,3.0568,4803.22,-46.196,103.974,0.7422,False
0.08,0.0015,1.7,3.0835,5324.84,-47.734,111.553,0.74,False
0.08,0.0015,1.8,3.1061,5905.15,-49.254,119.891,0.7372,False
0.08,0.0015,1.9,3.1267,6464.46,-50.758,127.357,0.7347,False
0.08,0.0015,2.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.0015,2.5,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.0015,3.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.003,1.2,2.8035,2386.64,-45.817,52.091,0.8673,False
0.08,0.003,1.3,2.8671,2853.06,-46.93,60.794,0.8218,False
0.08,0.003,1.4,2.9629,3634.43,-45.193,80.42,0.7779,False
0.08,0.003,1.5,3.0258,4315.94,-44.642,96.678,0.7463,False
0.08,0.003,1.6,3.0568,4803.22,-46.196,103.974,0.7422,False
0.08,0.003,1.7,3.0835,5324.84,-47.734,111.553,0.74,False
0.08,0.003,1.8,3.1061,5905.15,-49.254,119.891,0.7372,False
0.08,0.003,1.9,3.1267,6464.46,-50.758,127.357,0.7347,False
0.08,0.003,2.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.003,2.5,3.1398,6988.98,-52.246,133.771,0.7299,False
0.08,0.003,3.0,3.1398,6988.98,-52.246,133.771,0.7299,False
0.09,0.001,1.2,3.1442,5181.09,-45.236,114.534,0.7531,False
0.09,0.001,1.3,3.2258,6549.87,-43.96,148.997,0.7292,False
0.09,0.001,1.4,3.2878,7796.28,-43.072,181.008,0.6966,False
0.09,0.001,1.5,3.3246,8914.36,-44.642,199.685,0.6874,False
0.09,0.001,1.6,3.3492,9964.12,-46.196,215.691,0.6815,False
0.09,0.001,1.7,3.3654,10781.92,-47.734,225.877,0.6764,False
0.09,0.001,1.8,3.3754,11696.5,-49.254,237.471,0.671,False
0.09,0.001,1.9,3.3805,12464.11,-50.758,245.557,0.6648,False
0.09,0.001,2.0,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.001,2.5,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.001,3.0,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.0015,1.2,3.1442,5181.09,-45.236,114.534,0.7531,False
0.09,0.0015,1.3,3.2258,6549.87,-43.96,148.997,0.7292,False
0.09,0.0015,1.4,3.2878,7796.28,-43.072,181.008,0.6966,False
0.09,0.0015,1.5,3.3246,8914.36,-44.642,199.685,0.6874,False
0.09,0.0015,1.6,3.3492,9964.12,-46.196,215.691,0.6815,False
0.09,0.0015,1.7,3.3654,10781.92,-47.734,225.877,0.6764,False
0.09,0.0015,1.8,3.3754,11696.5,-49.254,237.471,0.671,False
0.09,0.0015,1.9,3.3805,12464.11,-50.758,245.557,0.6648,False
0.09,0.0015,2.0,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.0015,2.5,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.0015,3.0,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.003,1.2,3.1442,5181.09,-45.236,114.534,0.7531,False
0.09,0.003,1.3,3.2258,6549.87,-43.96,148.997,0.7292,False
0.09,0.003,1.4,3.2878,7796.28,-43.072,181.008,0.6966,False
0.09,0.003,1.5,3.3246,8914.36,-44.642,199.685,0.6874,False
0.09,0.003,1.6,3.3492,9964.12,-46.196,215.691,0.6815,False
0.09,0.003,1.7,3.3654,10781.92,-47.734,225.877,0.6764,False
0.09,0.003,1.8,3.3754,11696.5,-49.254,237.471,0.671,False
0.09,0.003,1.9,3.3805,12464.11,-50.758,245.557,0.6648,False
0.09,0.003,2.0,3.382,13116.71,-52.246,251.057,0.6607,True
0.09,0.003,2.5,3.382,13116.71,-52.246,251.057,0.6607,False
0.09,0.003,3.0,3.382,13116.71,-52.246,251.057,0.6607,False
0.1,0.001,1.2,2.9034,4358.34,-43.292,100.673,0.7126,False
