Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0361,0.561,0.0731,0.239,261,
Sharpe,delta,1,0.0267,0.6258,-0.0686,0.2103,335,
Sortino,level,1,0.072,0.157,0.0614,0.2274,388,
AvgDailyRet%,level,1,0.0367,0.4711,0.0527,0.3004,388,
CAGR%,delta,1,-0.0329,0.519,-0.0468,0.3581,387,
CAGR%,level,1,-0.0353,0.4884,0.0466,0.3599,388,
Calmar,level,1,-0.0394,0.5256,0.0446,0.4724,262,
Sharpe,level,1,0.0532,0.3312,0.0359,0.5124,336,
AvgDailyRet%,delta,1,-0.0131,0.797,-0.0288,0.5723,387,
Sortino,delta,1,-0.0497,0.3294,-0.0103,0.8396,387,
Sortino,delta,3,0.0048,0.9259,0.0704,0.1681,385,
Calmar,delta,3,-0.0213,0.7326,0.0668,0.2838,259,
AvgDailyRet%,level,3,0.0626,0.2197,0.0606,0.2348,386,
Sortino,level,3,0.1303,0.0104,0.0554,0.2775,386,
CAGR%,level,3,-0.0502,0.3252,0.0545,0.2855,386,
AvgDailyRet%,delta,3,0.0208,0.6848,0.0486,0.3415,385,
Sharpe,delta,3,0.0522,0.3424,0.0356,0.517,333,
CAGR%,delta,3,-0.0196,0.7021,0.0337,0.5099,385,
Sharpe,level,3,0.053,0.3342,0.0181,0.7413,334,
Calmar,level,3,-0.0547,0.38,-0.0085,0.8915,260,
AvgDailyRet%,level,5,0.0721,0.1585,0.0907,0.0757,384,
Sortino,delta,5,0.0651,0.2033,0.0863,0.0915,383,
CAGR%,level,5,-0.0582,0.2553,0.0853,0.0952,384,
Sortino,level,5,0.1473,0.0038,0.0809,0.1135,384,
AvgDailyRet%,delta,5,0.0399,0.4364,0.0428,0.4033,383,
Calmar,delta,5,-0.0202,0.7469,0.0422,0.4993,258,
Sharpe,level,5,0.0486,0.3769,0.0377,0.494,332,
Sharpe,delta,5,0.0297,0.59,0.0366,0.5065,331,
CAGR%,delta,5,-0.0184,0.7191,0.0349,0.496,383,
Calmar,level,5,-0.0627,0.3149,0.0318,0.6105,259,
